VOC_Date	Ep01	Ep02	Ep03	Ep04	Ep05	Ep06	Ep07	Ep08	Ep09	Ep10	Ep11	Ep12
XBB_45179	0.018059413	0.016720647	0.019700555	0.018289054	0.001837379	0.001374865	0.003132268	0.007051178	0.001371529	0.000710017	0.000221815	0.000842573
XBB_45186	0.01555975	0.014899578	0.032405839	0.032525034	0.002364883	0.00253438	0.005603858	0.00764559	0.00167054	0.000879983	0.000124051	0.001457829
XBB_45193	0.015623409	0.015742679	0.029886364	0.027345247	0.001184209	0.001193284	0.002700763	0.006322188	0.002331438	0.000521617	0.000189118	0.000806144
XBB_45200	0.019076545	0.015715434	0.023393604	0.022990599	0.001359256	0.001378715	0.003550902	0.010300936	0.001483189	0.000474045	0.000214786	0.000943164
XBB_45207	0.017414666	0.015111705	0.041601718	0.042784432	0.001960615	0.0023917	0.00457651	0.010085452	0.001838204	0.000776955	0.000310732	0.001178597
XBB_45214	0.020834069	0.018978952	0.041440553	0.032931848	0.002029719	0.002032844	0.004298092	0.006403242	0.001506054	0.000769556	0.000285864	0.001516661
XBB_45221	0.018982991	0.015353757	0.045687744	0.045214252	0.001410249	0.001532611	0.003284459	0.013073338	0.002422718	0.000718234	0.000230161	0.001052394
XBB_45228	0.008712826	0.007985191	0.01012855	0.016848747	0.002361783	0.002824876	0.005443684	0.011183099	0.002927841	0.000625419	0.00027323	0.002025417
XBB_45235	0.023331709	0.022555036	0.054568298	0.063383098	0.002264745	0.00234924	0.007831057	0.019937339	0.005488532	0.000741065	0.000180694	0.00260428
XBB_45242	0.006412704	0.006204141	0.012421422	0.017446443	0.004030954	0.003265106	0.00524361	0.011072296	0.002158595	0.000877958	0.000213093	0.00061345
XBB_45249	0.022979201	0.016708457	0.049067169	0.04251243	0.002757189	0.002329116	0.004661214	0.009859329	0.003617195	0.000494507	0.000265026	0.001009034
XBB_45256	0.005581868	0.005606927	0.011239719	0.02235958	0.004350093	0.003903222	0.006423092	0.016378974	0.002281755	0.000718035	0.000194741	0.001801362
XBB_45263	0.009666392	0.008326587	0.017509866	0.026427614	0.004404178	0.004075505	0.008674649	0.014500708	0.004576808	0.001264165	7.67E-05	0.002563732
XBB_45270	0.011100429	0.00984125	0.019843293	0.014533387	0.001835359	0.001482301	0.003980768	0.009062543	0.004625424	0.000847421	0.000213733	0.00120284
XBB_45277	0.011727425	0.010264542	0.02224533	0.020856084	0.003520523	0.002881923	0.005238341	0.010833198	0.004542086	0.001110237	0.000163478	0.000807037
XBB_45284	0.007197173	0.006411197	0.022435404	0.034473753	0.006123032	0.004690212	0.00845262	0.021248105	0.003649244	0.000822626	0.000197317	0.000793813
XBB_45291	0.016095482	0.017008352	0.031788116	0.029200759	0.007270865	0.006310672	0.008484344	0.013579138	0.002757188	0.000804638	0.000384981	0.00123064
XBB_45298	0.009641128	0.004705437	0.022551728	0.022447718	0.004868824	0.004852256	0.006493571	0.012166315	0.00497865	0.000932646	0.000331246	0.001108517
XBB_45305	0.006395946	0.004997115	0.021490924	0.032249983	0.007080793	0.0068054	0.007836256	0.020377099	0.005431742	0.000967238	0.000348126	0.001000865
XBB_45312	0.023519559	0.023184187	0.029582283	0.034342881	0.005443821	0.005003239	0.008814084	0.030182434	0.007962477	0.001052799	0.000216988	0.003814841
XBB_45319	0.018620486	0.015722769	0.040075235	0.043363532	0.010091722	0.008765068	0.012250193	0.029813455	0.01146861	0.001334151	0.000738688	0.001867358
