VOC	Date	WeeklyCases	InfectionProp	AntigenicDistanceT1	NTD	RBD	SpikeOther	Ep01	Ep02	Ep03	Ep04	Ep05	Ep06	Ep07	Ep08	Ep09	Ep10	Ep11	Ep12	RBDOther	PressureCorrelation
WT	2020-07-19	1573526.88720539	0.122356259894192	0.32151412532229	0.0510772941833344	0.0672914582286373	0.203145372910317	0.00517958682486651	0.000341759110949964	0.00350406254724768	0.00357490942484014	0.000601141303263234	0.000325424993908629	0.00347054470504319	0.00337896806849496	0.000221482429441624	0.000228280543582306	0.00507995743791945	0.00519869833190059	0.0574450230804535	0.279693910457987
WT	2020-07-26	1717559.46691616	0.137248701553381	0.326369562271777	0.0507640025871378	0.0777182980210117	0.197887261663628	0.00504477714156695	0.000302676751091704	0.00514816374573244	0.00534820246282539	0.000514216633967561	0.000121927537117904	0.00524047676974991	0.00524443156263824	0.000175098147067998	0.000134125917342483	0.00502187618851019	0.00527843131249646	0.0660914966684909	0.245790352000018
WT	2020-08-02	1803950.6717833	0.152890215371719	0.331736759667407	0.0551828788285315	0.0752908825826528	0.201262998256223	0.00529257850257276	0.000304215336999096	0.00553036268604415	0.00563026686094623	0.000861978179270864	0.00146537781153962	0.00542363202439908	0.00560642464386277	0.00031044597408858	0.000102454000451943	0.00481828590495299	0.00601071750679089	0.0613516611588747	0.233518644120236
WT	2020-08-09	1852842.85089216	0.168955658572995	0.335168247891363	0.064222217758548	0.0657445985377324	0.205201431595083	0.00542040512195457	0.00034485710150551	0.00566812338175127	0.00563285684970098	0.00184680465854416	0.00162845252025454	0.00526983872848415	0.0062328851627539	0.00135504443737389	0.000164057992084433	0.00492831640753582	0.00687255599577111	0.0493595425702674	0.189611160930561
WT	2020-08-16	1843723.60634139	0.184942031546973	0.328663799479578	0.0646937711466879	0.050153580000575	0.213816448332314	0.0053417414902998	0.000482777306285382	0.00573659246445963	0.00558553897643524	0.0038140046015387	0.0001804982238351	0.00565918096932245	0.00603557633599396	0.00108170182726085	0.000111942495572652	0.00488728777481135	0.00861951665723261	0.0337096887723361	0.168026540641202
WT	2020-08-23	1859482.22926141	0.201065042801596	0.340645045776351	0.0681094523434772	0.0559541746464381	0.216581418786436	0.00577927268887829	0.000748141551004394	0.00581378913264812	0.00612209254947172	0.0057511541341808	0.000200053930006278	0.00581545017251001	0.00603641835031918	0.000772930163527935	0.000103353293157564	0.00484885848847026	0.0105984304713642	0.0371581245540391	0.151733562436414
WT	2020-08-30	1893492.97281058	0.217482950986339	0.333946144539429	0.0729694382660738	0.0494503710292003	0.211526335244156	0.00588951738896241	0.000616345850916742	0.00544524165207727	0.00546240197218547	0.00607720043447549	0.000277362105350166	0.0051413012067812	0.00560786630101024	0.00102872875187857	0.000210120326570484	0.0049876780980096	0.0116084297828608	0.029994550951491	0.121209324524596
WT	2020-09-06	1938192.01627876	0.234288431135776	0.351539975085698	0.0805420537722074	0.0528989104310601	0.21809901088243	0.00578154134007065	0.000627913069573409	0.00557336514795688	0.00586387349770792	0.00622803613860853	0.0010028615870004	0.00574549785957039	0.00579395291084209	0.00121564701372628	0.000164355950881443	0.00507751138676692	0.0115102154885029	0.0324083022621014	0.0990092207182497
WT	2020-09-13	2008272.88471346	0.251701561421753	0.36075627638717	0.0953310538499194	0.0472339143638093	0.218191308173442	0.00580711957903635	0.000752434989913932	0.00611072915668947	0.00602899699719512	0.00569948220898332	0.000904174231979558	0.00554935404197726	0.0054127169142204	0.00161817731777838	0.000155247888515331	0.00527285448234458	0.0106383329555829	0.0271761980070507	0.151265512364648
WT	2020-09-20	2050157.83741296	0.269477863537581	0.372381121479873	0.102513467116517	0.0454482681468569	0.2244193862165	0.00545634729392863	0.000603401537326835	0.00559836209450568	0.00538083833424401	0.00783182462519241	0.000722183941380196	0.00521656643544975	0.00514526498675812	0.000661341563109286	0.000186521174320164	0.00501490806547814	0.0130105075263555	0.0249413665598592	0.081387097698081
WT	2020-09-27	2108738.5186479	0.287762101124902	0.379252626412563	0.119327335475311	0.0404819061116659	0.219443384825587	0.00534877695050163	0.000590830731872879	0.00538562389094276	0.00516285783920975	0.00968841734330969	0.000425288734649799	0.00526958806959132	0.00528427807956766	0.000474558601974699	0.000316869386609071	0.00520925434533861	0.014728074940011	0.0184505637122662	0.0373358900183215
WT	2020-10-04	2199656.24165029	0.306834658948978	0.380026024826472	0.119145904149407	0.0397653482994019	0.221114772377662	0.00559743167125471	0.000690761274295696	0.00548533195297278	0.00538633647644952	0.00754849948296571	0.000764667162917669	0.00551641195886926	0.00572637172967075	0.000668139125791658	0.000876140287944967	0.00579949810650259	0.0129866488113508	0.0181420556174106	0.050126332611889
WT	2020-10-11	2363259.20165299	0.327325768843035	0.398653411692621	0.135828878316275	0.0408025247523326	0.222022008624013	0.0055627137690117	0.000860882838823632	0.00554419124302219	0.0055875077896971	0.00778430344157908	0.000671679218758281	0.00551946578183699	0.00676202568009717	0.00167776764620684	0.00107172422794312	0.00598805262426208	0.0130593474251099	0.0179350826836	0.0102792250339408
WT	2020-10-18	2678676.61797372	0.350551768306467	0.411609205583938	0.14391630649099	0.0478160325379397	0.219876866555008	0.00608781365948183	0.00129700150785963	0.0058462650483286	0.00609116039338766	0.0113939316531566	0.000803403352281416	0.00614003465424244	0.00737961742644059	0.0017460703005353	0.000515493905429519	0.00527624499128572	0.0167400803320114	0.0213374311759531	0.00140712319755964
WT	2020-10-25	3062606.5556711	0.377106708810082	0.425487117685607	0.158274080289029	0.047890906414318	0.219322130982261	0.00617137595606398	0.00133165497176488	0.00566341475790633	0.00571017148136607	0.00994977189287044	0.00052716979557476	0.00602204662477663	0.00637610353686782	0.00106536710020115	0.000204627005512926	0.00507603433355039	0.0158578863616365	0.023676384451074	0.0445758958089009
WT	2020-11-01	3469492.52513084	0.407189635202304	0.416110271768315	0.140342553693597	0.0555420800618105	0.220225638012908	0.00722160108810244	0.0024013957915526	0.00680521404628903	0.00686352774366877	0.0133644432155651	0.000438769438326163	0.00732751311793549	0.00740104375055184	0.000918991340007822	0.000462400630035198	0.00520534008168867	0.019433071556151	0.0267951783389951	0.0558199109996393
WT	2020-11-08	3761753.63847764	0.439806669824025	0.431053717824467	0.155714177073065	0.0518094173672376	0.223530123384165	0.00698075666213919	0.00214005381218043	0.0067478547996826	0.00677733631485133	0.0141394348831951	0.000552471444892626	0.00655384529752375	0.00686181454590461	0.000745192970173844	0.000353863497443472	0.00514251575775333	0.0202867222045775	0.0224877020256863	0.0465361339413831
