VOC	HaploName	Date	DateNum	HaploCount	OtherCount	HaploCases	OtherCases	AntigenicDistanceABS	AntigenicDistance	ChangeACE2binding	ChangeCellEntry	ChangeImmuneEscape	InfectionProportion	DailyRelativeGrowthAdvantages	InfPropGroup
WT	1	2020-11-15	1	488	18410	102730.317567094	23366.936987597	7.02921802716458	6.54223856353669	4.79452418632645	-4.52153527719462	0.0449269370577882	0.473410340668171	1	GA4
WT	1	2020-11-22	2	399	13767	113713.95444655	18239.832292179	9.31230159021557	8.85543020171065	6.4395782714099	-6.09295892010788	0.05998319953881	0.507430340269146	1	GA5
WT	1	2020-11-29	3	448	13016	135810.374041298	27283.334070796	7.73517148280367	7.26619522727509	5.30574293177628	-5.02582717305197	0.0470453021465529	0.541642980945069	1	GA5
WT	1	2020-12-06	4	381	14662	105862.690299987	23617.660565614	7.10544810760427	6.63919226923186	4.8615546390429	-4.61132276914311	0.0420756811112407	0.576966608008618	1	GA5
WT	1	2020-12-13	5	1881	21384	349258.888723973	57188.589966498	9.18588228344082	8.64670254635799	6.32599841002617	-5.98335210170486	0.053992019447975	0.611393811211892	1	GA6
WT	1	2020-12-20	6	3916	22318	630396.167381974	126047.037553648	7.8152511271891	7.23758977421465	5.32546193835603	-5.03099267116773	0.0429321056402886	0.642545405577149	1	GA6
WT	1	2020-12-27	7	2549	16590	552481.247829227	152587.994692733	6.06129430420241	5.49226903332744	4.07258924290372	-3.85220021125301	0.0309319679808343	0.673723403039022	1	GA6
WT	1	2021-01-03	8	4513	20673	759692.026552349	213279.370184318	5.97682334004743	5.40557316908746	4.02429936656757	-3.8003180579002	0.0283717722041212	0.703897193093654	1	GA7
WT	1	2021-01-10	9	6034	27982	781695.475454404	280861.085645536	5.03005592478821	4.41546297613374	3.33524252280262	-3.1284416922641	0.0174535733044192	0.735328697599812	1	GA7
WT	1	2021-01-17	10	7393	27589	905081.647292482	404611.773880918	4.36355744764113	3.69815113470309	2.83810298498124	-2.64513633677589	0.0094446679189033	0.764614500591222	1	GA7
WT	1	2021-01-24	11	8365	25332	951706.446279524	436317.300834666	4.31009707385692	3.60242317384404	2.77758745193685	-2.58890794770609	0.0069579297395978	0.789604179154405	1	GA7
WT	1	2021-01-31	12	13347	22168	1196973.14378295	521046.97425481	4.46181874670675	3.71916864987266	2.85604863284659	-2.67767198944177	0.0047391689711474	0.806841961135029	1	GA8
WT	1	2021-02-07	13	11442	20953	1006495.94689634	356082.46749139	5.1477264906239	4.31497972311252	3.30635170206838	-3.11102171335989	0.0037579905698592	0.822823199339042	1	GA8
WT	1	2021-02-14	14	14240	20816	978964.107827174	370136.429532406	4.89612691833215	4.00677236193534	3.07973039512411	-2.9349456379708	-0.0040691935569019	0.835231382173922	0.821173903228774	GA8
WT	1	2021-02-21	15	17441	19289	1043427.71812387	419141.94101117	4.72923643002739	3.77433741313932	2.94614326459503	-2.79894255424799	-0.0104705388747109	0.845237251463982	0.634368933133477	GA8
WT	1	2021-02-28	16	18971	19209	1047545.9538208	514965.66155356	4.2346880297428	3.12729926260708	2.52778628389967	-2.38936319105481	-0.0281528220896995	0.854434157325655	0.534179116820958	GA8
WT	1	2021-03-07	17	21403	17912	1198485.87095932	582080.11160221	4.30155961192447	3.09080772037255	2.53604767608452	-2.39581830644757	-0.038035277609127	0.863130897044671	0.389802638491573	GA8
WT	1	2021-03-14	18	26291	17026	1380034.61678353	714031.83188567	4.19163989312655	2.81580054671553	2.36945985274961	-2.26678102053362	-0.0552920483969868	0.870879967849828	0.284030234078416	GA8
WT	1	2021-03-21	19	30060	16557	1627866.40893554	842472.31283466	4.29209127548305	2.68040279464015	2.33259016171883	-2.23069987428703	-0.0725896393248288	0.878654344171937	0.264181501376659	GA8
WT	1	2021-03-28	20	31705	16660	1788434.62372289	1023251.98152763	4.2338461796589	2.22202805082456	2.06829503058114	-2.04368634029907	-0.106977288629587	0.886802783450613	0.256423314633097	GA8
WT	1	2021-04-04	21	30470	17356	1913952.11877816	1149753.1861541	4.11712754029966	2.04061853471058	1.85764522383082	-1.94092777181909	-0.11963749135355	0.896255625060516	0.224971750812516	GA8
WT	1	2021-04-11	22	29018	16149	2106434.33777068	1316212.95101171	4.23545877560278	1.74250891249869	1.79496728451897	-1.88559262638997	-0.14500510595963	0.906419989048229	0.0570663051294169	GA9
WT	1	2021-04-18	23	30770	14479	2393771.90087253	1570849.60098856	4.17774826105811	1.62616089751573	1.75096701638714	-1.82115951094782	-0.149163744006479	0.916186691603811	-0.146190785784593	GA9
WT	1	2021-04-25	24	28934	12505	2559580.6463795	1737319.56570978	4.20356347700337	1.39516708127639	1.60557358640128	-1.7271094794536	-0.171352909033209	0.925778448467758	-0.302927477388094	GA9
WT	1	2021-05-02	25	28836	12300	2579482.98675244	1754810.57536144	4.25705690967662	1.25609967854671	1.49898708661104	-1.68134103487394	-0.186405248374639	0.935318635462346	-0.421467094315269	GA9
WT	1	2021-05-09	26	25707	10598	2368495.80445506	1677673.01137131	4.15796013851743	1.20727551623757	1.46780228206406	-1.64050313813346	-0.180830744401436	0.943785044803552	-0.537188238640323	GA9
WT	1	2021-05-16	27	21626	8348	2109204.42090241	1572589.10952699	4.19528241131659	0.922547211526932	1.31619754402185	-1.55965889752715	-0.204642945245634	0.950844627656636	-0.597354030451162	GA9
WT	1	2021-05-23	28	17843	7602	1646121.46613081	1314184.85036335	4.19107458160178	0.621241045339481	1.1455107733837	-1.41808773039812	-0.229206072183305	0.956925641513222	-0.631857332394919	GA9
WT	1	2021-05-30	29	13530	6412	1176270.47003782	1019782.15916804	4.08364018973582	0.46712600090925	0.987890352647608	-1.30247712760441	-0.235893932433984	0.96175908935339	-0.619937038329176	GA9
WT	1	2021-06-06	30	10160	6150	842524.209652684	720126.007541726	4.16418861751912	0.367740657364337	0.984405195612528	-1.32076969540095	-0.250128131538694	0.966181081039943	-0.563968672632482	GA9
WT	1	2021-06-13	31	7882	5731	634667.796352045	590703.242075435	4.12603693161345	0.180396216746589	0.917050253009946	-1.24394613002673	-0.255981255489138	0.970182320703055	-0.636988214084886	GA9
WT	1	2021-06-20	32	5603	5252	505543.041457359	471346.929961314	4.02326807719576	0.271707690263931	0.912132642680277	-1.26413422620158	-0.245744709992459	0.974291133519919	-0.589174573828455	GA9
WT	10	2021-02-07	13	2	20953	175.930072871236	1362402.48431486	1.9999399169932	1.16719314948182	0.835266812470492	-0.670926970254141	-0.0203334918811415	0.822823199339042	1	GA8
WT	10	2021-02-21	15	1	19289	59.8261405953714	1462509.83299444	2.04279710969822	1.08800600449514	0.834731154457006	-0.670836285262609	-0.0310554439147389	0.845237251463982	1	GA8
WT	10	2021-02-28	16	5	19209	276.09139049623	1562235.52398386	2.11387315041744	1.00666498512565	0.835631953281477	-0.648985865092061	-0.0446502344335979	0.854434157325655	1	GA8
WT	10	2021-03-07	17	14	17912	783.946278252135	1779782.03628328	2.16128868114752	0.950536789595605	0.834071191813725	-0.638085522419954	-0.0546284496103924	0.863130897044671	1	GA8
WT	10	2021-03-14	18	28	17026	1469.7413285892	2092596.70734061	2.23057333653865	0.854774741693706	0.823345449797642	-0.628607224387	-0.0703656657230262	0.870879967849828	1	GA8
WT	10	2021-03-21	19	40	16557	2166.15623278182	2468172.56553742	2.34304298696131	0.73135450611841	0.823642739111676	-0.606665702196531	-0.0873009025858568	0.878654344171937	1	GA8
WT	10	2021-03-28	20	80	16660	4512.6879008936	2807173.91734963	2.53001056281514	0.518192433980798	0.795852694157137	-0.589413974285383	-0.119382779977501	0.886802783450613	1	GA8
WT	10	2021-04-04	21	128	17356	8040.2320710077	3055665.07286125	2.54457104701116	0.46806204142208	0.743357774772695	-0.580217840763032	-0.130501074647414	0.896255625060516	0.564299762584461	GA8
WT	10	2021-04-11	22	179	16149	12993.7192935747	3409653.56948882	2.74845272105246	0.255588787252221	0.754546062830702	-0.576963242528692	-0.15514854122139	0.906419989048229	0.0459160975184547	GA9
WT	10	2021-04-18	23	356	14479	27695.2485118823	3936926.25334921	2.78304393193608	0.231456568393722	0.7551288639852	-0.572354213240928	-0.158872523123546	0.916186691603811	-0.318268125788423	GA9
WT	10	2021-04-25	24	405	12505	35827.4058817894	4261072.80620749	2.89538709327153	0.0869906975445372	0.728926973605177	-0.538025169286546	-0.17989964758388	0.925778448467758	-0.45722673308308	GA9
WT	10	2021-05-02	25	397	12300	35513.065117933	4298780.49699595	2.97552893649751	-0.0254282946324098	0.710531006373323	-0.512496115047349	-0.194092186164754	0.935318635462346	-0.532783137129137	GA9
WT	10	2021-05-09	26	307	10598	28285.2223895322	4017883.59343684	2.94476782969033	-0.0058513239950835	0.698724024601936	-0.510807195219682	-0.18832876092895	0.943785044803552	-0.59455884948653	GA9
WT	10	2021-05-16	27	258	8348	25162.9862477029	3656630.5441817	3.08608949205457	-0.186562593676143	0.666541571481584	-0.503132787186901	-0.21097667158888	0.950844627656636	-0.656060233998351	GA9
WT	10	2021-05-23	28	135	7602	12454.5422814358	2947851.77421272	3.20590080563091	-0.363841460417767	0.650109950731455	-0.452637524784515	-0.234035910395411	0.956925641513222	-0.64631601253066	GA9
WT	10	2021-05-30	29	115	6412	9997.86430556902	2186054.76490029	3.21821511626468	-0.398299072561891	0.602159353479079	-0.424666832521098	-0.239654560665088	0.96175908935339	-0.738093325609672	GA9
WT	10	2021-06-06	30	98	6150	8126.7098962562	1554523.50729815	3.29665357832514	-0.499794381829665	0.596461559105509	-0.437431065241019	-0.253910331555467	0.966181081039943	-0.789774919848674	GA9
WT	10	2021-06-13	31	76	5731	6119.60828758633	1219251.43013989	3.36467058594093	-0.580970128925927	0.587047002331283	-0.434430045713238	-0.259198574147823	0.970182320703055	-0.855922094734148	GA9
WT	10	2021-06-20	32	68	5252	6135.45008372308	970754.52133495	3.26733211044651	-0.483964058601092	0.580143863332117	-0.457978867820469	-0.248981386273903	0.974291133519919	-0.896201217158724	GA9
WT	11	2020-12-20	6	1	22318	160.979613733906	756282.225321888	1.64899189844381	1.07175866196814	0.847898255072362	-0.862564396769846	-0.000721249755616	0.642545405577149	1	GA6
WT	11	2020-12-27	7	2	16590	433.488621286173	704635.753900674	1.64114569462682	1.07267075832133	0.844918605282856	-0.869235758205986	-0.0005357370952574	0.673723403039022	1	GA6
WT	11	2021-01-03	8	2	20673	336.668303369089	972634.728433298	1.63905170139974	1.068541022842	0.850325397718787	-0.866083154202719	-0.0025724250156256	0.703897193093654	1	GA7
WT	11	2021-01-10	9	4	27982	518.193884954858	1062038.36721499	1.66162532756265	1.04787464429006	0.850124827571427	-0.854177087575151	-0.0067747199425505	0.735328697599812	1	GA7
WT	11	2021-01-17	10	7	27589	856.968961321165	1308836.45221208	1.68431243827138	1.01962185944141	0.847865698508465	-0.841939272701978	-0.009958860815469	0.764614500591222	1	GA7
WT	11	2021-01-24	11	13	25332	1479.04169774463	1386544.70541645	1.70438016333864	0.997393567683586	0.84464581489355	-0.836167628419249	-0.0118870034003619	0.789604179154405	1	GA7
WT	11	2021-01-31	12	27	22168	2421.3886927504	1715598.72934501	1.71931626034991	0.977317472583308	0.836774577276448	-0.832444161205277	-0.0149474495170767	0.806841961135029	1	GA8
WT	11	2021-02-07	13	23	20953	2023.19583801922	1360555.21854971	1.76029780882952	0.928229984316851	0.836453989141097	-0.826715318803748	-0.0203219176749915	0.822823199339042	1	GA8
WT	11	2021-02-14	14	41	20816	2818.64665877206	1346281.89070081	1.77444068912135	0.885555340582732	0.835487571515601	-0.82748623124854	-0.0259491123036622	0.835231382173922	1	GA8
WT	11	2021-02-21	15	46	19289	2752.00246738708	1459817.65666765	1.80392236648825	0.849683809207213	0.836295387837338	-0.827044355269227	-0.0310401936490802	0.845237251463982	1	GA8
WT	11	2021-02-28	16	68	19209	3754.84291074873	1558756.77246361	1.87583624054294	0.768812239035211	0.837488922438059	-0.805562425627206	-0.0446321301830979	0.854434157325655	0.888726005720165	GA8
