VOC	Date	WeeklyCases	InfectionProp	AntigenicDistanceT1	SpikeCellEntryT1	RBDACE2bindingT1	EscapeScoreT1	AntigenicDistanceTn-1	SpikeCellEntryTn-1	RBDACE2bindingTn-1	EscapeScoreTn-1
WT	2020-06-07	825116.373230769	0.0577884093828353	0.26831460060118	0.0275035887166081	-0.00608690785976104	-0.00110522697019663	0.0700862532280896	-0.00385355324826314	-0.00244086307664997	-0.000320678423363518
WT	2020-06-14	925895.103258476	0.0658165674020525	0.272665963461112	0.0289914993836818	0.0136243518648275	-0.00103293275684743	0.0725635838119603	0.00148791066707362	0.0197112597245886	7.22942133491991E-05
WT	2020-06-21	1030539.33333333	0.0747520640732224	0.270102813309178	0.0148160434160435	0.013037233037233	-0.00120541536312336	0.0645131092097504	-0.0141754559676383	-0.000587118827594498	-0.000172482606275938
WT	2020-06-28	1172533	0.0849187451298766	0.268172766512684	0.0140429941631083	0.022483997686893	-0.000892486550613459	0.0688118416294945	-0.000773049252935198	0.00944676464966002	0.000312928812509906
WT	2020-07-05	1304411.96189477	0.0962289090084784	0.28153565934141	0.0203344723656896	0.0409108397723298	-0.00100756063615923	0.0715251066300579	0.00629147820258138	0.0184268420854368	-0.000115074085545766
WT	2020-07-12	1439765.35097568	0.108712681422382	0.293495014782362	0.0180944415667961	0.0679611976958391	-0.00091207387785775	0.0722336276732886	-0.00224003079889349	0.0270503579235093	9.54867583014748E-05
WT	2020-07-19	1573526.88720539	0.122356259894192	0.32151412532229	0.0367128103368712	0.10906137517305	-0.000357615906203443	0.0878494847667567	0.0186183687700751	0.041100177477211	0.000554457971654307
WT	2020-07-26	1717559.46691616	0.137248701553381	0.326369562271777	0.0504161359382975	0.138483950547269	-0.000879483869250838	0.0776964100427545	0.0137033256014262	0.0294225753742191	-0.000521867963047395
WT	2020-08-02	1803950.6717833	0.152890215371719	0.331736759667407	0.0644248283202186	0.129351392807253	-0.000697240306605418	0.0668016233048476	0.0140086923819211	-0.00913255774001624	0.00018224356264542
WT	2020-08-09	1852842.85089216	0.168955658572995	0.335168247891363	0.0440489265507114	0.1029003993058	-0.000716900171667229	0.0753633214228268	-0.0203759017695072	-0.0264509935014527	-1.96598650618113E-05
WT	2020-08-16	1843723.60634139	0.184942031546973	0.328663799479578	0.0326786795437108	0.0639559772496339	-0.000712888155872435	0.0983306089395568	-0.0113702470070006	-0.0389444220561664	4.01201579479494E-06
WT	2020-08-23	1859482.22926141	0.201065042801596	0.340645045776351	0.0207506807379689	0.0631674085487643	-0.000415303473245369	0.0749046811552073	-0.0119279988057419	-0.000788568700869565	0.000297584682627065
WT	2020-08-30	1893492.97281058	0.217482950986339	0.333946144539429	0.0289774452628826	0.050187720304943	-0.000511240253906449	0.0805009048079048	0.00822676452491377	-0.0129796882438213	-9.59367806610804E-05
