VOC	Date	WeeklyCases	InfectionProp	AntigenicDistanceT1	SpikeCellEntryT1	RBDACE2bindingT1	EscapeScoreT1	AntigenicDistanceTn-1	SpikeCellEntryTn-1	RBDACE2bindingTn-1	EscapeScoreTn-1
XBB	2023-04-09	620995.336202774	0.47707123490314	1.00137533234968	0.214181144871218	0.685982655957903	0.0120715092646265	0.118352101305009	-0.00842946041029303	-0.00441562500641519	0.000921541457273471
XBB	2023-04-16	616434.210788382	0.50917310391065	1.01971499202841	0.232779463014911	0.696701602016788	0.0140533759366349	0.1172249149576	0.0185983181436936	0.0107189460588847	0.00198186667200834
XBB	2023-04-23	615703.779262899	0.541236934443429	1.03292820018096	0.2254576683315	0.685619572411422	0.0140852673891526	0.102618423061776	-0.00732179468341139	-0.0110820296053666	3.1891452517715E-05
XBB	2023-04-30	599682.189079215	0.572466413182671	1.06718721629417	0.234490095331287	0.687817125320722	0.01577873096747	0.116127703331482	0.0090324269997873	0.00219755290930085	0.00169346357831744
XBB	2023-05-07	558005.868327809	0.60152552602388	1.10166836830902	0.233420504033476	0.68512189629012	0.0155065626051345	0.116770857485043	-0.00106959129781139	-0.00269522903060176	-0.000272168362335515
XBB	2023-05-14	472213.039254824	0.62611683011521	1.12132432088477	0.22819633015898	0.68396138751284	0.0149481873028657	0.118288881928561	-0.0052241738744957	-0.00116050877728048	-0.000558375302268809
XBB	2023-05-21	393873.44084264	0.646628465229193	1.15090294904255	0.235338989852545	0.679642697335175	0.0146894168842244	0.139612523259158	0.00714265969356416	-0.00431869017766454	-0.000258770418641388
XBB	2023-05-28	310281.380792541	0.662786900415541	1.19615113761101	0.239642433689303	0.670045938611525	0.014251386643524	0.133000502616522	0.00430344383675937	-0.00959675872365095	-0.000438030240700232
XBB	2023-06-04	274271.893265183	0.677070079765337	1.22047409904012	0.238783342990343	0.673558108558108	0.0151885788869463	0.118663838055745	-0.000859090698960811	0.00351216994658395	0.000937192243422288
XBB	2023-06-11	211279.895906845	0.688072842791171	1.25888941192157	0.238930510433813	0.662128342650466	0.0156175687034057	0.133239914444297	0.000147167443471025	-0.0114297659076421	0.000428989816459386
XBB	2023-06-18	192206.797079745	0.698082341476061	1.27723155452824	0.242207775188063	0.677690516610338	0.016122139722211	0.147887309555115	0.00327726475424959	0.0155621739598719	0.000504571018805314
XBB	2023-06-25	162960.52459879	0.706568790350102	1.31547739117053	0.246377683772327	0.677153795971862	0.017541305335412	0.126768158114609	0.00416990858426383	-0.000536720638475722	0.00141916561320098
XBB	2023-07-02	177764.475524476	0.715826180364483	1.35157221344093	0.25206440261089	0.68736066203808	0.0185545235518192	0.13256568210988	0.00568671883856223	0.0102068660662186	0.00101321821640716
XBB	2023-07-09	176481.045919478	0.725016733580486	1.36885657553645	0.243608697099855	0.693961165737815	0.019549783670743	0.139589389026846	-0.00845570551103522	0.00660050369973427	0.000995260118923791
XBB	2023-07-16	200800.552851962	0.735473766839631	1.39074787164374	0.247661687195956	0.698691851626634	0.0202607471792909	0.133548577791453	0.00405299009610187	0.00473068588881868	0.000710963508547875
XBB	2023-07-23	247056.893258427	0.748339678377281	1.42287192752639	0.245126590979598	0.709676924205055	0.0218808679470569	0.133189374408778	-0.00253509621635712	0.0109850725784205	0.00162012076776599
XBB	2023-07-30	410805.444642375	0.769733076635653	1.45230520130211	0.247183331431172	0.720797988646757	0.0242779926743351	0.131289033058813	0.00205674045157227	0.0111210644417028	0.00239712472727819
XBB	2023-08-06	372368.155616943	0.789124787129616	1.48084973273624	0.25493812616353	0.719558339314349	0.0250224244230081	0.137267497191646	0.00775479473235839	-0.00123964933240853	0.000744431748673107
XBB	2023-08-13	364260.669658503	0.808094286384062	1.50567067657969	0.257964660954348	0.72664376537384	0.0256436696193002	0.117959030537575	0.00302653479081871	0.00708542605949084	0.000621245196292066
XBB	2023-08-20	255687.261899234	0.821409639173909	1.50982822607228	0.255745187428363	0.74323119884675	0.0268446102583286	0.127214416308483	-0.00221947352598614	0.0165874334729099	0.00120094063902834
XBB	2023-08-27	323282.425220777	0.838245126051891	1.53882082215091	0.262428009540165	0.746093560663305	0.0306645754075015	0.117584226011389	0.00668282211180269	0.00286236181655576	0.00381996514917288
XBB	2023-09-03	308790.954370976	0.854325944725539	1.56024329518255	0.261293628664585	0.747471485120473	0.0318401139048393	0.108841664208651	-0.00113438087558001	0.00137792445716716	0.00117553849733779
XBB	2023-09-10	233880.987973096	0.86650569839245	1.58648814245843	0.271769367855556	0.740216652043762	0.0356752200290536	0.112656738688469	0.0104757391909711	-0.00725483307671039	0.00383510612421441
XBB	2023-09-17	166854.044444444	0.875194908991709	1.58700085963342	0.281676407159063	0.72984117470404	0.0405449565015257	0.128340927406585	0.00990703930350622	-0.0103754773397218	0.00486973647247204
XBB	2023-09-24	138953.109038419	0.882431130516197	1.5981340858496	0.2866849843851	0.716608065650362	0.0441448008103191	0.115819710031355	0.00500857722603888	-0.0132331090536787	0.00359984430879343
XBB	2023-10-01	149573.869214915	0.89022044634658	1.63446099575095	0.288617239233927	0.690557286283115	0.0495403390804461	0.11949397757207	0.00193225484882568	-0.0260507793672456	0.005395538270127
XBB	2023-10-08	150366.214623405	0.898051024923363	1.6383777148348	0.293218567861948	0.677265174538134	0.0555139556120808	0.154785257124924	0.00460132862802125	-0.0132921117449815	0.00597361653163477
XBB	2023-10-15	143161.371506476	0.905506398935066	1.65685129788244	0.306426364707574	0.637904605162706	0.0608552954058004	0.147368649670532	0.0132077968456264	-0.0393605693754274	0.00534133979371946
XBB	2023-10-22	135020.419416601	0.912537818901046	1.66533145667388	0.313990575421925	0.610699536835571	0.0662077495116323	0.161314955031798	0.00756421071435021	-0.0272050683271353	0.005352454105832
XBB	2023-10-29	135094.394961526	0.919573091270432	1.69419732183836	0.316372591721859	0.605036322317325	0.0692129189316075	0.120586625293523	0.00238201629993408	-0.0056632145182463	0.00300516941997514
XBB	2023-11-05	141018.814029011	0.926916887925981	1.71541028537751	0.32608354007237	0.594911445714105	0.0788739063976382	0.201800533948286	0.00971094835051217	-0.0101248766032195	0.00966098746603076
XBB	2023-11-12	159260.632780886	0.935210658586514	1.73627859394864	0.327757243847295	0.583907087673607	0.0815688606893243	0.122465583262044	0.00167370377492331	-0.0110043580404984	0.00269495429168618
XBB	2023-11-19	174203.192240245	0.944282588664557	1.74725158994278	0.332616809789029	0.552798451386296	0.0851503805706107	0.168167912206794	0.00485956594173484	-0.0311086362873105	0.00358151988128623
XBB	2023-11-26	189494.46834639	0.954150838177711	1.76970323277095	0.336440330385301	0.55620389414507	0.0904077715595777	0.131917136809437	0.00382352059627178	0.00340544275877346	0.00525739098896704
XBB	2023-12-03	192448.287607687	0.964172912896115	1.78443488091664	0.326147829745523	0.550187393251909	0.0948562486941768	0.128691570212192	-0.0102925006397778	-0.00601650089316148	0.00444847713459917
XBB	2023-12-10	187321.905977639	0.973928022496928	1.81061913504524	0.329391274104386	0.519103371281659	0.0992120549755818	0.138615588326151	0.00324344435886234	-0.0310840219702506	0.004355806281405
XBB	2023-12-17	163544.104065041	0.982444862272793	1.82176646235292	0.326342278689029	0.505624535039427	0.100541448117005	0.154441592372042	-0.00304899541535632	-0.0134788362422305	0.00132939314142272
XBB	2023-12-24	124917.42520974	0.988950151483964	1.82405611594247	0.339494962323722	0.52442047050796	0.104081882879977	0.184490371811516	0.0131526836346921	0.0187959354685325	0.00354043476297266
XBB	2023-12-31	79895.8675607712	0.993110865846972	1.83447237375435	0.345938514424791	0.496681064034005	0.105820085388592	0.186932428217209	0.00644355210106946	-0.0277394064739552	0.00173820250861461
XBB	2024-01-07	50685.1862068965	0.995750383868132	1.86944416272455	0.336472128634523	0.472115691326218	0.10827032434965	0.191653010640149	-0.0094663857902676	-0.0245653727077869	0.00245023896105857
XBB	2024-01-14	31155.8584246467	0.997372878642854	1.8615945798603	0.356940734605448	0.460622460817437	0.105849416016283	0.210024937042838	0.0204686059709242	-0.011493230508781	-0.00242090833336723
XBB	2024-01-21	19178.0585932226	0.998371608943677	1.87632101087642	0.35782260862613	0.392708084598328	0.101994294437362	0.257532967308442	0.000881874020682499	-0.0679143762191094	-0.00385512157892166
XBB	2024-01-28	10882.5930482928	0.99893833864554	1.86620078935746	0.349597934032633	0.391679629313775	0.104996015162158	0.312052601169105	-0.008224674593496	-0.00102845528455249	0.00300172072479668
