VOC	Date	InfectionProportion	HaploMax_AntigenicDistanceABS	HaploMax_ChangeACE2binding	HaploMax_ChangeCellEntry	HaploMax_ChangeImmuneEscape	AdvHaploMax_AntigenicDistanceABS	AdvHaploMax_ChangeACE2binding	AdvHaploMax_ChangeCellEntry	AdvHaploMax_ChangeImmuneEscape
WT	2021-05-02	0.935318635462346	3.54605998083117	1.24090909090909	1.48375064935065	0.371070084922078	0	0	0	0
WT	2021-05-09	0.943785044803552	3.55046168683117	1.21090909090909	1.21905064935065	0.371070084922078	0	0	0	0
WT	2021-05-16	0.950844627656636	3.68035773983117	1.21090909090909	1.48375064935065	0.371070084922078	0	0	0	0
WT	2021-05-23	0.956925641513222	3.55046168683117	1.21090909090909	1.48375064935065	0.399744948922078	0	0	0	0
WT	2021-05-30	0.96175908935339	3.55046168683117	1.21090909090909	1.32585064935065	0.371070084922078	0	0	0	0
WT	2021-06-06	0.966181081039943	3.55046168683117	1.21090909090909	1.48375064935065	0.371070084922078	0	0	0	0
WT	2021-06-13	0.970182320703055	3.68035773983117	1.21090909090909	1.48375064935065	0.399744948922078	0	0	0	0
WT	2021-06-20	0.974291133519919	3.68035773983117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0
WT	2021-06-27	0.977486644420581	3.68035773983117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0
WT	2021-07-04	0.980481174033874	3.68035773983117	1.21090909090909	1.32585064935065	0.399744948922078	0	0	0	0
WT	2021-07-11	0.982970177064692	3.68035773983117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0
WT	2021-07-18	0.985886936870902	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0
WT	2021-07-25	0.987582943451297	3.74197847883117	1.21090909090909	1.48375064935065	0.399744948922078	0	0	0	0
WT	2021-08-01	0.988857939882002	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0
WT	2021-08-08	0.991582202239348	3.74197847883117	1.21090909090909	1.48375064935065	0.399744948922078	0	0	0	0
WT	2021-08-15	0.992847255769639	3.74197847883117	1.21090909090909	1.48375064935065	0.399744948922078	0	0	0	0
WT	2021-08-29	0.995343231922287	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0
WT	2021-09-12	0.995977723498825	3.74197847883117	1.21090909090909	0.884750649350649	0.385841311922078	0	0	0	0
WT	2021-09-19	0.996229440429615	3.74197847883117	1.21090909090909	0.884750649350649	0.385841311922078	0	0	0	0
WT	2021-04-18	0.916186691603811	3.46283206283117	1.21090909090909	1.15665064935065	0.371070084922078	0	0	0	0
WT	2021-08-22	0.994860972306211	3.74197847883117	1.21090909090909	1.48375064935065	0.399744948922078	0	0	0	0
WT	2021-09-05	0.995707579563036	3.74197847883117	1.21090909090909	1.32645064935065	0.385841311922078	0	0	0	0
Alpha	2020-11-15	0.00308410976872742	0.375753944080134	0.20195325542571	0.438783639398999	0.0236915464974958	0	0	0	0
Alpha	2020-11-22	0.00521563573853508	0.375753944080134	0.20195325542571	0.355083639398998	0.0236915464974958	0	0	0	0
