VOC	Date	InfectionProportion	HaploMax_AntigenicDistanceABS	HaploMax_ChangeACE2binding	HaploMax_ChangeCellEntry	HaploMax_ChangeImmuneEscape	AdvHaploMax_AntigenicDistanceABS	AdvHaploMax_ChangeACE2binding	AdvHaploMax_ChangeCellEntry	AdvHaploMax_ChangeImmuneEscape
BA.2	2022-04-17	0.679511404435405	5.49681699447482	0.907338129496403	2.58112877697842	0.495440962647482	0	0	0	0
BA.2	2022-04-24	0.718905989804351	5.36737009166187	0.907338129496403	2.58112877697842	0.261426624647482	0	0	0	0
BA.2	2022-05-01	0.752094294288805	4.26231992182734	0.907338129496403	2.53802877697842	0.261426624647482	0	0	0	0
BA.2	2022-05-08	0.78216640732289	5.42729322547482	0.907338129496403	2.53802877697842	0.261426624647482	0	0	0	0
BA.2	2022-05-15	0.809876598074558	5.61921314547482	0.907338129496403	2.58112877697842	0.481325823647482	0	0	0	0
BA.2	2022-05-22	0.835394341259999	5.42729322547482	0.907338129496403	2.52852877697842	0.261426624647482	0	0	0	0
BA.2	2022-05-29	0.857580646857447	5.42729322547482	0.907338129496403	2.52852877697842	0.261426624647482	0	0	0	0
BA.2	2022-06-05	0.876799701572013	5.69897363147482	0.907338129496403	2.58112877697842	0.261426624647482	0	0	0	0
BA.2	2022-06-12	0.894051130840121	5.42729322547482	0.907338129496403	2.54792877697842	0.261426624647482	0	0	0	0
BA.2	2022-06-19	0.908641774782853	5.42729322547482	0.907338129496403	2.58092877697842	0.495440962647482	0	0	0	0
BA.2	2022-06-26	0.920494196534698	5.42729322547482	0.907338129496403	2.58092877697842	0.310409773647482	0	0	0	0
BA.2	2022-07-03	0.930393399752463	5.69897363147482	0.907338129496403	2.54792877697842	0.310409773647482	0	0	0	0
BA.2	2022-07-10	0.938643005123208	5.36737009166187	0.907338129496403	2.58092877697842	0.261426624647482	0	0	0	0
BA.2	2022-07-17	0.944864414939245	5.42729322547482	0.907338129496403	2.58092877697842	0.307845484647482	0	0	0	0
BA.2	2022-07-24	0.949071615013943	5.42729322547482	0.907338129496403	2.58092877697842	0.310409773647482	0	0	0	0
BA.2	2022-07-31	0.951768828357882	5.42729322547482	0.907338129496403	2.54792877697842	0.310409773647482	0	0	0	0
BA.2	2022-08-07	0.953477220952762	5.69897363147482	0.907338129496403	2.54792877697842	0.391248733647482	0	0	0	0
BA.2	2022-08-14	0.954647191492965	5.42729322547482	0.807338129496403	2.51562877697842	0.310409773647482	0	0	0	0
BA.2	2022-08-21	0.955449618022486	5.29888802647482	0.907338129496403	2.48252877697842	0.495440962647482	0	0	0	0
BA.2	2022-08-28	0.956089685441166	5.25599296071942	0.857338129496403	2.48252877697842	0.495440962647482	0	0	0	0
BA.2	2022-09-04	0.95656967964426	5.52421927447482	0.857338129496403	2.48591877697842	0.495440962647482	0	0	0	0
BA.2	2022-09-11	0.957066275316253	5.69208220847482	0.857338129496403	2.51562877697842	0.516158981647482	0	0	0	0
BA.2	2022-09-18	0.95762385569293	5.69208220847482	0.857338129496403	2.58092877697842	0.516158981647482	0	0	0	0
BA.2	2022-09-25	0.958253387598644	5.81696446547482	0.857338129496403	2.48591877697842	0.516158981647482	0	0	0	0
BA.2	2022-10-02	0.95895304032037	5.69208220847482	0.857338129496403	2.48591877697842	0.516158981647482	0	0	0	0
BA.2	2022-10-16	0.96071117283749	5.84159463747482	0.857338129496403	2.41748877697842	0.516158981647482	0	0	0	0
BA.2	2022-10-23	0.96166245787698	5.95214888297122	0.857338129496403	2.48252877697842	0.516158981647482	0	0	0	0
BA.2	2022-10-30	0.962628501655059	5.90284172847482	1.0773381294964	2.41748877697842	0.610737666647482	0	0	0	0
BA.2	2022-11-06	0.963698462565116	6.0582352327554	1.0773381294964	2.41748877697842	0.547256889647482	0	0	0	0
BA.2	2022-11-13	0.964869327144731	5.96240314047482	0.857338129496403	2.41748877697842	0.547256889647482	0	0	0	0
BA.2	2022-11-20	0.966380551513621	6.19337407747482	1.0773381294964	2.41748877697842	0.582685248647482	0	0	0	0
BA.2	2022-12-04	0.970005069417269	6.32062706647482	1.0773381294964	2.61648877697842	0.610737666647482	0	0	0	0
BA.2	2022-12-11	0.972464839341867	6.32062706647482	1.0773381294964	2.61648877697842	0.610737666647482	0	0	0	0
BA.2	2022-12-18	0.975278004204841	6.32062706647482	1.0773381294964	2.50029877697842	0.582685248647482	0	0	0	0
BA.2	2022-12-25	0.978057880597162	6.22928632947482	1.0773381294964	2.50029877697842	0.610737666647482	0	0	0	0
BA.2	2023-01-08	0.983795554484911	6.32062706647482	0.857338129496403	2.45273877697842	0.610737666647482	0	0	0	0
BA.2	2023-04-09	0.997070270315556	6.49302940147482	0.857338129496403	2.39793877697842	0.547256889647482	0	0	0	0
BA.2	2023-04-23	0.99779950490728	6.54502591347482	0.857338129496403	2.50076877697842	0.672477574647482	0	0	0	0
BA.2	2022-10-09	0.95981001334179	5.69208220847482	0.857338129496403	2.34232877697842	0.610737666647482	0	0	0	0
BA.2	2022-11-27	0.968070179439258	6.0582352327554	1.0773381294964	2.61648877697842	0.610737666647482	0	0	0	0
BA.2	2023-01-01	0.980964653336245	6.32062706647482	0.857338129496403	2.61648877697842	0.610737666647482	0	0	0	0
BA.2	2023-01-15	0.986151466597264	6.36731741647482	0.857338129496403	2.45273877697842	0.610737666647482	0	0	0	0
BA.2	2023-01-22	0.987890270411224	6.32062706647482	0.857338129496403	2.61648877697842	0.672477574647482	0	0	0	0
BA.2	2023-01-29	0.989323227532843	6.36731741647482	0.857338129496403	2.45273877697842	0.672477574647482	0	0	0	0
BA.2	2023-02-05	0.990567582478453	6.36731741647482	0.857338129496403	2.50029877697842	0.610737666647482	0	0	0	0
BA.2	2023-02-12	0.991644086605789	6.33322163247482	0.857338129496403	2.50029877697842	0.610737666647482	0	0	0	0
BA.2	2023-02-19	0.992663439353028	6.46656613865468	0.857338129496403	2.50076877697842	0.610737666647482	0	0	0	0
BA.2	2023-02-26	0.993623879779598	6.46656613865468	0.857338129496403	2.50029877697842	0.610737666647482	0	0	0	0
BA.2	2023-03-05	0.994496302111377	6.36731741647482	0.857338129496403	2.45273877697842	0.672477574647482	0	0	0	0
BA.2	2023-03-12	0.995033613493057	6.44337473347482	0.857338129496403	2.50076877697842	0.610737666647482	0	0	0	0
BA.2	2023-03-19	0.995613881083919	6.46656613865468	0.857338129496403	2.50076877697842	0.610737666647482	0	0	0	0
BA.2	2023-03-26	0.99610717761285	6.36731741647482	0.857338129496403	2.50076877697842	0.547256889647482	0	0	0	0
BA.2	2023-04-02	0.996637524227005	6.49302940147482	0.857338129496403	2.53014877697842	0.547256889647482	0	0	0	0
BA.2	2023-04-16	0.997455076719471	6.54502591347482	0.857338129496403	2.50076877697842	0.672477574647482	0	0	0	0
BA.2	2023-04-30	0.998125624705718	6.54502591347482	1.2373381294964	2.50076877697842	0.686517797647482	0	0	0	0
BA.4/5	2022-04-17	0.000772665365335384	1.30172314841293	0.0564179104477612	0.292176019900498	0.146601063069652	0	0	0	0
BA.4/5	2022-04-24	0.00102678912729191	0.839410516940298	0.0564179104477612	0.292176019900498	0.146601063069652	0	0	0	0
BA.4/5	2022-05-01	0.00155832164743042	2.26421457877114	0.00641791044776119	0.312276019900497	0.168409347069652	0	0	0	0
BA.4/5	2022-05-08	0.00232341642215414	1.78768245370149	0.0564179104477612	0.455276019900497	0.184855035069652	0	0	0	0
BA.4/5	2022-05-15	0.00358882867748769	1.70284609277114	0.0564179104477612	0.455276019900497	0.202279046069652	0	0	0	0
BA.4/5	2022-05-22	0.00570818656917866	3.20812851622885	0.166417910447761	0.455276019900497	0.184855035069652	0	0	0	0
BA.4/5	2022-05-29	0.00929028336110032	4.45553442964677	0.146417910447761	0.455276019900497	0.202279046069652	0	0	0	0
BA.4/5	2022-06-05	0.0158410093242574	5.06325519164677	0.166417910447761	0.455276019900497	0.202279046069652	0	0	0	0
BA.4/5	2022-06-12	0.0266761015043334	5.35877151264677	0.146417910447761	0.479876019900498	0.235247210069652	0	0	0	0
BA.4/5	2022-06-19	0.0461139949069887	5.35877151264677	0.146417910447761	0.479876019900498	0.202279046069652	0	0	0	0
BA.4/5	2022-06-26	0.0761567221584624	4.79740302664677	0.296417910447761	0.479876019900498	0.264042451069652	0	0	0	0
BA.4/5	2022-07-03	0.118143158179986	5.35877151264677	0.296417910447761	0.455276019900497	0.202279046069652	0	0	0	0
BA.4/5	2022-07-10	0.171124910446126	5.63045191864677	0.176417910447761	0.479876019900498	0.333070265069652	0	0	0	0
BA.4/5	2022-07-17	0.233427035650308	5.02891403913433	0.296417910447761	0.520076019900497	0.333070265069652	0	0	0	0
BA.4/5	2022-07-24	0.301421337699046	5.35877151264677	0.296417910447761	0.550876019900498	0.333070265069652	0	0	0	0
BA.4/5	2022-07-31	0.371226627199615	5.63045191864677	0.296417910447761	0.550876019900498	0.333070265069652	0	0	0	0
BA.4/5	2022-08-07	0.437230536164044	5.63045191864677	0.296417910447761	0.550876019900498	0.333070265069652	0	0	0	0
BA.4/5	2022-08-14	0.497555661799177	5.35877151264677	0.296417910447761	0.520076019900497	0.288231770069652	0	0	0	0
BA.4/5	2022-08-21	0.550385130217803	5.27992244264677	0.296417910447761	0.550876019900498	0.288231770069652	0	0	0	0
BA.4/5	2022-08-28	0.598076594265396	5.35877151264677	0.296417910447761	0.550876019900498	0.333070265069652	0	0	0	0
BA.4/5	2022-09-04	0.638220231200474	3.87846086496517	0.296417910447761	0.582276019900498	0.350494276069652	0	0	0	0
BA.4/5	2022-09-11	0.673045371144762	4.98440612164677	0.296417910447761	0.540176019900497	0.402096449069652	0	0	0	0
BA.4/5	2022-09-18	0.703740509992904	3.87846086496517	0.296417910447761	0.526476019900497	0.402096449069652	0	0	0	0
BA.4/5	2022-09-25	0.733695153955296	4.65454864813433	0.296417910447761	0.582276019900498	0.349779092069652	0	0	0	0
BA.4/5	2022-10-02	0.762127685843745	5.35877151264677	0.296417910447761	0.582276019900498	0.402096449069652	0	0	0	0
BA.4/5	2022-10-09	0.789118509569595	3.87846086496517	0.296417910447761	0.593026019900498	0.402096449069652	0	0	0	0
BA.4/5	2022-10-16	0.814070008699911	3.72359897413433	0.296417910447761	0.564276019900497	0.402096449069652	0	0	0	0
BA.4/5	2022-10-23	0.836044905350946	4.98440612164677	0.296417910447761	0.661276019900498	0.402096449069652	0	0	0	0
BA.4/5	2022-10-30	0.854766856914265	5.27992244264677	0.296417910447761	0.593026019900498	0.402096449069652	0	0	0	0
BA.4/5	2022-11-06	0.870860115177717	4.45553442964677	0.296417910447761	0.661276019900498	0.402096449069652	0	0	0	0
BA.4/5	2022-11-13	0.885816935417265	3.6158254670995	0.296417910447761	0.661276019900498	0.402096449069652	0	0	0	0
BA.4/5	2022-11-20	0.900548535392476	3.6158254670995	0.296417910447761	0.661276019900498	0.402096449069652	0	0	0	0
BA.4/5	2022-11-27	0.914870296283948	5.35877151264677	0.196417910447761	0.661276019900498	0.402096449069652	0	0	0	0
BA.4/5	2022-12-04	0.928165587301983	5.35877151264677	0.296417910447761	0.661276019900498	0.402096449069652	0	0	0	0
BA.4/5	2022-12-11	0.940994742055413	5.27992244264677	0.176417910447761	0.639876019900497	0.402096449069652	0	0	0	0
BA.4/5	2022-12-18	0.953369480281985	2.93545380145274	0.296417910447761	0.621476019900498	0.402096449069652	0	0	0	0
BA.4/5	2022-12-25	0.964353148520923	3.87846086496517	0.296417910447761	0.553266019900498	0.402096449069652	0	0	0	0
BA.4/5	2023-01-01	0.972636483198768	3.87846086496517	0.196417910447761	0.621476019900498	0.402096449069652	0	0	0	0
BA.4/5	2023-01-08	0.979997388372107	2.93545380145274	0.196417910447761	0.621476019900498	0.441891058069652	0	0	0	0
BA.4/5	2023-01-15	0.985796270029308	1.79134309134826	0.126417910447761	0.621476019900498	0.441891058069652	0	0	0	0
BA.4/5	2023-01-22	0.99001695347058	1.96961737745274	0.176417910447761	0.621476019900498	0.441891058069652	0	0	0	0
BA.4/5	2023-01-29	0.992613573272326	3.04567245245274	0.126417910447761	0.621476019900498	0.405839393069652	0	0	0	0
BA.4/5	2023-02-05	0.994475361946352	1.96961737745274	0.126417910447761	0.621476019900498	0.412032374069652	0	0	0	0
BA.4/5	2023-02-12	0.995802972902103	1.83306464198507	0.176417910447761	0.621476019900498	0.402096449069652	0	0	0	0
BA.4/5	2023-02-19	0.996802462451057	2.54119667898507	0.246417910447761	0.621476019900498	0.543956935069652	0	0	0	0
BA.4/5	2023-02-26	0.997573846089908	2.15772410698507	0.246417910447761	0.540176019900497	0.543956935069652	0	0	0	0
BA.4/5	2023-03-05	0.998085373291609	1.77688122779104	0.126417910447761	0.621476019900498	0.402096449069652	0	0	0	0
BA.4/5	2023-03-12	0.99846378593688	1.77688122779104	0.126417910447761	0.621476019900498	0.402096449069652	0	0	0	0
BQ.1	2022-09-11	0.00249762665210808	0.86299358200578	0.0495953757225434	0.306625895953757	0.0980660769132948	0	0	0	0
BQ.1	2022-09-18	0.00402650966072457	2.21211498024855	0	0.534525895953757	0.0980660769132948	0	0	0	0
BQ.1	2022-09-25	0.00708168531969702	2.71093947611561	0	0.534525895953757	0.154126377913295	0	0	0	0
BQ.1	2022-10-02	0.0128173566472722	2.56463499924856	0.0495953757225434	0.554625895953757	0.233957308913295	0	0	0	0
BQ.1	2022-10-09	0.0223458675124832	2.48578592924856	0.0495953757225434	0.534525895953757	0.203038489913295	0	0	0	0
BQ.1	2022-10-16	0.0362761704333638	3.66493568652023	0.0495953757225434	0.554625895953757	0.185399645913295	0	0	0	0
BQ.1	2022-10-23	0.0540692884413193	4.19704985811561	0.0895953757225433	0.554625895953757	0.256970005913295	0	0	0	0
BQ.1	2022-10-30	0.0755470239812559	6.01851921252023	0.0895953757225433	0.554625895953757	0.233957308913295	0	0	0	0
BQ.1	2022-11-06	0.103339577630996	3.66493568652023	0.0895953757225433	0.554625895953757	0.233957308913295	0	0	0	0
BQ.1	2022-11-13	0.139712599908335	3.66493568652023	0.0895953757225433	0.554625895953757	0.256970005913295	0	0	0	0
BQ.1	2022-11-20	0.186862433617079	4.61125790052023	0.139595375722543	0.554625895953757	0.233957308913295	0	0	0	0
BQ.1	2022-11-27	0.246422094663549	6.09736828252023	0.139595375722543	0.554625895953757	0.233957308913295	0	0	0	0
BQ.1	2022-12-04	0.3237438259822	6.09736828252023	0.139595375722543	0.554625895953757	0.256970005913295	0	0	0	0
BQ.1	2022-12-11	0.415127745451279	5.19413119952023	0.239595375722543	0.554625895953757	0.292243919913295	0	0	0	0
BQ.1	2022-12-18	0.516340962087118	3.99810831052023	0.889595375722543	0.554625895953757	0.236271801913295	0	0	0	0
BQ.1	2022-12-25	0.617224347833066	6.36904868852023	0.889595375722543	0.594725895953757	0.256970005913295	0	0	0	0
BQ.1	2023-01-01	0.711648967877873	3.66493568652023	0.889595375722543	0.594725895953757	0.292243919913295	0	0	0	0
BQ.1	2023-01-08	0.787075434966652	3.36941936552023	0.889595375722543	0.554625895953757	0.292243919913295	0	0	0	0
BQ.1	2023-01-15	0.845208888877442	2.56463499924856	0.889595375722543	0.594725895953757	0.292243919913295	0	0	0	0
BQ.1	2023-01-22	0.886518481193394	2.56463499924856	0.889595375722543	0.594725895953757	0.292243919913295	0	0	0	0
BQ.1	2023-01-29	0.914554463162733	2.56463499924856	0.889595375722543	0.594725895953757	0.292243919913295	0	0	0	0
BQ.1	2023-02-05	0.935066144197758	2.56463499924856	0.889595375722543	0.594725895953757	0.292243919913295	0	0	0	0
BQ.1	2023-02-12	0.950547015641529	4.47072080711561	0.889595375722543	0.594725895953757	0.292243919913295	0	0	0	0
BQ.1	2023-02-19	0.963421509396915	2.21211498024855	0.239595375722543	0.594725895953757	0.292243919913295	0	0	0	0
BQ.1	2023-02-26	0.972933116107422	1.45771229525433	0.239595375722543	0.554625895953757	0.292243919913295	0	0	0	0
BQ.1	2023-03-05	0.979589495360647	2.29874859412139	0.239595375722543	0.594725895953757	0.292243919913295	0	0	0	0
BQ.1	2023-03-12	0.98466065518186	1.5660965007341	0.239595375722543	0.594725895953757	0.292243919913295	0	0	0	0
BQ.1	2023-03-19	0.988277701425255	1.45771229525433	0.0895953757225433	0.554625895953757	0.233957308913295	0	0	0	0
BQ.1	2023-03-26	0.990972775038605	1.58885483225433	0.239595375722543	0.554625895953757	0.292243919913295	0	0	0	0
BQ.1	2023-04-02	0.993192444612787	1.45771229525433	0.239595375722543	0.554625895953757	0.292243919913295	0	0	0	0
XBB	2022-11-06	0.0137570727299399	1.13382527827622	0.814720279720279	0.389328800699301	0.0321010962727273	0	0	0	0
XBB	2022-11-13	0.017360193189214	2.93904516531818	0.734720279720279	0.271028800699301	0.0208438322727273	0	0	0	0
XBB	2022-11-20	0.0216924820124356	2.40991370116433	0.734720279720279	0.354548800699301	0.0357759942727273	0	0	0	0
XBB	2022-11-27	0.0276776923408443	2.67492484804545	0.894720279720279	0.399628800699301	0.158432025272727	0	0	0	0
XBB	2022-12-04	0.0364871945945005	2.93904516531818	0.734720279720279	0.334838800699301	0.0321010962727273	0	0	0	0
XBB	2022-12-11	0.0483420084336463	2.67492484804545	0.734720279720279	0.354548800699301	0.0371574612727273	0	0	0	0
XBB	2022-12-18	0.0614857667040256	2.93904516531818	0.904720279720279	0.527728800699301	0.270172456272727	0	0	0	0
XBB	2022-12-25	0.0749181046356508	2.93904516531818	1.07472027972028	0.527728800699301	0.270172456272727	0	0	0	0
XBB	2023-01-01	0.0903192742961189	2.93904516531818	1.07472027972028	0.493438800699301	0.0693505452727274	0	0	0	0
XBB	2023-01-08	0.1080014171226	2.93904516531818	1.07472027972028	0.422728800699301	0.318745339272727	0	0	0	0
XBB	2023-01-15	0.130262760972363	2.67492484804545	1.07472027972028	0.430878800699301	0.318745339272727	0	0	0	0
XBB	2023-01-22	0.154472655428889	2.67492484804545	1.07472027972028	0.422728800699301	0.0910399992727273	0	0	0	0
XBB	2023-01-29	0.179058720292421	2.93904516531818	1.07472027972028	0.527728800699301	0.318745339272727	0	0	0	0
XBB	2023-02-05	0.204069963890286	2.93904516531818	1.07472027972028	0.422728800699301	0.318745339272727	0	0	0	0
XBB	2023-02-12	0.231718438034386	2.93904516531818	1.07472027972028	0.486048800699301	0.318745339272727	0	0	0	0
XBB	2023-02-19	0.260707473264057	2.67492484804545	1.07472027972028	0.527728800699301	0.318745339272727	0	0	0	0
XBB	2023-02-26	0.291851365537719	2.93904516531818	1.07472027972028	0.527728800699301	0.318745339272727	0	0	0	0
XBB	2023-03-05	0.323932263374969	2.59385256526224	1.23472027972028	0.527728800699301	0.318745339272727	0	0	0	0
XBB	2023-03-12	0.354390136178817	2.59385256526224	1.07472027972028	0.527728800699301	0.318745339272727	0	0	0	0
XBB	2023-03-19	0.383921693114352	8.32017246737413	1.07472027972028	0.466898800699301	0.318745339272727	0	0	0	0
XBB	2023-03-26	0.412981885482358	2.52519987868881	1.07472027972028	0.527728800699301	0.318745339272727	0	0	0	0
XBB	2023-04-02	0.444731837465155	8.32017246737413	1.07472027972028	0.527728800699301	0.318745339272727	0	0	0	0
XBB	2023-04-09	0.47707123490314	8.32017246737413	1.07472027972028	0.492578800699301	0.318745339272727	0	0	0	0
XBB	2023-04-16	0.50917310391065	2.93904516531818	1.23472027972028	0.527728800699301	0.318745339272727	0	0	0	0
XBB	2023-04-23	0.541236934443429	3.15939942822028	1.07472027972028	0.514878800699301	0.318745339272727	0	0	0	0
XBB	2023-04-30	0.572466413182671	2.90688130723427	1.07472027972028	0.514878800699301	0.318745339272727	0	0	0	0
XBB	2023-05-07	0.60152552602388	2.73610392203846	1.07472027972028	0.514878800699301	0.318745339272727	0	0	0	0
XBB	2023-05-14	0.62611683011521	3.03030147122028	1.07472027972028	0.541378800699301	0.318745339272727	0	0	0	0
XBB	2023-05-21	0.646628465229193	9.44885134821328	1.40472027972028	0.514878800699301	0.338767905272727	0	0	0	0
XBB	2023-05-28	0.662786900415541	9.44885134821328	1.16472027972028	0.522538800699301	0.318745339272727	0	0	0	0
XBB	2023-06-04	0.677070079765337	9.44885134821328	1.40472027972028	0.531128800699301	0.318745339272727	0	0	0	0
XBB	2023-06-11	0.688072842791171	3.03030147122028	1.07472027972028	0.522538800699301	0.318745339272727	0	0	0	0
XBB	2023-06-18	0.698082341476061	3.15939942822028	1.40472027972028	0.588428800699301	0.338767905272727	0	0	0	0
XBB	2023-06-25	0.706568790350102	3.03030147122028	1.36472027972028	0.606058800699301	0.338767905272727	0	0	0	0
XBB	2023-07-02	0.715826180364483	3.03030147122028	1.36472027972028	0.539918800699301	0.338767905272727	0	0	0	0
XBB	2023-07-09	0.725016733580486	3.03030147122028	1.40472027972028	0.531128800699301	0.318745339272727	0	0	0	0
XBB	2023-07-16	0.735473766839631	2.73610392203846	1.40472027972028	0.554208800699301	0.338767905272727	0	0	0	0
XBB	2023-07-23	0.748339678377281	3.03030147122028	1.40472027972028	0.606058800699301	0.318745339272727	0	0	0	0
XBB	2023-07-30	0.769733076635653	3.15939942822028	1.40472027972028	0.588428800699301	0.318745339272727	0	0	0	0
XBB	2023-08-06	0.789124787129616	3.03030147122028	1.40472027972028	0.606058800699301	0.372242727272727	0	0	0	0
XBB	2023-08-13	0.808094286384062	3.15939942822028	1.40472027972028	0.588428800699301	0.318745339272727	0	0	0	0
XBB	2023-08-20	0.821409639173909	3.34892272737413	1.50472027972028	0.588428800699301	0.372242727272727	0	0	0	0
XBB	2023-08-27	0.838245126051891	3.34892272737413	1.40472027972028	0.606058800699301	0.318745339272727	0	0	0	0
XBB	2023-09-03	0.854325944725539	5.30310562527622	1.40472027972028	0.628438800699301	0.372242727272727	0	0	0	0
XBB	2023-09-10	0.86650569839245	4.02521602612238	1.56472027972028	0.628438800699301	0.372242727272727	0	0	0	0
XBB	2023-09-17	0.875194908991709	5.30310562527622	1.56472027972028	0.606058800699301	0.372242727272727	0	0	0	0
XBB	2023-09-24	0.882431130516197	5.30310562527622	1.50472027972028	0.671768800699301	0.372242727272727	0	0	0	0
XBB	2023-10-01	0.89022044634658	5.30310562527622	1.56472027972028	0.668538800699301	0.372242727272727	0	0	0	0
XBB	2023-10-08	0.898051024923363	5.56383358292657	1.56472027972028	0.668538800699301	0.372242727272727	0	0	0	0
XBB	2023-10-15	0.905506398935066	5.51719402927622	1.50472027972028	0.668538800699301	0.372242727272727	0	0	0	0
XBB	2023-10-22	0.912537818901046	5.66633690527622	1.50472027972028	0.6263388006993	0.372242727272727	0	0	0	0
XBB	2023-10-29	0.919573091270432	5.66633690527622	1.56472027972028	0.671768800699301	0.372242727272727	0	0	0	0
XBB	2023-11-05	0.926916887925981	5.66633690527622	1.50472027972028	0.709858800699301	0.372569474272727	0	0	0	0
XBB	2023-11-12	0.935210658586514	5.51719402927622	1.56472027972028	0.709858800699301	0.372569474272727	0	0	0	0
XBB	2023-11-19	0.944282588664557	5.66633690527622	1.56472027972028	0.671768800699301	0.372569474272727	0	0	0	0
XBB	2023-11-26	0.954150838177711	5.66633690527622	1.50472027972028	0.709858800699301	0.389536358272727	0	0	0	0
XBB	2023-12-03	0.964172912896115	5.66633690527622	1.56472027972028	0.709858800699301	0.389536358272727	0	0	0	0
XBB	2023-12-31	0.993110865846972	5.51719402927622	1.50472027972028	0.709858800699301	0.318745339272727	0	0	0	0
XBB	2024-01-07	0.995750383868132	9.92147561103845	1.40472027972028	0.709858800699301	0.389536358272727	0	0	0	0
XBB	2024-01-14	0.997372878642854	5.51719402927622	1.56472027972028	0.668538800699301	0.372569474272727	0	0	0	0
XBB	2024-01-21	0.998371608943677	5.51719402927622	1.56472027972028	0.628438800699301	0.290195022272727	0	0	0	0
XBB	2023-12-10	0.973928022496928	5.66633690527622	1.50472027972028	0.709858800699301	0.389536358272727	0	0	0	0
XBB	2023-12-17	0.982444862272793	9.92147561103845	1.40472027972028	0.709858800699301	0.389536358272727	0	0	0	0
XBB	2023-12-24	0.988950151483964	10.1854306530385	1.50472027972028	0.668538800699301	0.389536358272727	0	0	0	0
XBB	2024-01-28	0.99893833864554	3.25394265915734	1.30472027972028	0.709858800699301	0.389536358272727	0	0	0	0
XBB	2022-10-30	0.0110307239749857	1.19459729266084	0.734720279720279	0.271028800699301	0	0	0	0	0
XBB	2022-10-23	0.0090828513237512	1.39940117333217	0.734720279720279	0.271028800699301	0.0158531572727273	0	0	0	0
XBB	2022-10-09	0.00460747416609303	2.67492484804545	0.734720279720279	0.522538800699301	0.0693505452727274	0	0	0	0
XBB	2022-10-16	0.00681353988191197	2.93904516531818	1.07472027972028	0.383378800699301	0.0358757232727273	0	0	0	0
XBB	2022-10-02	0.00239642645733986	0.923086330709791	0	0.155528800699301	0.0208438322727273	0	0	0	0
