VOC	Date	TotalHaploCount	InfectionProportion	AntigenicDistanceABS	ChangeACE2binding	ChangeCellEntry	ChangeImmuneEscape	Type
BA.4/5	2022-10-16	1	0.814070009	3.723598974	0.29641791	0.56427602	0.402096449	All
BA.4/5	2022-10-23	1	0.836044905	4.984406122	0.29641791	0.66127602	0.402096449	All
BA.4/5	2022-10-30	1	0.854766857	5.279922443	0.29641791	0.59302602	0.402096449	All
BA.4/5	2022-11-06	1	0.870860115	4.45553443	0.29641791	0.66127602	0.402096449	All
BA.4/5	2022-11-13	1	0.885816935	3.615825467	0.29641791	0.66127602	0.402096449	All
BA.4/5	2022-11-20	1	0.900548535	3.615825467	0.29641791	0.66127602	0.402096449	All
BA.4/5	2022-11-27	1	0.914870296	5.358771513	0.19641791	0.66127602	0.402096449	All
BA.4/5	2022-12-04	1	0.928165587	5.358771513	0.29641791	0.66127602	0.402096449	All
BA.4/5	2022-12-11	1	0.940994742	5.279922443	0.17641791	0.63987602	0.402096449	All
BA.4/5	2022-12-18	1	0.95336948	2.935453801	0.29641791	0.62147602	0.402096449	All
BA.4/5	2022-12-25	1	0.964353149	3.878460865	0.29641791	0.55326602	0.402096449	All
BA.4/5	2023-01-01	1	0.972636483	3.878460865	0.19641791	0.62147602	0.402096449	All
BA.4/5	2023-01-08	1	0.979997388	2.935453801	0.19641791	0.62147602	0.441891058	All
BA.4/5	2023-01-15	1	0.98579627	1.791343091	0.12641791	0.62147602	0.441891058	All
BA.4/5	2023-01-22	1	0.990016953	1.969617377	0.17641791	0.62147602	0.441891058	All
BA.4/5	2023-01-29	1	0.992613573	3.045672452	0.12641791	0.62147602	0.405839393	All
BA.4/5	2023-02-05	1	0.994475362	1.969617377	0.12641791	0.62147602	0.412032374	All
BA.4/5	2023-02-12	1	0.995802973	1.833064642	0.17641791	0.62147602	0.402096449	All
BA.4/5	2023-02-19	1	0.996802462	2.541196679	0.24641791	0.62147602	0.543956935	All
BA.4/5	2023-02-26	1	0.997573846	2.157724107	0.24641791	0.54017602	0.543956935	All
BA.4/5	2023-03-05	1	0.998085373	1.776881228	0.12641791	0.62147602	0.402096449	All
BA.4/5	2023-03-12	1	0.998463786	1.776881228	0.12641791	0.62147602	0.402096449	All
BQ.1	2022-09-11	1	0.002497627	0.869687197	0.050462428	0.349837033	0.134565308	All
BQ.1	2022-09-18	1	0.00402651	2.21211498	0	0.534525896	0.134565308	All
BQ.1	2022-09-25	1	0.007081685	2.710939476	0	0.534525896	0.154126378	All
BQ.1	2022-10-02	1	0.012817357	2.564634999	0.050462428	0.554625896	0.233957309	All
BQ.1	2022-10-09	1	0.022345868	2.485785929	0.050462428	0.534525896	0.20303849	All
BQ.1	2022-10-16	1	0.03627617	3.664935687	0.050462428	0.554625896	0.185399646	All
BQ.1	2022-10-23	1	0.054069288	4.197049858	0.089595376	0.554625896	0.256970006	All
BQ.1	2022-10-30	1	0.075547024	6.018519213	0.089595376	0.554625896	0.233957309	All
BQ.1	2022-11-06	1	0.103339578	3.664935687	0.089595376	0.554625896	0.233957309	All
BQ.1	2022-11-13	1	0.1397126	3.664935687	0.089595376	0.554625896	0.256970006	All
BQ.1	2022-11-20	1	0.186862434	4.611257901	0.139595376	0.554625896	0.233957309	All
BQ.1	2022-11-27	1	0.246422095	6.097368283	0.139595376	0.554625896	0.233957309	All
BQ.1	2022-12-04	1	0.323743826	6.097368283	0.139595376	0.554625896	0.256970006	All
BQ.1	2022-12-11	1	0.415127745	5.1941312	0.239595376	0.554625896	0.29224392	All
BQ.1	2022-12-18	1	0.516340962	3.998108311	0.889595376	0.554625896	0.236271802	All
BQ.1	2022-12-25	1	0.617224348	6.369048689	0.889595376	0.594725896	0.256970006	All
BQ.1	2023-01-01	1	0.711648968	3.664935687	0.889595376	0.594725896	0.29224392	All
BQ.1	2023-01-08	1	0.787075435	3.369419366	0.889595376	0.554625896	0.29224392	All
BQ.1	2023-01-15	1	0.845208889	2.564634999	0.889595376	0.594725896	0.29224392	All
BQ.1	2023-01-22	1	0.886518481	2.564634999	0.889595376	0.594725896	0.29224392	All
BQ.1	2023-01-29	1	0.914554463	2.564634999	0.889595376	0.594725896	0.29224392	All
BQ.1	2023-02-05	1	0.935066144	2.564634999	0.889595376	0.594725896	0.29224392	All
BQ.1	2023-02-12	1	0.950547016	4.470720807	0.889595376	0.594725896	0.29224392	All
BQ.1	2023-02-19	1	0.963421509	2.21211498	0.239595376	0.594725896	0.29224392	All
BQ.1	2023-02-26	1	0.972933116	1.457712295	0.239595376	0.554625896	0.29224392	All
BQ.1	2023-03-05	1	0.979589495	2.298748594	0.239595376	0.594725896	0.29224392	All
BQ.1	2023-03-12	1	0.984660655	1.566096501	0.239595376	0.594725896	0.29224392	All
BQ.1	2023-03-19	1	0.988277701	1.457712295	0.089595376	0.554625896	0.233957309	All
BQ.1	2023-03-26	1	0.990972775	1.588854832	0.239595376	0.554625896	0.29224392	All
BQ.1	2023-04-02	1	0.993192445	1.457712295	0.239595376	0.554625896	0.29224392	All
XBB	2022-11-06	1	0.013757073	1.133825278	0.81472028	0.389328801	0.032101096	All
XBB	2022-11-13	1	0.017360193	2.939045165	0.73472028	0.271028801	0.020929419	All
XBB	2022-11-20	1	0.021692482	2.409913701	0.73472028	0.354548801	0.035775994	All
XBB	2022-11-27	1	0.027677692	2.674924848	0.89472028	0.399628801	0.158432025	All
XBB	2022-12-04	1	0.036487195	2.939045165	0.73472028	0.334838801	0.032101096	All
XBB	2022-12-11	1	0.048342008	2.674924848	0.73472028	0.354548801	0.037157461	All
XBB	2022-12-18	1	0.061485767	2.939045165	0.90472028	0.527728801	0.270172456	All
XBB	2022-12-25	1	0.074918105	2.939045165	1.07472028	0.527728801	0.270172456	All
XBB	2023-01-01	1	0.090319274	2.939045165	1.07472028	0.493438801	0.069350545	All
XBB	2023-01-08	1	0.108001417	2.939045165	1.07472028	0.422728801	0.318745339	All
XBB	2023-01-15	1	0.130262761	2.674924848	1.07472028	0.430878801	0.318745339	All
XBB	2023-01-22	1	0.154472655	2.674924848	1.07472028	0.422728801	0.091039999	All
XBB	2023-01-29	1	0.17905872	2.939045165	1.07472028	0.527728801	0.318745339	All
XBB	2023-02-05	1	0.204069964	2.939045165	1.07472028	0.422728801	0.318745339	All
XBB	2023-02-12	1	0.231718438	2.939045165	1.07472028	0.486048801	0.318745339	All
XBB	2023-02-19	1	0.260707473	2.674924848	1.07472028	0.527728801	0.318745339	All
XBB	2023-02-26	1	0.291851366	2.939045165	1.07472028	0.527728801	0.318745339	All
XBB	2023-03-05	1	0.323932263	2.593852565	1.23472028	0.527728801	0.318745339	All
XBB	2023-03-12	1	0.354390136	2.593852565	1.07472028	0.527728801	0.318745339	All
XBB	2023-03-19	1	0.383921693	8.320172467	1.07472028	0.466898801	0.318745339	All
XBB	2023-03-26	1	0.412981885	2.525199879	1.07472028	0.527728801	0.318745339	All
XBB	2023-04-02	1	0.444731837	8.320172467	1.07472028	0.527728801	0.318745339	All
XBB	2023-04-09	1	0.477071235	8.320172467	1.07472028	0.492578801	0.318745339	All
XBB	2023-04-16	1	0.509173104	2.939045165	1.23472028	0.527728801	0.318745339	All
XBB	2023-04-23	1	0.541236934	3.159399428	1.07472028	0.514878801	0.318745339	All
XBB	2023-04-30	1	0.572466413	2.906881307	1.07472028	0.514878801	0.318745339	All
XBB	2023-05-07	1	0.601525526	2.736103922	1.07472028	0.514878801	0.318745339	All
XBB	2023-05-14	1	0.62611683	3.030301471	1.07472028	0.541378801	0.318745339	All
XBB	2023-05-21	1	0.646628465	9.448851348	1.40472028	0.514878801	0.338767905	All
XBB	2023-05-28	1	0.6627869	9.448851348	1.16472028	0.522538801	0.318745339	All
XBB	2023-06-04	1	0.67707008	9.448851348	1.40472028	0.531128801	0.318745339	All
XBB	2023-06-11	1	0.688072843	3.030301471	1.07472028	0.522538801	0.318745339	All
XBB	2023-06-18	1	0.698082341	3.159399428	1.40472028	0.588428801	0.338767905	All
XBB	2023-06-25	1	0.70656879	3.030301471	1.36472028	0.606058801	0.338767905	All
XBB	2023-07-02	1	0.71582618	3.030301471	1.36472028	0.539918801	0.338767905	All
XBB	2023-07-09	1	0.725016734	3.030301471	1.40472028	0.531128801	0.318745339	All
XBB	2023-07-16	1	0.735473767	2.736103922	1.40472028	0.554208801	0.338767905	All
XBB	2023-07-23	1	0.748339678	3.030301471	1.40472028	0.606058801	0.318745339	All
XBB	2023-07-30	1	0.769733077	3.159399428	1.40472028	0.588428801	0.318745339	All
XBB	2023-08-06	1	0.789124787	3.030301471	1.40472028	0.606058801	0.372242727	All
XBB	2023-08-13	1	0.808094286	3.159399428	1.40472028	0.588428801	0.318745339	All
XBB	2023-08-20	1	0.821409639	3.348922727	1.50472028	0.588428801	0.372242727	All
XBB	2023-08-27	1	0.838245126	3.348922727	1.40472028	0.606058801	0.318745339	All
XBB	2023-09-03	1	0.854325945	5.303105625	1.40472028	0.628438801	0.372242727	All
XBB	2023-09-10	1	0.866505698	4.025216026	1.56472028	0.628438801	0.372242727	All
XBB	2023-09-17	1	0.875194909	5.303105625	1.56472028	0.606058801	0.372242727	All
XBB	2023-09-24	1	0.882431131	5.303105625	1.50472028	0.671768801	0.372242727	All
XBB	2023-10-01	1	0.890220446	5.303105625	1.56472028	0.668538801	0.372242727	All
XBB	2023-10-08	1	0.898051025	5.563833583	1.56472028	0.668538801	0.372242727	All
XBB	2023-10-15	1	0.905506399	5.517194029	1.50472028	0.668538801	0.372242727	All
XBB	2023-10-22	1	0.912537819	5.666336905	1.50472028	0.626338801	0.372242727	All
XBB	2023-10-29	1	0.919573091	5.666336905	1.56472028	0.671768801	0.372242727	All
XBB	2023-11-05	1	0.926916888	5.666336905	1.50472028	0.709858801	0.372569474	All
XBB	2023-11-12	1	0.935210659	5.517194029	1.56472028	0.709858801	0.372569474	All
XBB	2023-11-19	1	0.944282589	5.666336905	1.56472028	0.671768801	0.372569474	All
XBB	2023-11-26	1	0.954150838	5.666336905	1.50472028	0.709858801	0.389536358	All
XBB	2023-12-03	1	0.964172913	5.666336905	1.56472028	0.709858801	0.389536358	All
XBB	2023-12-31	1	0.993110866	5.517194029	1.50472028	0.709858801	0.318745339	All
XBB	2024-01-07	1	0.995750384	9.921475611	1.40472028	0.709858801	0.389536358	All
XBB	2024-01-14	1	0.997372879	5.517194029	1.56472028	0.668538801	0.372569474	All
XBB	2024-01-21	1	0.998371609	5.517194029	1.56472028	0.628438801	0.290195022	All
XBB	2023-12-10	1	0.973928022	5.666336905	1.50472028	0.709858801	0.389536358	All
XBB	2023-12-17	1	0.982444862	9.921475611	1.40472028	0.709858801	0.389536358	All
XBB	2023-12-24	1	0.988950151	10.18543065	1.50472028	0.668538801	0.389536358	All
XBB	2024-01-28	1	0.998938339	3.253942659	1.30472028	0.709858801	0.389536358	All
XBB	2022-10-30	1	0.011030724	1.194597293	0.73472028	0.271028801	0.002268048	All
XBB	2022-10-23	1	0.009082851	1.399401173	0.73472028	0.271028801	0.015853157	All
XBB	2022-10-09	1	0.004607474	2.674924848	0.73472028	0.522538801	0.069350545	All
XBB	2022-10-16	1	0.00681354	2.939045165	1.07472028	0.383378801	0.035875723	All
XBB	2022-10-02	1	0.002396426	0.924479306	0	0.155985561	0.020929419	All
WT	2020-02-02	1	1.57E-06	0.234110116	0.000909091	0.055850649	0	Adv
WT	2020-02-09	1	3.69E-06	0.234110116	0.000909091	0.055850649	0	Adv
WT	2020-02-16	1	8.72E-06	0.3467849	0.000909091	0.055850649	0	Adv
WT	2020-02-23	1	2.86E-05	0.370498921	0.000909091	0.055850649	0	Adv
WT	2020-03-01	1	0.000103081	0.370498921	0.000909091	0.055850649	0	Adv
WT	2020-03-08	1	0.000348228	0.496649007	0.000909091	0.244150649	0	Adv
WT	2020-03-15	1	0.001071632	0.579473373	0.000909091	0.409750649	0	Adv
WT	2020-03-22	1	0.00275028	0.579473373	0.620909091	0.409750649	0.008624253	Adv
WT	2020-03-29	1	0.00560065	0.579473373	0.620909091	0.500350649	0.008624253	Adv
WT	2020-04-05	1	0.00946307	0.727069472	0.620909091	0.740350649	0	Adv
WT	2020-04-12	1	0.013775544	0.727069472	0.620909091	0.740350649	0	Adv
WT	2020-04-19	1	0.018307172	0.727069472	0.620909091	0.740350649	0	Adv
WT	2020-04-26	1	0.02290072	0.727069472	0.620909091	0.740350649	0	Adv
WT	2020-05-03	1	0.027718424	0.699062284	0.620909091	0.501050649	0.001192974	Adv
WT	2020-05-10	1	0.032739457	0.699062284	0.900909091	0.563650649	0.007313853	Adv
WT	2020-05-17	1	0.038189071	0.699062284	0.620909091	0.500350649	0	Adv
WT	2020-05-24	1	0.044072562	0.539282767	0.000909091	0.500350649	0	Adv
WT	2020-05-31	1	0.050634073	0.542144096	0.620909091	0.501050649	0	Adv
WT	2020-06-07	1	0.057788409	0.62305102	0.620909091	0.527350649	0.008624253	Adv
WT	2020-06-14	1	0.065816567	0.699062284	0.620909091	0.527350649	0.000376547	Adv
WT	2020-06-21	1	0.074752064	0.699062284	0.620909091	0.563650649	0.000376547	Adv
WT	2020-06-28	1	0.084918745	0.732805072	0.620909091	0.563650649	0	Adv
WT	2020-07-05	1	0.096228909	0.711204186	0.620909091	0.563650649	0.008624253	Adv
WT	2020-07-12	1	0.108712681	0.699062284	0.620909091	0.563650649	0	Adv
WT	2020-07-19	1	0.12235626	0.699062284	1.630909091	0.689350649	0.008624253	Adv
WT	2020-07-26	1	0.137248702	0.594188097	1.630909091	0.563650649	0.008624253	Adv
WT	2020-08-02	1	0.152890215	0.733755457	0.620909091	0.685350649	0.008624253	Adv
WT	2020-08-09	1	0.168955659	0.755103586	1.630909091	0.685350649	0.008624253	Adv
WT	2020-08-16	1	0.184942032	0.920555685	1.630909091	0.685350649	0.01185095	Adv
WT	2020-08-23	1	0.201065043	0.920555685	1.630909091	0.685350649	0.260546934	Adv
WT	2020-08-30	1	0.217482951	0.897517341	1.630909091	0.501050649	0.01185095	Adv
WT	2020-09-06	1	0.234288431	0.915086559	1.630909091	0.563650649	0.260546934	Adv
WT	2020-09-13	1	0.251701561	1.148368681	1.630909091	0.563650649	0.033556372	Adv
WT	2020-09-20	1	0.269477864	1.148368681	1.630909091	0.505450649	0.0944078	Adv
WT	2020-09-27	1	0.287762101	1.148368681	1.630909091	0.505450649	0.260546934	Adv
WT	2020-10-04	1	0.306834659	1.021542259	1.630909091	0.658150649	0.260546934	Adv
WT	2020-10-11	1	0.327325769	1.223682667	1.630909091	0.563650649	0.260546934	Adv
WT	2020-10-18	1	0.350551768	1.225846374	0.880909091	0.563650649	0.260546934	Adv
WT	2020-10-25	1	0.377106709	1.960335449	0.880909091	0.563650649	0.365414854	Adv
WT	2020-11-01	1	0.407189635	2.895279475	0.880909091	0.598650649	0.342005954	Adv
WT	2020-11-08	1	0.43980667	1.960335449	0.880909091	0.563650649	0.365414854	Adv
WT	2020-11-15	1	0.473410341	1.960335449	0.880909091	0.598650649	0.365414854	Adv
WT	2020-11-22	1	0.50743034	2.147396791	0.880909091	0.598650649	0.365414854	Adv
WT	2020-11-29	1	0.541642981	2.147396791	0.970909091	0.598650649	0.365414854	Adv
WT	2020-12-06	1	0.576966608	2.895279475	0.970909091	0.632250649	0.365414854	Adv
WT	2020-12-13	1	0.611393811	2.895279475	0.900909091	0.632250649	0.365414854	Adv
WT	2020-12-20	1	0.642545406	2.895279475	0.970909091	0.632250649	0.365414854	Adv
WT	2020-12-27	1	0.673723403	2.895279475	0.970909091	0.638450649	0.365414854	Adv
WT	2021-01-03	1	0.703897193	2.895279475	0.970909091	0.638450649	0.365414854	Adv
WT	2021-01-10	1	0.735328698	2.895279475	0.970909091	0.638450649	0.365414854	Adv
WT	2021-01-17	1	0.764614501	2.895279475	0.970909091	0.638450649	0.365414854	Adv
WT	2021-01-24	1	0.789604179	3.153833434	0.970909091	1.156650649	0.365414854	Adv
WT	2021-01-31	1	0.806841961	3.153833434	0.900909091	1.156650649	0.365414854	Adv
WT	2021-02-07	1	0.822823199	3.153833434	0.900909091	1.156650649	0.365414854	Adv
WT	2021-02-14	1	0.835231382	3.188034582	0.900909091	1.156650649	0.371070085	Adv
WT	2021-02-21	1	0.845237251	3.188034582	1.210909091	1.156650649	0.371070085	Adv
WT	2021-02-28	1	0.854434157	3.18583037	0.900909091	1.156650649	0.365414854	Adv
WT	2021-03-07	1	0.863130897	3.188034582	0.900909091	1.156650649	0.371070085	Adv
WT	2021-03-14	1	0.870879968	3.18583037	1.210909091	1.156650649	0.371070085	Adv
WT	2021-03-21	1	0.878654344	3.195090321	1.210909091	1.156650649	0.371070085	Adv
WT	2021-03-28	1	0.886802783	3.358526466	1.210909091	1.156650649	0.365414854	Adv
WT	2021-04-04	1	0.896255625	3.358526466	1.210909091	1.156650649	0.365414854	Adv
WT	2021-04-11	1	0.906419989	3.358526466	1.210909091	1.156650649	0.365414854	Adv
WT	2021-04-25	1	0.925778448	3.290660792	1.210909091	1.156650649	0.365414854	Adv
WT	2021-05-02	1	0.935318635	3.276210076	1.210909091	1.156650649	0.365414854	Adv
WT	2021-05-09	1	0.943785045	3.550461687	1.210909091	1.156650649	0.365414854	Adv
WT	2021-05-16	1	0.950844628	3.68035774	1.210909091	1.483750649	0.365414854	Adv
WT	2021-05-23	1	0.956925642	3.550461687	1.210909091	1.483750649	0.365414854	Adv
WT	2021-05-30	1	0.961759089	3.550461687	1.210909091	0.735450649	0.365414854	Adv
WT	2021-06-06	1	0.966181081	3.550461687	1.210909091	1.483750649	0.365414854	Adv
WT	2021-06-13	1	0.970182321	3.68035774	1.210909091	1.483750649	0.344769451	Adv
WT	2021-06-20	1	0.974291134	3.68035774	1.210909091	1.483750649	0.385841312	Adv
WT	2021-06-27	1	0.977486644	3.68035774	1.210909091	1.483750649	0.385841312	Adv
WT	2021-07-04	1	0.980481174	3.550461687	1.210909091	0.541950649	0.365414854	Adv
WT	2021-07-11	1	0.982970177	3.550461687	1.210909091	0.507350649	0.342005954	Adv
WT	2021-07-18	1	0.985886937	3.741978479	1.210909091	0.541950649	0.342005954	Adv
WT	2021-07-25	1	0.987582943	0	0	0	0	Adv
WT	2021-08-01	1	0.98885794	0	0	0	0	Adv
WT	2021-08-08	1	0.991582202	0	0	0	0	Adv
WT	2021-08-15	1	0.992847256	0	0	0	0	Adv
WT	2021-08-29	1	0.995343232	0	0	0	0	Adv
WT	2021-09-12	1	0.995977723	0	0	0	0	Adv
WT	2021-09-19	1	0.99622944	0	0	0	0	Adv
WT	2021-04-18	1	0.916186692	3.358526466	1.210909091	1.156650649	0.365414854	Adv
WT	2021-08-22	1	0.994860972	0	0	0	0	Adv
WT	2021-09-05	1	0.99570758	0	0	0	0	Adv
Alpha	2020-11-15	1	0.00308411	0.268277225	0.001953255	0.254497997	0	Adv
Alpha	2020-11-22	1	0.005215636	0.201338986	0.001953255	0.254497997	0	Adv
Alpha	2020-11-29	1	0.007850183	0.393579831	0.001953255	0.254497997	0	Adv
Alpha	2020-12-06	1	0.009941754	0.430508205	0.001953255	0.254497997	3.94E-05	Adv
Alpha	2020-12-13	1	0.016507336	0.690479319	0.001953255	0.419783639	0.003628019	Adv
Alpha	2020-12-20	1	0.028726601	0.430508205	0.221953255	0.573683639	0.040952604	Adv
Alpha	2020-12-27	1	0.040115993	0.430508205	0.221953255	0.573683639	0.090545861	Adv
Alpha	2021-01-03	1	0.055832964	0.720981502	0.221953255	0.573683639	0.333814023	Adv
Alpha	2021-01-10	1	0.072997055	0.672000813	0.141953255	0.698883639	0.090545861	Adv
Alpha	2021-01-17	1	0.094153292	0.720981502	0.221953255	0.573683639	0.333814023	Adv
Alpha	2021-01-24	1	0.116574844	0.720981502	0.261953255	0.573683639	0.333814023	Adv
Alpha	2021-01-31	1	0.144327018	0.720981502	0.261953255	0.573683639	0.333814023	Adv
Alpha	2021-02-07	1	0.166337537	0.720981502	0.261953255	0.573683639	0.333814023	Adv
Alpha	2021-02-14	1	0.188130339	0.829438995	0.321953255	0.639183639	0.333814023	Adv
Alpha	2021-02-21	1	0.211756075	0.720981502	0.321953255	0.731683639	0.333814023	Adv
Alpha	2021-02-28	1	0.23699623	0.720981502	0.321953255	0.731683639	0.333814023	Adv
Alpha	2021-03-07	1	0.265758744	0.720981502	0.261953255	0.731683639	0.333814023	Adv
Alpha	2021-03-14	1	0.299585413	0.801254679	0.351953255	0.915483639	0.333814023	Adv
Alpha	2021-03-21	1	0.339490225	0.801254679	0.351953255	0.915483639	0.333814023	Adv
Alpha	2021-03-28	1	0.384909028	0.829438995	0.351953255	0.731683639	0.333814023	Adv
Alpha	2021-04-04	1	0.434398835	1.102845729	0.321953255	0.626883639	0.347851018	Adv
Alpha	2021-04-11	1	0.48968684	1.102845729	0.261953255	0.915483639	0.347851018	Adv
Alpha	2021-04-18	1	0.553729668	1.102845729	0.261953255	0.915483639	0.347851018	Adv
Alpha	2021-04-25	1	0.623139987	1.102845729	0.221953255	0.915483639	0.347851018	Adv
Alpha	2021-05-02	1	0.693154342	1.102845729	0.221953255	0.915483639	0.347851018	Adv
Alpha	2021-05-09	1	0.758514451	1.102845729	0.141953255	0.915483639	0.347851018	Adv
Alpha	2021-05-16	1	0.817988595	1.102845729	0.141953255	0.915483639	0.347851018	Adv
Alpha	2021-05-23	1	0.865808138	1.102845729	0.141953255	0.731683639	0.347851018	Adv
Alpha	2021-05-30	1	0.901282249	1.102845729	0.141953255	0.731683639	0.347851018	Adv
Alpha	2021-06-06	1	0.926524643	1.102845729	0.141953255	0.731683639	0.347851018	Adv
Alpha	2021-06-13	1	0.946318771	1.102845729	0.031953255	0.731683639	0.347851018	Adv
Alpha	2021-06-20	1	0.962099041	0.632297677	0.351953255	0.731683639	0.333814023	Adv
Alpha	2021-06-27	1	0.972412738	0	0	0	0	Adv
Alpha	2021-07-04	1	0.979579744	0	0	0	0	Adv
Alpha	2021-07-11	1	0.985466991	0	0	0	0	Adv
Alpha	2021-07-18	1	0.990093034	0	0	0	0	Adv
Alpha	2021-07-25	1	0.993216079	0	0	0	0	Adv
Alpha	2021-08-01	1	0.995514373	0	0	0	0	Adv
Alpha	2021-08-08	1	0.996644936	0	0	0	0	Adv
Alpha	2021-08-15	1	0.998618148	0	0	0	0	Adv
Alpha	2021-08-22	1	0.999093303	0	0	0	0	Adv
Delta	2021-03-14	1	0.000708762	0.762852686	0.006084788	0.257337009	0	Adv
Delta	2021-03-21	1	0.000765023	0.845836394	0.006084788	0.271737466	0	Adv
Delta	2021-03-28	1	0.000814651	0.580168155	0.006084788	0.248128035	0	Adv
Delta	2021-04-04	1	0.000932821	0.580168155	0.006084788	0.248128035	0	Adv
Delta	2021-04-11	1	0.00128	0.845836394	0.006084788	0.248128035	0	Adv
Delta	2021-04-18	1	0.001925121	1.033497915	0.006084788	0.248128035	0	Adv
Delta	2021-04-25	1	0.00317535	1.04007424	0.006084788	0.278617456	0	Adv
Delta	2021-05-02	1	0.004825549	1.033497915	0.006084788	0.508017456	0	Adv
Delta	2021-05-09	1	0.007572932	1.101513498	0.006084788	0.508017456	0	Adv
Delta	2021-05-16	1	0.010597172	1.033497915	0.006084788	0.462317456	0.076297781	Adv
Delta	2021-05-23	1	0.015408415	1.223767804	0.006084788	0.647417456	0.130001205	Adv
Delta	2021-05-30	1	0.023153163	1.075244836	0.096084788	0.649817456	0.076489449	Adv
Delta	2021-06-06	1	0.032392352	1.075244836	0.276758105	0.806417456	0.12825491	Adv
Delta	2021-06-13	1	0.042081863	1.214809077	0.276758105	0.806417456	0.130001205	Adv
Delta	2021-06-20	1	0.052798323	1.080386182	0.276758105	0.753217456	0.130001205	Adv
Delta	2021-06-27	1	0.068041512	1.055122113	0.276758105	0.806417456	0.12825491	Adv
Delta	2021-07-04	1	0.087646876	1.285305561	0.276758105	0.806417456	0.130001205	Adv
Delta	2021-07-11	1	0.111599891	1.285305561	0.276758105	0.806417456	0.130001205	Adv
Delta	2021-07-18	1	0.13893393	1.285305561	0.166084788	0.806417456	0.12825491	Adv
Delta	2021-07-25	1	0.171144366	1.285305561	0.166084788	0.806417456	0.130001205	Adv
Delta	2021-08-01	1	0.206847934	1.285305561	0.866084788	0.806417456	0.12825491	Adv
Delta	2021-08-08	1	0.244038357	1.174776095	0.166084788	0.806417456	0.130001205	Adv
Delta	2021-08-15	1	0.283753123	1.174776095	0.866084788	0.806417456	0.130001205	Adv
Delta	2021-08-22	1	0.323999739	1.254849394	0.866084788	0.806417456	0.130001205	Adv
Delta	2021-08-29	1	0.365476009	1.34956867	0.866084788	0.806417456	0.130001205	Adv
Delta	2021-09-05	1	0.405069965	1.34956867	0.866084788	0.806417456	0.134640631	Adv
Delta	2021-09-12	1	0.442062513	1.34956867	0.866084788	0.806417456	0.134640631	Adv
Delta	2021-09-19	1	0.476441458	1.342615628	0.866084788	0.806417456	0.134640631	Adv
Delta	2021-09-26	1	0.508350769	1.34956867	0.866084788	0.806417456	0.134640631	Adv
Delta	2021-10-03	1	0.538053734	1.34956867	0.866084788	0.806417456	0.134640631	Adv
Delta	2021-10-10	1	0.565892129	1.342615628	0.866084788	0.806417456	0.134640631	Adv
Delta	2021-10-17	1	0.593410933	1.34956867	0.866084788	0.806417456	0.134640631	Adv
Delta	2021-10-24	1	0.621494092	1.34956867	0.866084788	0.806417456	0.333393327	Adv
Delta	2021-10-31	1	0.650504522	1.34956867	0.866084788	0.806417456	0.134640631	Adv
Delta	2021-11-07	1	0.680992865	1.34956867	0.866084788	0.806417456	0.333393327	Adv
Delta	2021-11-14	1	0.713780976	1.34956867	0.866084788	0.806417456	0.333393327	Adv
Delta	2021-11-21	1	0.749249206	1.285305561	0.866084788	0.806417456	0.333393327	Adv
Delta	2021-11-28	1	0.787068056	1.285305561	0.866084788	0.806417456	0.333393327	Adv
Delta	2021-12-05	1	0.826093234	1.285305561	0.166084788	0.806417456	0.333393327	Adv
Delta	2021-12-12	1	0.865829628	0	0	0	0	Adv
Delta	2021-12-19	1	0.903823311	0	0	0	0	Adv
Delta	2021-12-26	1	0.93682171	0	0	0	0	Adv
Delta	2022-01-02	1	0.963793581	0	0	0	0	Adv
Delta	2022-01-09	1	0.982690244	0	0	0	0	Adv
Delta	2022-01-16	1	0.99175017	0	0	0	0	Adv
Delta	2022-01-23	1	0.995906592	0	0	0	0	Adv
Delta	2022-01-30	1	0.997957072	0	0	0	0	Adv
Delta	2022-02-06	1	0.998915809	0	0	0	0	Adv
BA.1	2021-11-28	1	0.000257359	0.621762994	0.161267792	0.281816667	0.017539193	Adv
BA.1	2021-12-05	1	0.000508679	0.685025771	0.161267792	0.281816667	0.017539193	Adv
BA.1	2021-12-12	1	0.001761116	0.660220724	0.161267792	0.281816667	0.017539193	Adv
BA.1	2021-12-19	1	0.00859454	1.13988042	0.227404372	0.287570765	0.068055783	Adv
BA.1	2021-12-26	1	0.033567238	1.413622067	0.227404372	0.287570765	0.068055783	Adv
BA.1	2022-01-02	1	0.090019569	1.13988042	0.347404372	0.373670765	0.068055783	Adv
BA.1	2022-01-09	1	0.184119982	2.158854941	0.757404372	0.287570765	0.068055783	Adv
BA.1	2022-01-16	1	0.31430033	2.158854941	0.757404372	0.373670765	0.068055783	Adv
BA.1	2022-01-23	1	0.458895095	1.626120673	0.677404372	0.373670765	0.068055783	Adv
BA.1	2022-01-30	1	0.599187494	1.626120673	0.677404372	0.373670765	0.068055783	Adv
BA.1	2022-02-06	1	0.715858179	2.759352196	0.677404372	0.373670765	0.068055783	Adv
BA.1	2022-02-13	1	0.804897398	2.759352196	0.677404372	0.373670765	0.068055783	Adv
BA.1	2022-02-20	1	0.865301287	2.759352196	0.677404372	0.373670765	0.068055783	Adv
BA.1	2022-02-27	1	0.908532232	2.759352196	0.677404372	0.373670765	0.043888626	Adv
