VOC	Date	InfectionProportion	HaploMid_AntigenicDistanceABS	HaploMid_ChangeACE2binding	HaploMid_ChangeCellEntry	HaploMid_ChangeImmuneEscape
BA.2	2023-01-08	0.983795554484911	5.48986988347482	0.217338129496403	1.81573877697842	0.481325823647482
BA.2	2023-04-09	0.997070270315556	5.75352818447482	-0.212661870503597	2.05848877697842	0.481325823647482
BA.2	2023-04-23	0.99779950490728	5.74499965247482	-0.212661870503597	2.09619877697842	0.481325823647482
BA.2	2022-10-09	0.95981001334179	5.14518769347482	0.457338129496403	1.89718877697842	0.227006524647482
BA.2	2022-11-27	0.968070179439258	5.35353717847482	0.617338129496403	1.58958877697842	0.481325823647482
BA.2	2023-01-01	0.980964653336245	5.43428619347482	0.567338129496403	1.70148877697842	0.481325823647482
BA.2	2023-01-15	0.986151466597264	5.49928654847482	0.207338129496403	1.75573877697842	0.481325823647482
BA.2	2023-01-22	0.987890270411224	5.48191751797122	0.467338129496403	1.72358877697842	0.481325823647482
BA.2	2023-01-29	0.989323227532843	5.49928654847482	0.427338129496403	1.84349877697842	0.481325823647482
BA.2	2023-02-05	0.990567582478453	5.56151763547482	0.0773381294964027	1.94493877697842	0.481325823647482
BA.2	2023-02-12	0.991644086605789	5.68603609247482	-0.112661870503597	1.94213877697842	0.481325823647482
BA.2	2023-02-19	0.992663439353028	5.67913627928777	-0.112661870503597	1.93183877697842	0.481325823647482
BA.2	2023-02-26	0.993623879779598	5.72537652347482	-0.212661870503597	1.98653877697842	0.481325823647482
BA.2	2023-03-05	0.994496302111377	5.69252517747482	0.0673381294964028	1.94213877697842	0.481325823647482
BA.2	2023-03-12	0.995033613493057	5.76488516247482	-0.212661870503597	2.03130877697842	0.481325823647482
BA.2	2023-03-19	0.995613881083919	5.74889511306475	-0.212661870503597	2.00833877697842	0.481325823647482
BA.2	2023-03-26	0.99610717761285	5.70577234847482	-0.112661870503597	1.94213877697842	0.481325823647482
BA.2	2023-04-02	0.996637524227005	5.74499965247482	-0.212661870503597	2.00833877697842	0.481325823647482
BA.2	2023-04-16	0.997455076719471	5.73218372680576	-0.212661870503597	2.05706877697842	0.481325823647482
BA.2	2023-04-30	0.998125624705718	5.87359843547482	-0.212661870503597	2.09619877697842	0.481325823647482
BA.4/5	2022-04-17	0.0007726653653353	0.460958065256318	0.0064179104477611	0.0535141518215375	-0.0016141669303482
BA.4/5	2022-04-24	0.0010267891272919	0.447471967731342	0.0064179104477611	0.0128760199004976	-0.0016141669303482
BA.4/5	2022-05-01	0.0015583216474304	0.460958065256318	0.0064179104477611	-0.0187039800995025	-0.0016141669303482
BA.4/5	2022-05-08	0.0023234164221541	0.488839177940298	0.0064179104477611	0.0128760199004976	-0.0016141669303482
BA.4/5	2022-05-15	0.0035888286774876	0.486414908089551	0.0064179104477611	0.0136060199004976	-0.0016141669303482
BA.4/5	2022-05-22	0.0057081865691786	0.460958065256318	0.0064179104477611	0.0128760199004976	-0.0016141669303482
BA.4/5	2022-05-29	0.0092902833611003	0.457648324089551	0.0064179104477611	0.0120454660371612	-0.0016141669303482
BA.4/5	2022-06-05	0.0158410093242574	0.47704108074388	0.0064179104477611	0.0128760199004976	-0.0016141669303482
BA.4/5	2022-06-12	0.0266761015043334	0.448741887148574	0.0064179104477611	0.0128760199004976	-0.0016141669303482
BA.4/5	2022-06-19	0.0461139949069887	0.448741887148574	0.0064179104477611	0.0128760199004976	-0.0016141669303482
BA.4/5	2022-06-26	0.0761567221584624	0.456724387089551	0.0064179104477611	0.0128760199004976	-0.0016141669303482
BA.4/5	2022-07-03	0.118143158179986	0.460958065256318	0.0064179104477611	0.0136060199004976	-0.0016141669303482
BA.4/5	2022-07-10	0.171124910446126	0.458318482089551	0.0064179104477611	0.0136060199004976	-0.0016141669303482
BA.4/5	2022-07-17	0.233427035650308	0.466270662089551	0.0064179104477611	0.0213760199004975	-0.0016141669303482
BA.4/5	2022-07-24	0.301421337699046	0.466270662089551	0.0064179104477611	0.0172760199004975	-0.0016141669303482
BA.4/5	2022-07-31	0.371226627199615	0.466270662089551	0.0064179104477611	0.0222860199004975	-0.0016141669303482
BA.4/5	2022-08-07	0.437230536164044	0.457648324089551	0.0064179104477611	0.0327460199004975	-0.0016141669303482
BA.4/5	2022-08-14	0.497555661799177	0.478523345522387	0.0064179104477611	0.0222860199004975	-0.0016141669303482
BA.4/5	2022-08-21	0.550385130217803	0.480593733218904	0.0064179104477611	0.0312860199004975	-0.0016141669303482
BA.4/5	2022-08-28	0.598076594265396	0.476503173218904	0.0064179104477611	0.0386260199004975	-0.0016141669303482
BA.4/5	2022-09-04	0.638220231200474	0.482230259089551	0.0064179104477611	0.0497860199004975	-0.0016141669303482
BA.4/5	2022-09-11	0.673045371144762	0.496418721089551	0.0064179104477611	0.0505010199004976	-0.0016141669303482
BA.4/5	2022-09-18	0.703740509992904	0.497853121360644	0.0064179104477611	0.0535760199004975	-0.0016141669303482
BA.4/5	2022-09-25	0.733695153955296	0.500611814601989	0.0064179104477611	0.0535760199004975	-0.0016141669303482
BA.4/5	2022-10-02	0.762127685843745	0.527133240089551	0.0064179104477611	0.0535760199004975	-0.0016141669303482
BA.4/5	2022-10-09	0.789118509569595	0.576934640985074	0.0064179104477611	0.0535760199004975	-0.0016141669303482
BA.4/5	2022-10-16	0.814070008699911	0.576934640985074	0.0064179104477611	0.0535760199004975	-0.0016141669303482
BA.4/5	2022-10-23	0.836044905350946	0.581530835114427	0.0064179104477611	0.0535760199004975	-0.0016141669303482
BA.4/5	2022-10-30	0.854766856914265	0.596912773089551	0.0064179104477611	0.0643560199004975	0.0171139060696517
BA.4/5	2022-11-06	0.870860115177717	0.612482040089551	0.0064179104477611	0.0681760199004975	0.0183246610696517
BA.4/5	2022-11-13	0.885816935417265	0.632943952985074	0.0064179104477611	0.0696660199004975	0.0862619570696517
BA.4/5	2022-11-20	0.900548535392476	0.639381454865671	0.0064179104477611	0.0676260199004975	0.0956048390696517
BA.4/5	2022-11-27	0.914870296283948	0.652567081985074	0.0064179104477611	0.0810760199004975	0.132537678069652
BA.4/5	2022-12-04	0.928165587301983	0.664286734985074	0.0064179104477611	0.0887860199004975	0.146601063069652
BA.4/5	2022-12-11	0.940994742055413	0.656351071985074	0.0064179104477611	0.0810760199004975	0.134277065069652
BA.4/5	2022-12-18	0.953369480281985	0.682179086985074	0.0064179104477611	0.0861560199004974	0.146601063069652
BA.4/5	2022-12-25	0.964353148520923	0.682179086985074	0.0064179104477611	0.0885460199004975	0.146601063069652
BA.4/5	2023-01-01	0.972636483198768	0.674353625089551	0.0064179104477611	0.0885460199004975	0.146601063069652
BA.4/5	2023-01-08	0.979997388372107	0.689269653761193	0.0064179104477611	0.0967760199004975	0.146601063069652
BA.4/5	2023-01-15	0.985796270029308	0.699575528985074	0.0064179104477611	0.110626019900498	0.146601063069652
BA.4/5	2023-01-22	0.99001695347058	0.709212837985074	0.0064179104477611	0.119526019900498	0.146601063069652
BA.4/5	2023-01-29	0.992613573272326	0.700948202985074	0.0064179104477611	0.122916019900498	0.146601063069652
BA.4/5	2023-02-05	0.994475361946352	0.716333982985074	0.0064179104477611	0.143046019900498	0.146601063069652
BA.4/5	2023-02-12	0.995802972902103	0.725936822696516	0.0064179104477611	0.155506019900498	0.146601063069652
BA.4/5	2023-02-19	0.996802462451057	0.721434381985074	0.0064179104477611	0.143046019900498	0.146601063069652
BA.4/5	2023-02-26	0.997573846089908	0.716333982985074	0.0064179104477611	0.122916019900498	0.146601063069652
BA.4/5	2023-03-05	0.998085373291609	0.733344708985074	0.0064179104477611	0.141676019900498	0.146601063069652
BA.4/5	2023-03-12	0.99846378593688	0.756737289985074	0.0064179104477611	0.157776019900498	0.146601063069652
BQ.1	2022-09-11	0.002497626652108	0.462134915690752	-0.0004046242774566	0.0680102788763817	-0.0500183552713978
BQ.1	2022-09-18	0.0040265096607245	0.478312209121387	-0.0004046242774566	0.0680181328135502	-0.0501128749959099
BQ.1	2022-09-25	0.007081685319697	0.535217819254335	-0.0004046242774566	0.0679695898043039	-0.0499588600337601
BQ.1	2022-10-02	0.0128173566472722	0.521805351121387	-0.0004046242774566	0.0955258959537572	0.0980660769132948
BQ.1	2022-10-09	0.0223458675124832	0.521805351121387	-0.0004046242774566	0.0680258959537572	0.0980660769132948
BQ.1	2022-10-16	0.0362761704333638	0.543207110578035	-0.0004046242774566	0.102925895953757	0.0980660769132948
BQ.1	2022-10-23	0.0540692884413193	0.521805351121387	-0.0004046242774566	0.109635895953757	0.0980660769132948
BQ.1	2022-10-30	0.0755470239812559	0.536477766254335	-0.0004046242774566	0.124975895953757	0.0980660769132948
BQ.1	2022-11-06	0.103339577630996	0.536477766254335	-0.0004046242774566	0.121125895953757	0.0980660769132948
BQ.1	2022-11-13	0.139712599908335	0.534397989254335	-0.0004046242774566	0.132485895953757	0.0980660769132948
BQ.1	2022-11-20	0.186862433617079	0.527040592254335	-0.0004046242774566	0.132485895953757	0.0980660769132948
BQ.1	2022-11-27	0.246422094663549	0.542111050254335	-0.0004046242774566	0.138925895953757	0.0980660769132948
BQ.1	2022-12-04	0.3237438259822	0.541690224254335	-0.0004046242774566	0.138925895953757	0.0980660769132948
BQ.1	2022-12-11	0.415127745451279	0.543770431254335	-0.0004046242774566	0.132485895953757	0.0980660769132948
BQ.1	2022-12-18	0.516340962087118	0.547079039722543	-0.0004046242774566	0.137025895953757	0.0980660769132948
BQ.1	2022-12-25	0.617224347833066	0.552305054254335	-0.0004046242774566	0.147305895953757	0.0980660769132948
BQ.1	2023-01-01	0.711648967877873	0.548824635254335	-0.0004046242774566	0.155125895953757	0.0980660769132948
BQ.1	2023-01-08	0.787075434966652	0.547079039722543	-0.0004046242774566	0.147305895953757	0.0980660769132948
BQ.1	2023-01-15	0.845208888877442	0.548824635254335	-0.0004046242774566	0.152185895953757	0.0980660769132948
BQ.1	2023-01-22	0.886518481193394	0.556336588254335	-0.0004046242774566	0.157225895953757	0.0980660769132948
BQ.1	2023-01-29	0.914554463162733	0.555867521121387	-0.0004046242774566	0.167865895953757	0.0980660769132948
BQ.1	2023-02-05	0.935066144197758	0.574198011254335	-0.0004046242774566	0.193025895953757	0.0980660769132948
BQ.1	2023-02-12	0.950547015641529	0.574198011254335	-0.0004046242774566	0.194025895953757	0.0980660769132948
BQ.1	2023-02-19	0.963421509396915	0.574210009254335	-0.0004046242774566	0.183925895953757	0.0980660769132948
BQ.1	2023-02-26	0.972933116107422	0.577368345254335	-0.0004046242774566	0.196025895953757	0.0980660769132948
BQ.1	2023-03-05	0.979589495360647	0.578729920121387	-0.0004046242774566	0.238005895953757	0.0980660769132948
BQ.1	2023-03-12	0.98466065518186	0.597702649780347	-0.0004046242774566	0.236845895953757	0.0980660769132948
BQ.1	2023-03-19	0.988277701425255	0.592637303254335	-0.0004046242774566	0.230205895953757	0.0980660769132948
BQ.1	2023-03-26	0.990972775038605	0.600707699254335	-0.0004046242774566	0.230035895953757	0.0980660769132948
BQ.1	2023-04-02	0.993192444612787	0.600707699254335	-0.0004046242774566	0.204435895953757	0.0980660769132948
XBB	2022-11-06	0.0137570727299399	0.597830596666489	-0.0052797202797206	0.0240257703962703	-0.0007190837272726
XBB	2022-11-13	0.017360193189214	0.600433658541118	-0.0052797202797206	0.0240196455435023	-0.0007190837272726
XBB	2022-11-20	0.0216924820124356	0.597830596666489	-0.0052797202797206	0.0240071324034387	-0.0007190837272726
XBB	2022-11-27	0.0276776923408443	0.732667803884616	-0.0052797202797206	0.0231406640132914	-0.0007190837272726
XBB	2022-12-04	0.0364871945945005	0.757067579493007	-0.0052797202797206	0.0240134335042181	-0.0007190837272726
XBB	2022-12-11	0.0483420084336463	0.828530880828671	-0.0052797202797206	0.0240257703962703	-0.0007190837272726
XBB	2022-12-18	0.0614857667040256	0.835482575912588	-0.0052797202797206	0.0240288006993006	-0.0007190837272726
XBB	2022-12-25	0.0749181046356508	0.916177010562937	-0.0052797202797206	0.0439688006993006	-0.0007190837272726
XBB	2023-01-01	0.0903192742961189	0.943234630828671	0.474720279720279	0.0984788006993006	-0.0002712577272726
XBB	2023-01-08	0.1080014171226	1.00817180182867	0.734720279720279	0.1809488006993	0.0158531572727273
XBB	2023-01-15	0.130262760972363	1.00494261982867	0.734720279720279	0.170128800699301	0.0158531572727273
XBB	2023-01-22	0.154472655428889	1.03319251387762	0.734720279720279	0.202058800699301	0.0158531572727273
XBB	2023-01-29	0.179058720292421	1.04260535682867	0.734720279720279	0.232408800699301	0.0158531572727273
XBB	2023-02-05	0.204069963890286	1.03446413882867	0.734720279720279	0.223058800699301	0.0158531572727273
XBB	2023-02-12	0.231718438034386	1.05343625582867	0.734720279720279	0.232878800699301	0.0158531572727273
XBB	2023-02-19	0.260707473264057	1.06028346782867	0.734720279720279	0.240288800699301	0.0158531572727273
XBB	2023-02-26	0.291851365537719	1.08506187056294	0.734720279720279	0.244308800699301	0.0158531572727273
XBB	2023-03-05	0.323932263374969	1.08506187056294	0.734720279720279	0.246878800699301	0.0158531572727273
XBB	2023-03-12	0.354390136178817	1.08797106082867	0.734720279720279	0.2477488006993	0.0158531572727273
XBB	2023-03-19	0.383921693114352	1.0926511981014	0.734720279720279	0.246878800699301	0.0158531572727273
XBB	2023-03-26	0.412981885482358	1.09621958082867	0.734720279720279	0.271028800699301	0.0158531572727273
XBB	2023-04-02	0.444731837465155	1.11098840882867	0.734720279720279	0.257768800699301	0.0158531572727273
XBB	2023-04-09	0.47707123490314	1.11348427882867	0.734720279720279	0.2607688006993	0.0158531572727273
XBB	2023-04-16	0.50917310391065	1.13538954282867	0.734720279720279	0.269323800699301	0.0158531572727273
XBB	2023-04-23	0.541236934443429	1.13947529082168	0.734720279720279	0.265228800699301	0.0158531572727273
XBB	2023-04-30	0.572466413182671	1.14267702082867	0.734720279720279	0.269323800699301	0.0158531572727273
XBB	2023-05-07	0.60152552602388	1.15249530482867	0.734720279720279	0.271028800699301	0.0158531572727273
XBB	2023-05-14	0.62611683011521	1.19348035958392	0.734720279720279	0.271028800699301	0.0158531572727273
XBB	2023-05-21	0.646628465229193	1.19530012020629	0.734720279720279	0.271028800699301	0.0158531572727273
XBB	2023-05-28	0.662786900415541	1.20778102431119	0.734720279720279	0.271028800699301	0.0158531572727273
XBB	2023-06-04	0.677070079765337	1.24432814682867	0.734720279720279	0.271028800699301	0.0158531572727273
XBB	2023-06-11	0.688072842791171	1.30403826582867	0.734720279720279	0.271028800699301	0.0158531572727273
XBB	2023-06-18	0.698082341476061	1.30403826582867	0.734720279720279	0.273748800699301	0.0158531572727273
XBB	2023-06-25	0.706568790350102	1.33355846882867	0.734720279720279	0.271028800699301	0.0158531572727273
XBB	2023-07-02	0.715826180364483	1.38412189258392	0.734720279720279	0.271028800699301	0.0158531572727273
XBB	2023-07-09	0.725016733580486	1.43074321578671	0.734720279720279	0.282578800699301	0.0158531572727273
XBB	2023-07-16	0.735473766839631	1.44154120478671	0.734720279720279	0.273748800699301	0.0158531572727273
XBB	2023-07-23	0.748339678377281	1.47018638147902	0.734720279720279	0.273748800699301	0.0158531572727273
XBB	2023-07-30	0.769733076635653	1.48161112752098	0.734720279720279	0.280978800699301	0.0158531572727273
XBB	2023-08-06	0.789124787129616	1.52836568882867	0.734720279720279	0.280978800699301	0.0158531572727273
XBB	2023-08-13	0.808094286384062	1.59841432682867	0.734720279720279	0.289628800699301	0.0158531572727273
XBB	2023-08-20	0.821409639173909	1.65943888941608	0.734720279720279	0.282688800699301	0.0158531572727273
XBB	2023-08-27	0.838245126051891	1.69096054293357	0.734720279720279	0.296208800699301	0.0158531572727273
XBB	2023-09-03	0.854325944725539	1.69659163593357	0.724720279720279	0.312488800699301	0.0158531572727273
XBB	2023-09-10	0.86650569839245	1.75248621782867	0.724720279720279	0.313118800699301	0.0297022132727273
XBB	2023-09-17	0.875194908991709	1.77354142437413	0.724720279720279	0.321588800699301	0.0352645112727273
XBB	2023-09-24	0.882431130516197	1.77354142437413	0.724720279720279	0.321588800699301	0.0352645112727273
XBB	2023-10-01	0.89022044634658	1.78976363937413	0.604720279720279	0.335788800699301	0.0358757232727273
XBB	2023-10-08	0.898051024923363	1.89005883893357	0.534720279720279	0.335788800699301	0.0358757232727273
XBB	2023-10-15	0.905506398935066	1.82189481482867	0.474720279720279	0.343188800699301	0.0358757232727273
XBB	2023-10-22	0.912537818901046	1.89005883893357	0.474720279720279	0.343188800699301	0.0687393332727273
XBB	2023-10-29	0.919573091270432	1.92469204982867	0.474720279720279	0.348188800699301	0.0693505452727274
XBB	2023-11-05	0.926916887925981	1.94242230627622	0.474720279720279	0.352548800699301	0.0693505452727274
XBB	2023-11-12	0.935210658586514	1.96911481447902	0.474720279720279	0.354808800699301	0.0693505452727274
XBB	2023-11-19	0.944282588664557	1.9597836934021	0.474720279720279	0.360098800699301	0.0693505452727274
XBB	2023-11-26	0.954150838177711	1.9827977294021	0.474720279720279	0.353138800699301	0.0693505452727274
XBB	2023-12-03	0.964172912896115	1.96874740893357	0.474720279720279	0.363128800699301	0.0693505452727274
XBB	2023-12-31	0.993110865846972	2.0099136814021	0.264720279720279	0.377248800699301	0.0693505452727274
XBB	2024-01-07	0.995750383868132	1.9931063534021	0.264720279720279	0.384638800699301	0.0693505452727274
XBB	2024-01-14	0.997372878642854	1.93612780693357	0.284720279720279	0.368948800699301	0.0693505452727274
XBB	2024-01-21	0.998371608943677	1.9544546474021	0.214720279720279	0.392228800699301	0.0693505452727274
XBB	2023-12-10	0.973928022496928	1.99893775182867	0.464720279720279	0.359273800699301	0.0693505452727274
XBB	2023-12-17	0.982444862272793	1.9732333154021	0.464720279720279	0.379468800699301	0.0693505452727274
XBB	2023-12-24	0.988950151483964	2.00675418437413	0.464720279720279	0.359428800699301	0.0693505452727274
XBB	2024-01-28	0.99893833864554	1.95166062882867	0.214720279720279	0.359428800699301	0.0693505452727274
XBB	2022-10-30	0.0110307239749857	0.566719724423077	-0.0052797202797206	0.0240196455435023	-0.0007190837272726
XBB	2022-10-23	0.0090828513237512	0.600433658541118	-0.0052797202797206	0.0240196455435023	-0.0007190837272726
XBB	2022-10-09	0.004607474166093	0.592066334779721	-0.0052887989203782	0.0240196455435023	-0.0007190837272726
XBB	2022-10-16	0.0068135398819119	0.592066334779721	-0.0052797202797206	0.0240257703962703	-0.0007190837272726
XBB	2022-10-02	0.0023964264573398	0.565086219370691	-0.0052887989203782	0.0240196455435023	-0.0007088916986013
