VOC	Date	InfectionProportion	HaploMid_AntigenicDistanceABS	HaploMid_ChangeACE2binding	HaploMid_ChangeCellEntry	HaploMid_ChangeImmuneEscape
WT	2020-11-08	0.439806669824025	0.476755020064935	0.0009090909090909	-0.0237493506493506	-0.001460566077922
WT	2020-11-15	0.473410340668171	0.488740611064935	0.0009090909090909	-0.0324493506493506	-0.001460566077922
WT	2020-11-22	0.507430340269146	0.489813963064935	0.0009090909090909	-0.0269493506493506	-0.001460566077922
WT	2020-11-29	0.541642980945069	0.499292731064935	0.0009090909090909	-0.0370493506493506	-0.001460566077922
WT	2020-12-06	0.576966608008618	0.500685553064935	0.0009090909090909	-0.0270493506493506	-0.001460566077922
WT	2020-12-13	0.611393811211892	0.500381411064935	0.0009090909090909	-0.0324493506493506	-0.001460566077922
WT	2020-12-20	0.642545405577149	0.508770969064935	0.0009090909090909	-0.0339493506493506	-0.001460566077922
WT	2020-12-27	0.673723403039022	0.508770969064935	0.0009090909090909	-0.0266493506493505	-0.001460566077922
WT	2021-01-03	0.703897193093654	0.510454971064935	0.0009090909090909	-0.0353493506493506	-0.001460566077922
WT	2021-01-10	0.735328697599812	0.512134410064935	0.0009090909090909	-0.0270493506493506	-0.001460566077922
WT	2021-01-17	0.764614500591222	0.519528628064935	0.0009090909090909	-0.0358493506493506	-0.001460566077922
