VOC	Date	InfectionProportion	HaploMax_AntigenicDistanceABS	HaploMax_ChangeACE2binding	HaploMax_ChangeCellEntry	HaploMax_ChangeImmuneEscape	AdvHaploMax_AntigenicDistanceABS	AdvHaploMax_ChangeACE2binding	AdvHaploMax_ChangeCellEntry	AdvHaploMax_ChangeImmuneEscape	Cha_AntigenicDistanceABS	Cha_ChangeACE2binding	Cha_ChangeCellEntry	Cha_ChangeImmuneEscape
WT	2021-03-14	0.870879967849828	3.27621007583117	1.63090909090909	1.15665064935065	0.371070084922078	3.18583036983117	1.21090909090909	1.15665064935065	0.371070084922078	0.0903797060000002	0.42	0	0
WT	2021-03-21	0.878654344171937	3.20061328783117	1.21090909090909	1.15665064935065	0.371070084922078	3.19509032083117	1.21090909090909	1.15665064935065	0.371070084922078	0.0055229670000001	0	0	0
WT	2021-03-28	0.886802783450613	3.35852646583117	1.21090909090909	1.15665064935065	0.371070084922078	3.35852646583117	1.21090909090909	1.15665064935065	0.365414853922078	0	0	0	0.00565523099999998
WT	2021-04-04	0.896255625060516	3.36719082183117	1.21090909090909	1.15665064935065	0.371070084922078	3.35852646583117	1.21090909090909	1.15665064935065	0.365414853922078	0.00866435600000015	0	0	0.00565523099999998
WT	2021-04-11	0.906419989048229	3.36719082183117	1.21090909090909	1.15665064935065	0.371070084922078	3.35852646583117	1.21090909090909	1.15665064935065	0.365414853922078	0.00866435600000015	0	0	0.00565523099999998
WT	2021-04-25	0.925778448467758	3.36719082183117	1.21090909090909	1.15665064935065	0.371070084922078	3.29066079183117	1.21090909090909	1.15665064935065	0.365414853922078	0.0765300300000002	0	0	0.00565523099999998
WT	2021-05-02	0.935318635462346	3.49325047283117	1.21090909090909	1.48375064935065	0.371070084922078	3.27621007583117	1.21090909090909	1.15665064935065	0.365414853922078	0.217040397	0	0.3271	0.00565523099999998
WT	2021-05-09	0.943785044803552	3.55046168683117	1.21090909090909	1.15665064935065	0.371070084922078	3.55046168683117	1.21090909090909	1.15665064935065	0.365414853922078	0	0	0	0.00565523099999998
WT	2021-05-16	0.950844627656636	3.68035773983117	1.21090909090909	1.48375064935065	0.371070084922078	3.68035773983117	1.21090909090909	1.48375064935065	0.365414853922078	0	0	0	0.00565523099999998
WT	2021-05-23	0.956925641513222	3.55046168683117	1.21090909090909	1.48375064935065	0.371070084922078	3.55046168683117	1.21090909090909	1.48375064935065	0.365414853922078	0	0	0	0.00565523099999998
WT	2021-05-30	0.96175908935339	3.55046168683117	1.21090909090909	1.32585064935065	0.371070084922078	3.55046168683117	1.21090909090909	0.735450649350649	0.365414853922078	0	0	0.590400000000001	0.00565523099999998
WT	2021-06-06	0.966181081039943	3.55046168683117	1.21090909090909	1.48375064935065	0.371070084922078	3.55046168683117	1.21090909090909	1.48375064935065	0.365414853922078	0	0	0	0.00565523099999998
WT	2021-06-13	0.970182320703055	3.68035773983117	1.21090909090909	1.48375064935065	0.365414853922078	3.68035773983117	1.21090909090909	1.48375064935065	0.344769450922078	0	0	0	0.020645403
WT	2021-06-20	0.974291133519919	3.68035773983117	1.21090909090909	1.48375064935065	0.385841311922078	3.68035773983117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0
WT	2021-06-27	0.977486644420581	3.68035773983117	1.21090909090909	1.48375064935065	0.385841311922078	3.68035773983117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0
WT	2021-07-04	0.980481174033874	3.68035773983117	1.21090909090909	1.32585064935065	0.385841311922078	3.55046168683117	1.21090909090909	0.541950649350649	0.365414853922078	0.129896053	0	0.783900000000001	0.020426458
WT	2021-07-11	0.982970177064692	3.68035773983117	1.21090909090909	1.48375064935065	0.385841311922078	3.55046168683117	1.21090909090909	0.50735064935065	0.342005953922078	0.129896053	0	0.9764	0.043835358
WT	2021-07-18	0.985886936870902	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078	3.74197847883117	1.21090909090909	0.541950649350649	0.342005953922078	0	0	0.941800000000001	0.043835358
WT	2021-07-25	0.987582943451297	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078
WT	2021-08-01	0.988857939882002	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078
WT	2021-08-08	0.991582202239348	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078
WT	2021-08-15	0.992847255769639	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078
WT	2021-08-29	0.995343231922287	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078
WT	2021-09-12	0.995977723498825	3.74197847883117	1.21090909090909	0.884750649350649	0.385841311922078	0	0	0	0	3.74197847883117	1.21090909090909	0.884750649350649	0.385841311922078
WT	2021-09-19	0.996229440429615	3.74197847883117	1.21090909090909	0.884750649350649	0.385841311922078	0	0	0	0	3.74197847883117	1.21090909090909	0.884750649350649	0.385841311922078
WT	2021-04-18	0.916186691603811	3.36719082183117	1.21090909090909	1.15665064935065	0.371070084922078	3.35852646583117	1.21090909090909	1.15665064935065	0.365414853922078	0.00866435600000015	0	0	0.00565523099999998
WT	2021-08-22	0.994860972306211	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078	0	0	0	0	3.74197847883117	1.21090909090909	1.48375064935065	0.385841311922078
WT	2021-09-05	0.995707579563036	3.74197847883117	1.21090909090909	1.32645064935065	0.385841311922078	0	0	0	0	3.74197847883117	1.21090909090909	1.32645064935065	0.385841311922078
Alpha	2020-11-15	0.0030841097687274	0.376884772504174	0.202621035058431	0.439406176961603	0.0237711184674457	0.268277225196995	0.0019532554257095	0.254497996661102	0	0.108607547307179	0.200667779632721	0.184908180300501	0.0237711184674457
Alpha	2020-11-22	0.005215635738535	0.376884772504174	0.202621035058431	0.355083639398998	0.0237711184674457	0.201338985928214	0.0019532554257095	0.254497996661102	0	0.17554578657596	0.200667779632721	0.100585642737896	0.0237711184674457
Alpha	2020-11-29	0.0078501829004251	0.393579830928214	0.202621035058431	0.338383639398998	0.0237711184674457	0.393579830928214	0.0019532554257095	0.254497996661102	0	0	0.200667779632721	0.083885642737896	0.0237711184674457
Alpha	2020-12-06	0.0099417540274917	0.430508204928214	0.202621035058431	0.573683639398999	0.0237711184674457	0.430508204928214	0.0019532554257095	0.254497996661102	3.94384974958264E-05	0	0.200667779632721	0.319185642737897	0.0237316799699499
Alpha	2020-12-13	0.016507335642114	0.690479318928213	0.202621035058431	0.443883639398998	0.0237711184674457	0.690479318928213	0.0019532554257095	0.419783639398998	0.0036280189599332	0	0.200667779632721	0.0241	0.0201430995075125
Alpha	2020-12-20	0.0287266010065659	0.430508204928214	0.22195325542571	0.573683639398999	0.333814023497496	0.430508204928214	0.22195325542571	0.573683639398999	0.0409526044974958	0	0	0	0.292861419
Alpha	2020-12-27	0.0401159929906239	0.690479318928213	0.22195325542571	0.573683639398999	0.0905458614974958	0.430508204928214	0.22195325542571	0.573683639398999	0.0905458614974958	0.259971113999999	0	0	0
Alpha	2021-01-03	0.0558329636913635	0.720981502263773	0.22195325542571	0.573683639398999	0.333814023497496	0.720981502263773	0.22195325542571	0.573683639398999	0.333814023497496	0	0	0	0
Alpha	2021-01-10	0.0729970554567519	0.861822904928214	0.202621035058431	0.698883639398999	0.333814023497496	0.672000812928214	0.14195325542571	0.698883639398999	0.0905458614974958	0.189822092	0.060667779632721	0	0.243268162
Alpha	2021-01-17	0.0941532921113684	0.720981502263773	0.22195325542571	0.573683639398999	0.333814023497496	0.720981502263773	0.22195325542571	0.573683639398999	0.333814023497496	0	0	0	0
Alpha	2021-01-24	0.116574843904662	0.720981502263773	0.26195325542571	0.698883639398999	0.333814023497496	0.720981502263773	0.26195325542571	0.573683639398999	0.333814023497496	0	0	0.1252	0
Alpha	2021-01-31	0.144327018273863	0.720981502263773	0.26195325542571	0.731683639398998	0.333814023497496	0.720981502263773	0.26195325542571	0.573683639398999	0.333814023497496	0	0	0.157999999999999	0
Alpha	2021-02-07	0.166337536864871	0.720981502263773	0.26195325542571	0.731683639398998	0.333814023497496	0.720981502263773	0.26195325542571	0.573683639398999	0.333814023497496	0	0	0.157999999999999	0
Alpha	2021-02-14	0.188130339499306	0.829438995263773	0.32195325542571	0.731683639398998	0.333814023497496	0.829438995263773	0.32195325542571	0.639183639398999	0.333814023497496	0	0	0.092499999999999	0
Alpha	2021-02-21	0.211756074600579	0.720981502263773	0.32195325542571	0.731683639398998	0.333814023497496	0.720981502263773	0.32195325542571	0.731683639398998	0.333814023497496	0	0	0	0
Alpha	2021-02-28	0.23699623002629	0.801254678928214	0.32195325542571	0.915483639398999	0.333814023497496	0.720981502263773	0.32195325542571	0.731683639398998	0.333814023497496	0.080273176664441	0	0.183800000000001	0
Alpha	2021-03-07	0.26575874398355	0.849566893928214	0.351953255425709	0.731683639398998	0.333814023497496	0.720981502263773	0.26195325542571	0.731683639398998	0.333814023497496	0.128585391664441	0.089999999999999	0	0
Alpha	2021-03-14	0.299585412608674	0.801254678928214	0.351953255425709	0.915483639398999	0.333814023497496	0.801254678928214	0.351953255425709	0.915483639398999	0.333814023497496	0	0	0	0
Alpha	2021-03-21	0.339490225269342	0.849566893928214	0.351953255425709	0.915483639398999	0.333814023497496	0.801254678928214	0.351953255425709	0.915483639398999	0.333814023497496	0.048312215	0	0	0
Alpha	2021-03-28	0.38490902806519	0.849566893928214	0.351953255425709	0.731683639398998	0.333814023497496	0.829438995263773	0.351953255425709	0.731683639398998	0.333814023497496	0.0201278986644411	0	0	0
Alpha	2021-04-04	0.434398834933946	1.102845729399	0.32195325542571	0.731683639398998	0.347851018497496	1.102845729399	0.32195325542571	0.626883639398998	0.347851018497496	0	0	0.1048	0
Alpha	2021-04-11	0.48968683963499	1.102845729399	0.32195325542571	0.915483639398999	0.347851018497496	1.102845729399	0.26195325542571	0.915483639398999	0.347851018497496	0	0.06	0	0
Alpha	2021-04-18	0.553729667813975	1.102845729399	0.32195325542571	0.915483639398999	0.347851018497496	1.102845729399	0.26195325542571	0.915483639398999	0.347851018497496	0	0.06	0	0
Alpha	2021-04-25	0.623139986518016	1.102845729399	0.351953255425709	0.915483639398999	0.347851018497496	1.102845729399	0.22195325542571	0.915483639398999	0.347851018497496	0	0.129999999999999	0	0
Alpha	2021-05-02	0.693154341670314	1.102845729399	0.351953255425709	0.915483639398999	0.347851018497496	1.102845729399	0.22195325542571	0.915483639398999	0.347851018497496	0	0.129999999999999	0	0
Alpha	2021-05-09	0.758514450859424	1.102845729399	0.351953255425709	0.915483639398999	0.347851018497496	1.102845729399	0.14195325542571	0.915483639398999	0.347851018497496	0	0.209999999999999	0	0
Alpha	2021-05-16	0.817988594948361	1.102845729399	0.351953255425709	0.915483639398999	0.347851018497496	1.102845729399	0.14195325542571	0.915483639398999	0.347851018497496	0	0.209999999999999	0	0
Alpha	2021-05-23	0.865808138048605	1.102845729399	0.351953255425709	0.915483639398999	0.347851018497496	1.102845729399	0.14195325542571	0.731683639398998	0.347851018497496	0	0.209999999999999	0.183800000000001	0
Alpha	2021-05-30	0.901282248537643	1.102845729399	0.32195325542571	0.915483639398999	0.347851018497496	1.102845729399	0.14195325542571	0.731683639398998	0.347851018497496	0	0.18	0.183800000000001	0
Alpha	2021-06-06	0.926524642878857	1.102845729399	0.32195325542571	0.915483639398999	0.347851018497496	1.102845729399	0.14195325542571	0.731683639398998	0.347851018497496	0	0.18	0.183800000000001	0
Alpha	2021-06-13	0.94631877122949	1.102845729399	0.32195325542571	0.915483639398999	0.347851018497496	1.102845729399	0.0319532554257095	0.731683639398998	0.347851018497496	0	0.290000000000001	0.183800000000001	0
Alpha	2021-06-20	0.962099040937448	1.292399137399	0.351953255425709	0.915483639398999	0.347851018497496	0.632297676928214	0.351953255425709	0.731683639398998	0.333814023497496	0.660101460470786	0	0.183800000000001	0.014036995
Alpha	2021-06-27	0.972412737601316	1.292399137399	0.351953255425709	0.915483639398999	0.347851018497496	0	0	0	0	1.292399137399	0.351953255425709	0.915483639398999	0.347851018497496
Alpha	2021-07-04	0.97957974372791	1.292399137399	0.351953255425709	0.915483639398999	0.347851018497496	0	0	0	0	1.292399137399	0.351953255425709	0.915483639398999	0.347851018497496
Alpha	2021-07-11	0.985466990992442	1.292399137399	0.351953255425709	0.915483639398999	0.347851018497496	0	0	0	0	1.292399137399	0.351953255425709	0.915483639398999	0.347851018497496
Alpha	2021-07-18	0.990093034428592	1.292399137399	0.351953255425709	0.731683639398998	0.347851018497496	0	0	0	0	1.292399137399	0.351953255425709	0.731683639398998	0.347851018497496
Alpha	2021-07-25	0.993216078878003	1.292399137399	0.351953255425709	0.915483639398999	0.347851018497496	0	0	0	0	1.292399137399	0.351953255425709	0.915483639398999	0.347851018497496
Alpha	2021-08-01	0.995514373395229	1.292399137399	0.351953255425709	0.731683639398998	0.347851018497496	0	0	0	0	1.292399137399	0.351953255425709	0.731683639398998	0.347851018497496
Alpha	2021-08-08	0.996644936139659	1.292399137399	0.28195325542571	0.573683639398999	0.347851018497496	0	0	0	0	1.292399137399	0.28195325542571	0.573683639398999	0.347851018497496
Alpha	2021-08-15	0.998618148165963	0.672551404928214	0.28195325542571	0.731683639398998	0.333814023497496	0	0	0	0	0.672551404928214	0.28195325542571	0.731683639398998	0.333814023497496
Alpha	2021-08-22	0.999093303068541	1.292399137399	0.28195325542571	0.639183639398999	0.347851018497496	0	0	0	0	1.292399137399	0.28195325542571	0.639183639398999	0.347851018497496
Delta	2021-03-14	0.0007087624388492	1.02160651094647	0.276758104738155	0.695081393877116	0.076489448798005	0.762852686295363	0.0060847880299251	0.257337008981306	0	0.258753824651107	0.27067331670823	0.43774438489581	0.076489448798005
Delta	2021-03-21	0.0007650231192402	1.17356559417207	0.0060847880299251	0.704617456359102	0.001985196127182	0.845836393543642	0.0060847880299251	0.271737465546659	0	0.327729200628428	0	0.432879990812443	0.001985196127182
Delta	2021-03-28	0.0008146509601215	1.37564390427681	0.0060847880299251	0.271737465546659	0	0.58016815490218	0.0060847880299251	0.248128034608909	0	0.79547574937463	0	0.02360943093775	0
Delta	2021-04-04	0.0009328208655486	1.32404881048629	0.276084788029925	0.433717456359102	0.130001205127182	0.58016815490218	0.0060847880299251	0.248128034608909	0	0.74388065558411	0.27	0.185589421750193	0.130001205127182
Delta	2021-04-11	0.0012799999594956	1.85149026621446	0.0060847880299251	0.507717456359102	0.130001205127182	0.845836393543642	0.0060847880299251	0.248128034608909	0	1.00565387267082	0	0.259589421750193	0.130001205127182
Delta	2021-04-18	0.0019251209995809	1.32404881048629	0.166084788029925	0.535217456359102	0.076297781127182	1.03349791548629	0.0060847880299251	0.248128034608909	0	0.290550895	0.16	0.287089421750193	0.076297781127182
Delta	2021-04-25	0.0031753498133228	1.1247636243591	0.276084788029925	0.649817456359102	0.130001205127182	1.04007423957855	0.0060847880299251	0.278617456359102	0	0.0846893847805499	0.27	0.3712	0.130001205127182
Delta	2021-05-02	0.0048255494650185	1.33069269377556	0.166084788029925	0.508017456359102	0.134640631127182	1.03349791548629	0.0060847880299251	0.508017456359102	0	0.29719477828927	0.16	0	0.134640631127182
