VOC	Date	InfectionProportion	HaploMax_AntigenicDistanceABS	HaploMax_ChangeACE2binding	HaploMax_ChangeCellEntry	HaploMax_ChangeImmuneEscape	AdvHaploMax_AntigenicDistanceABS	AdvHaploMax_ChangeACE2binding	AdvHaploMax_ChangeCellEntry	AdvHaploMax_ChangeImmuneEscape	Cha_AntigenicDistanceABS	Cha_ChangeACE2binding	Cha_ChangeCellEntry	Cha_ChangeImmuneEscape
WT	2020-07-12	0.108712681	2.297401244	1.630909091	1.713250649	0.260546934	0.699062284	0.620909091	0.563650649	0	1.59833896	1.01	1.1496	0.260546934
WT	2020-07-19	0.12235626	2.015597411	1.630909091	0.965050649	0.260546934	0.699062284	1.630909091	0.689350649	0.008624253	1.316535127	0	0.2757	0.251922681
WT	2020-07-26	0.137248702	2.072992775	1.630909091	0.965050649	0.260546934	0.594188097	1.630909091	0.563650649	0.008624253	1.478804678	0	0.4014	0.251922681
WT	2020-08-02	0.152890215	2.11233876	0.900909091	0.740350649	0.260546934	0.733755457	0.620909091	0.685350649	0.008624253	1.378583303	0.28	0.055	0.251922681
WT	2020-08-09	0.168955659	3.276210076	1.630909091	0.965050649	0.342005954	0.755103586	1.630909091	0.685350649	0.008624253	2.52110649	0	0.2797	0.333381701
WT	2020-08-16	0.184942032	2.473427687	1.630909091	0.965050649	0.365414854	0.920555685	1.630909091	0.685350649	0.01185095	1.552872002	0	0.2797	0.353563904
WT	2020-08-23	0.201065043	2.214994536	1.630909091	0.689350649	0.260546934	0.920555685	1.630909091	0.685350649	0.260546934	1.294438851	0	0.004	0
WT	2020-08-30	0.217482951	6.714333607	1.630909091	1.713250649	0.365414854	0.897517341	1.630909091	0.501050649	0.01185095	5.816816266	0	1.2122	0.353563904
WT	2020-09-06	0.234288431	6.714333607	1.630909091	0.965050649	0.35568422	0.915086559	1.630909091	0.563650649	0.260546934	5.799247048	0	0.4014	0.095137286
WT	2020-09-13	0.251701561	6.714333607	1.630909091	0.965050649	0.35568422	1.148368681	1.630909091	0.563650649	0.033556372	5.565964926	0	0.4014	0.322127848
WT	2020-09-20	0.269477864	6.714333607	1.630909091	0.965050649	0.35568422	1.148368681	1.630909091	0.505450649	0.0944078	5.565964926	0	0.4596	0.26127642
WT	2020-09-27	0.287762101	2.348770035	1.630909091	0.921450649	0.263200474	1.148368681	1.630909091	0.505450649	0.260546934	1.200401354	0	0.416	0.00265354
WT	2020-10-04	0.306834659	6.714333607	1.630909091	0.921450649	0.35568422	1.021542259	1.630909091	0.658150649	0.260546934	5.692791348	0	0.2633	0.095137286
WT	2020-10-11	0.327325769	6.714333607	1.630909091	0.921450649	0.35568422	1.223682667	1.630909091	0.563650649	0.260546934	5.49065094	0	0.3578	0.095137286
WT	2020-10-18	0.350551768	2.147396791	1.630909091	1.713250649	0.365414854	1.225846374	0.880909091	0.563650649	0.260546934	0.921550416	0.75	1.1496	0.10486792
WT	2020-10-25	0.377106709	6.714333607	1.630909091	0.871850649	0.365414854	1.960335449	0.880909091	0.563650649	0.365414854	4.753998158	0.75	0.3082	0
WT	2020-11-01	0.407189635	2.895279475	1.630909091	0.806750649	0.365414854	2.895279475	0.880909091	0.598650649	0.342005954	0	0.75	0.2081	0.0234089
WT	2020-11-08	0.43980667	3.273934602	1.630909091	0.854150649	0.365414854	1.960335449	0.880909091	0.563650649	0.365414854	1.313599153	0.75	0.2905	0
WT	2020-11-15	0.473410341	1.960335449	1.630909091	0.944650649	0.365414854	1.960335449	0.880909091	0.598650649	0.365414854	0	0.75	0.346	0
WT	2020-11-22	0.50743034	3.02383635	1.630909091	1.223050649	0.365414854	2.147396791	0.880909091	0.598650649	0.365414854	0.876439559	0.75	0.6244	0
WT	2020-11-29	0.541642981	2.147396791	1.630909091	0.965050649	0.365414854	2.147396791	0.970909091	0.598650649	0.365414854	0	0.66	0.3664	0
WT	2020-12-06	0.576966608	2.895279475	1.630909091	1.079650649	0.365414854	2.895279475	0.970909091	0.632250649	0.365414854	0	0.66	0.4474	0
WT	2020-12-13	0.611393811	2.895279475	1.630909091	1.223050649	0.365414854	2.895279475	0.900909091	0.632250649	0.365414854	0	0.73	0.5908	0
WT	2020-12-20	0.642545406	2.895279475	1.630909091	1.223050649	0.365414854	2.895279475	0.970909091	0.632250649	0.365414854	0	0.66	0.5908	0
WT	2020-12-27	0.673723403	3.130818489	1.630909091	0.946750649	0.365414854	2.895279475	0.970909091	0.638450649	0.365414854	0.235539014	0.66	0.3083	0
WT	2021-01-03	0.703897193	3.148685923	1.630909091	1.223050649	0.365414854	2.895279475	0.970909091	0.638450649	0.365414854	0.253406448	0.66	0.5846	0
WT	2021-01-10	0.735328698	3.188034582	1.160909091	1.223050649	0.365414854	2.895279475	0.970909091	0.638450649	0.365414854	0.292755107	0.19	0.5846	0
WT	2021-01-17	0.764614501	3.273934602	1.630909091	1.713250649	0.365414854	2.895279475	0.970909091	0.638450649	0.365414854	0.378655127	0.66	1.0748	0
WT	2021-01-24	0.789604179	3.188034582	1.630909091	1.223050649	0.365414854	3.153833434	0.970909091	1.156650649	0.365414854	0.034201148	0.66	0.0664	0
WT	2021-01-31	0.806841961	3.188034582	1.630909091	1.713250649	0.365414854	3.153833434	0.900909091	1.156650649	0.365414854	0.034201148	0.73	0.5566	0
WT	2021-02-07	0.822823199	3.256524823	1.210909091	1.713250649	0.365414854	3.153833434	0.900909091	1.156650649	0.365414854	0.102691389	0.31	0.5566	0
WT	2021-02-14	0.835231382	3.334520031	1.160909091	1.223050649	0.371070085	3.188034582	0.900909091	1.156650649	0.371070085	0.146485449	0.26	0.0664	0
WT	2021-02-21	0.845237251	3.273934602	1.210909091	1.156650649	0.371070085	3.188034582	1.210909091	1.156650649	0.371070085	0.08590002	0	0	0
WT	2021-02-28	0.854434157	3.520314777	1.160909091	1.654950649	0.371070085	3.18583037	0.900909091	1.156650649	0.365414854	0.334484407	0.26	0.4983	0.005655231
WT	2021-03-07	0.863130897	3.267815709	0.970909091	1.654950649	0.371070085	3.188034582	0.900909091	1.156650649	0.371070085	0.079781127	0.07	0.4983	0
WT	2021-03-14	0.870879968	3.520314777	1.630909091	1.654950649	0.371070085	3.18583037	1.210909091	1.156650649	0.371070085	0.334484407	0.42	0.4983	0
WT	2021-03-21	0.878654344	3.273934602	1.210909091	1.654950649	0.371070085	3.195090321	1.210909091	1.156650649	0.371070085	0.078844281	0	0.4983	0
WT	2021-03-28	0.886802783	3.358526466	1.210909091	1.654950649	0.371070085	3.358526466	1.210909091	1.156650649	0.365414854	0	0	0.4983	0.005655231
WT	2021-04-04	0.896255625	3.367190822	1.210909091	1.654950649	0.371070085	3.358526466	1.210909091	1.156650649	0.365414854	0.008664356	0	0.4983	0.005655231
WT	2021-04-11	0.906419989	3.367190822	1.210909091	1.219050649	0.371070085	3.358526466	1.210909091	1.156650649	0.365414854	0.008664356	0	0.0624	0.005655231
WT	2021-04-18	0.916186692	3.462832063	1.210909091	1.156650649	0.371070085	3.358526466	1.210909091	1.156650649	0.365414854	0.104305597	0	0	0.005655231
WT	2021-04-25	0.925778448	3.520314777	1.210909091	1.156650649	0.399744949	3.290660792	1.210909091	1.156650649	0.365414854	0.229653985	0	0	0.034330095
WT	2021-05-02	0.935318635	3.546059981	1.240909091	1.483750649	0.371070085	3.276210076	1.210909091	1.156650649	0.365414854	0.269849905	0.03	0.3271	0.005655231
WT	2021-05-09	0.943785045	3.550461687	1.210909091	1.219050649	0.371070085	3.550461687	1.210909091	1.156650649	0.365414854	0	0	0.0624	0.005655231
WT	2021-05-16	0.950844628	3.68035774	1.210909091	1.483750649	0.371070085	3.68035774	1.210909091	1.483750649	0.365414854	0	0	0	0.005655231
WT	2021-05-23	0.956925642	3.550461687	1.210909091	1.483750649	0.399744949	3.550461687	1.210909091	1.483750649	0.365414854	0	0	0	0.034330095
WT	2021-05-30	0.961759089	3.550461687	1.210909091	1.325850649	0.371070085	3.550461687	1.210909091	0.735450649	0.365414854	0	0	0.5904	0.005655231
WT	2021-06-06	0.966181081	3.550461687	1.210909091	1.483750649	0.371070085	3.550461687	1.210909091	1.483750649	0.365414854	0	0	0	0.005655231
WT	2021-06-13	0.970182321	3.68035774	1.210909091	1.483750649	0.399744949	3.68035774	1.210909091	1.483750649	0.344769451	0	0	0	0.054975498
WT	2021-06-20	0.974291134	3.68035774	1.210909091	1.483750649	0.385841312	3.68035774	1.210909091	1.483750649	0.385841312	0	0	0	0
WT	2021-06-27	0.977486644	3.68035774	1.210909091	1.483750649	0.385841312	3.68035774	1.210909091	1.483750649	0.385841312	0	0	0	0
WT	2021-07-04	0.980481174	3.68035774	1.210909091	1.325850649	0.399744949	3.550461687	1.210909091	0.541950649	0.365414854	0.129896053	0	0.7839	0.034330095
WT	2021-07-11	0.982970177	3.68035774	1.210909091	1.483750649	0.385841312	3.550461687	1.210909091	0.507350649	0.342005954	0.129896053	0	0.9764	0.043835358
WT	2021-07-18	0.985886937	3.741978479	1.210909091	1.483750649	0.385841312	3.741978479	1.210909091	0.541950649	0.342005954	0	0	0.9418	0.043835358
XBB	2022-10-02	0.002396426	0.923086331	0	0.155528801	0.020843832	0.847769564	0	0.075200939	0	0.075316767	0	0.080327861	0.020843832
XBB	2022-10-09	0.004607474	2.674924848	0.73472028	0.522538801	0.069350545	0.876386357	0	0.075200939	0	1.798538492	0.73472028	0.447337861	0.069350545
XBB	2022-10-16	0.00681354	2.939045165	1.07472028	0.383378801	0.035875723	0.627181912	0	0	0	2.311863254	1.07472028	0.383378801	0.035875723
XBB	2022-10-23	0.009082851	1.399401173	0.73472028	0.271028801	0.015853157	0.904692785	0.73472028	0.271028801	0.015853157	0.494708388	0	0	0
XBB	2022-10-30	0.011030724	1.194597293	0.73472028	0.271028801	0	1.194597293	0	0	0	0	0.73472028	0.271028801	0
XBB	2022-11-06	0.013757073	1.133825278	0.81472028	0.389328801	0.032101096	0.878230192	0.73472028	0.271028801	0.015853157	0.255595087	0.08	0.1183	0.016247939
XBB	2022-11-13	0.017360193	2.939045165	0.73472028	0.271028801	0.020843832	1.194597293	0.73472028	0.271028801	0.015853157	1.744447873	0	0	0.004990675
XBB	2022-11-20	0.021692482	2.409913701	0.73472028	0.354548801	0.035775994	1.089258838	0.73472028	0.354548801	0.015853157	1.320654863	0	0	0.019922837
XBB	2022-11-27	0.027677692	2.674924848	0.89472028	0.399628801	0.158432025	1.41224556	0.73472028	0.321678801	0.015853157	1.262679288	0.16	0.07795	0.142578868
XBB	2022-12-04	0.036487195	2.939045165	0.73472028	0.334838801	0.032101096	1.397945596	0.73472028	0.316718801	0.015853157	1.54109957	0	0.01812	0.016247939
XBB	2022-12-11	0.048342008	2.674924848	0.73472028	0.354548801	0.037157461	1.690576627	0.73472028	0.354548801	0.015853157	0.984348221	0	0	0.021304304
XBB	2022-12-18	0.061485767	2.939045165	0.90472028	0.527728801	0.270172456	1.623957667	0.73472028	0.412428801	0.016006517	1.315087499	0.17	0.1153	0.254165939
XBB	2022-12-25	0.074918105	2.939045165	1.07472028	0.527728801	0.270172456	2.629074819	1.07472028	0.412428801	0.035875723	0.309970347	0	0.1153	0.234296733
XBB	2023-01-01	0.090319274	2.939045165	1.07472028	0.493438801	0.069350545	2.115375632	1.06472028	0.412428801	0.029702213	0.823669533	0.01	0.08101	0.039648332
XBB	2023-01-08	0.108001417	2.939045165	1.07472028	0.422728801	0.318745339	2.115375632	1.07472028	0.402528801	0.035875723	0.823669533	0	0.0202	0.282869616
XBB	2023-01-15	0.130262761	2.674924848	1.07472028	0.430878801	0.318745339	1.968773513	1.07472028	0.412428801	0.035875723	0.706151335	0	0.01845	0.282869616
XBB	2023-01-22	0.154472655	2.674924848	1.07472028	0.422728801	0.091039999	1.676365878	1.07472028	0.412428801	0.058292365	0.99855897	0	0.0103	0.032747634
XBB	2023-01-29	0.17905872	2.939045165	1.07472028	0.527728801	0.318745339	1.995115014	1.07472028	0.402528801	0.058292365	0.943930151	0	0.1252	0.260452974
XBB	2023-02-05	0.204069964	2.939045165	1.07472028	0.422728801	0.318745339	2.019156796	1.07472028	0.402528801	0.035875723	0.919888369	0	0.0202	0.282869616
XBB	2023-02-12	0.231718438	2.939045165	1.07472028	0.486048801	0.318745339	1.939364557	1.07472028	0.402528801	0.058292365	0.999680608	0	0.08352	0.260452974
XBB	2023-02-19	0.260707473	2.674924848	1.07472028	0.527728801	0.318745339	1.890058839	1.07472028	0.402528801	0.058292365	0.784866009	0	0.1252	0.260452974
XBB	2023-02-26	0.291851366	2.939045165	1.07472028	0.527728801	0.318745339	2.115375632	1.07472028	0.453178801	0.035875723	0.823669533	0	0.07455	0.282869616
XBB	2023-03-05	0.323932263	2.593852565	1.23472028	0.527728801	0.318745339	2.195353236	1.07472028	0.446908801	0.318745339	0.398499329	0.16	0.08082	0
XBB	2023-03-12	0.354390136	2.593852565	1.07472028	0.527728801	0.318745339	2.473773518	1.07472028	0.453178801	0.318745339	0.120079047	0	0.07455	0
XBB	2023-03-19	0.383921693	8.320172467	1.07472028	0.466898801	0.318745339	2.473773518	1.07472028	0.466898801	0.318745339	5.846398949	0	0	0
XBB	2023-03-26	0.412981885	2.525199879	1.07472028	0.527728801	0.318745339	2.473773518	1.07472028	0.466898801	0.318745339	0.05142636	0	0.06083	0
XBB	2023-04-02	0.444731837	8.320172467	1.07472028	0.527728801	0.318745339	2.602871475	1.07472028	0.466898801	0.318745339	5.717300992	0	0.06083	0
XBB	2023-04-09	0.477071235	8.320172467	1.07472028	0.492578801	0.318745339	2.602871475	1.07472028	0.466898801	0.318745339	5.717300992	0	0.02568	0
XBB	2023-04-16	0.509173104	2.939045165	1.23472028	0.527728801	0.318745339	2.736103922	1.07472028	0.514878801	0.069350545	0.202941243	0.16	0.01285	0.249394794
XBB	2023-04-23	0.541236934	3.159399428	1.07472028	0.514878801	0.318745339	2.736103922	1.07472028	0.514878801	0.318745339	0.423295506	0	0	0
XBB	2023-04-30	0.572466413	2.906881307	1.07472028	0.514878801	0.318745339	2.736103922	1.07472028	0.514878801	0.318745339	0.170777385	0	0	0
XBB	2023-05-07	0.601525526	2.736103922	1.07472028	0.514878801	0.318745339	2.736103922	1.07472028	0.514878801	0.318745339	0	0	0	0
XBB	2023-05-14	0.62611683	3.030301471	1.07472028	0.541378801	0.318745339	2.736103922	1.07472028	0.514878801	0.318745339	0.294197549	0	0.0265	0
XBB	2023-05-21	0.646628465	9.448851348	1.40472028	0.514878801	0.338767905	2.736103922	1.07472028	0.514878801	0.318745339	6.712747426	0.33	0	0.020022566
XBB	2023-05-28	0.6627869	9.448851348	1.16472028	0.522538801	0.318745339	2.602871475	1.07472028	0.522538801	0.318745339	6.845979873	0.09	0	0
XBB	2023-06-04	0.67707008	9.448851348	1.40472028	0.531128801	0.318745339	2.602871475	1.07472028	0.531128801	0.158432025	6.845979873	0.33	0	0.160313314
XBB	2023-06-11	0.688072843	3.030301471	1.07472028	0.522538801	0.318745339	2.602871475	1.07472028	0.522538801	0.069350545	0.427429996	0	0	0.249394794
XBB	2023-06-18	0.698082341	3.159399428	1.40472028	0.588428801	0.338767905	2.694357791	1.24472028	0.514878801	0.178454591	0.465041637	0.16	0.07355	0.160313314
XBB	2023-06-25	0.70656879	3.030301471	1.36472028	0.606058801	0.338767905	2.736103922	1.23472028	0.522538801	0.178454591	0.294197549	0.13	0.08352	0.160313314
XBB	2023-07-02	0.71582618	3.030301471	1.36472028	0.539918801	0.338767905	2.736103922	1.24472028	0.522538801	0.069845043	0.294197549	0.12	0.01738	0.268922862
XBB	2023-07-09	0.725016734	3.030301471	1.40472028	0.531128801	0.318745339	2.736103922	1.40472028	0.522538801	0.178454591	0.294197549	0	0.00859	0.140290748
XBB	2023-07-16	0.735473767	2.736103922	1.40472028	0.554208801	0.338767905	2.736103922	1.40472028	0.522538801	0.178454591	0	0	0.03167	0.160313314
XBB	2023-07-23	0.748339678	3.030301471	1.40472028	0.606058801	0.318745339	2.694357791	1.40472028	0.531128801	0.318745339	0.33594368	0	0.07493	0
XBB	2023-07-30	0.769733077	3.159399428	1.40472028	0.588428801	0.318745339	2.998791219	1.40472028	0.531128801	0.318745339	0.160608209	0	0.0573	0
XBB	2023-08-06	0.789124787	3.030301471	1.40472028	0.606058801	0.372242727	2.765208048	1.40472028	0.522538801	0.372242727	0.265093423	0	0.08352	0
XBB	2023-08-13	0.808094286	3.159399428	1.40472028	0.588428801	0.318745339	2.998791219	1.40472028	0.551988801	0.318745339	0.160608209	0	0.03644	0
XBB	2023-08-20	0.821409639	3.348922727	1.50472028	0.588428801	0.372242727	2.998791219	1.50472028	0.573188801	0.372242727	0.350131508	0	0.01524	0
XBB	2023-08-27	0.838245126	3.348922727	1.40472028	0.606058801	0.318745339	3.016703268	1.40472028	0.573188801	0.318134127	0.332219459	0	0.03287	0.000611212
XBB	2023-09-03	0.854325945	5.303105625	1.40472028	0.628438801	0.372242727	3.016703268	1.40472028	0.588428801	0.372242727	2.286402357	0	0.04001	0
XBB	2023-09-10	0.866505698	4.025216026	1.56472028	0.628438801	0.372242727	3.016703268	1.50472028	0.588428801	0.338767905	1.008512758	0.06	0.04001	0.033474822
XBB	2023-09-17	0.875194909	5.303105625	1.56472028	0.606058801	0.372242727	3.016703268	1.50472028	0.588428801	0.372242727	2.286402357	0.06	0.01763	0
XBB	2023-09-24	0.882431131	5.303105625	1.50472028	0.671768801	0.372242727	3.016703268	1.24472028	0.620908801	0.372242727	2.286402357	0.26	0.05086	0
XBB	2023-10-01	0.890220446	5.303105625	1.56472028	0.668538801	0.372242727	3.016703268	1.24472028	0.620908801	0.372242727	2.286402357	0.32	0.04763	0
XBB	2023-10-08	0.898051025	5.563833583	1.56472028	0.668538801	0.372242727	5.517194029	1.50472028	0.620908801	0.338767905	0.046639554	0.06	0.04763	0.033474822
XBB	2023-10-15	0.905506399	5.517194029	1.50472028	0.668538801	0.372242727	5.517194029	1.50472028	0.626338801	0.338767905	0	0	0.0422	0.033474822
XBB	2023-10-22	0.912537819	5.666336905	1.50472028	0.626338801	0.372242727	3.142737017	1.28472028	0.626338801	0.372242727	2.523599888	0.22	0	0
XBB	2023-10-29	0.919573091	5.666336905	1.56472028	0.671768801	0.372242727	3.253942659	1.28472028	0.628438801	0.318134127	2.412394246	0.28	0.04333	0.0541086
XBB	2023-11-05	0.926916888	5.666336905	1.50472028	0.709858801	0.372569474	3.338593549	1.28472028	0.709858801	0.318134127	2.327743356	0.22	0	0.054435347
XBB	2023-11-12	0.935210659	5.517194029	1.56472028	0.709858801	0.372569474	3.253942659	1.28472028	0.709858801	0.290195022	2.26325137	0.28	0	0.082374452
XBB	2023-11-19	0.944282589	5.666336905	1.56472028	0.671768801	0.372569474	5.517194029	1.28472028	0.628438801	0.290195022	0.149142876	0.28	0.04333	0.082374452
XBB	2023-11-26	0.954150838	5.666336905	1.50472028	0.709858801	0.389536358	5.517194029	1.28472028	0.628438801	0.290195022	0.149142876	0.22	0.08142	0.099341336
