InfProp	Sign
GA6	Error
GA8	Error
GA0	Error
GA6	Error
GA7	Error
GA6	Error
GA7	Error
GA7	Error
GA6	Error
GA5	Error
GA4	Error
GA5	Error
GA0	Error
GA6	Error
GA7	Error
GA4	Error
GA4	Error
GA6	Error
GA8	Error
GA0	Error
GA0	Error
GA9	Error
GA8	Error
GA4	Error
GA4	Error
GA6	Error
GA8	Error
GA0	Error
GA9	Error
GA1	Error
GA2	Error
GA4	Error
GA7	Error
GA8	Error
GA0	Error
GA7	Error
GA6	Error
GA2	Error
GA2	Error
GA6	Error
GA2	Error
GA0	Error
GA9	Error
GA7	Error
GA4	Error
GA0	Error
GA2	Error
GA6	Error
GA0	Error
GA2	Error
GA3	Error
GA3	Error
GA8	Error
GA6	Error
GA3	Error
GA2	Error
GA8	Error
GA0	Error
GA6	Error
GA6	Error
GA4	Error
GA8	Error
GA5	Error
GA0	Error
GA0	Error
GA2	Error
GA1	Error
GA0	Error
G0	Error
GA3	Error
GA8	Error
GA4	Error
GA5	Error
GA9	Error
GA0	Error
GA5	Error
GA8	Error
GA9	Error
GA1	Error
GA3	Error
GA9	Error
GA2	Error
GA4	Error
GA5	Error
GA3	Error
GA0	Error
GA2	Error
GA0	Error
GA9	Error
GA4	Error
GA6	Error
GA0	Error
GA1	Error
GA7	Error
GA8	Error
GA7	Error
GA5	Error
GA4	Error
GA0	Error
GA7	Error
GA0	Error
GA6	Error
GA3	Error
GA2	Error
GA2	Error
GA2	Error
GA9	Error
GA3	Error
GA5	Error
GA2	Error
GA8	Error
GA4	Error
GA0	Error
GA4	Error
GA5	Error
GA9	Error
GA2	Error
GA3	Error
GA5	Error
GA5	Error
GA1	Error
GA0	Error
GA9	Error
GA0	Error
GA3	Error
G0	Error
GA6	Error
GA5	Error
GA4	Error
GA2	Error
GA4	Error
GA1	Error
GA3	Error
GA0	Error
G0	Error
GA6	Error
GA0	Error
GA1	Error
GA5	Error
GA9	Error
GA8	Error
GA9	Error
GA9	Error
GA7	Error
GA9	Error
G0	Error
GA6	Error
GA4	Error
GA5	Error
GA8	Error
GA2	Error
GA3	Error
GA6	Error
GA0	Error
GA0	Error
GA5	Error
GA1	Error
GA2	Error
GA6	Error
GNintyNine	Error
GA7	Error
GA5	Error
GA7	Error
GA6	Error
GA0	Error
GA6	Error
GA7	Error
GA6	Error
GA7	Error
GA1	Error
GA5	Error
GA6	Error
GA2	Error
GA4	Error
GA1	Error
GA5	Error
G0	Error
GA3	Error
GA0	Error
GA5	Error
GA3	Error
GA4	Error
GA4	Error
GA5	Error
GA2	Error
GA3	Error
GA6	Error
GA3	Error
GA0	Error
GA1	Error
GA9	Error
GA6	Error
GA4	Error
GA9	Error
GA2	Error
GA8	Error
GA5	Error
GA9	Error
GA8	Error
GA8	Error
GA7	Error
GA2	Error
GA3	Error
GA3	Error
GA9	Correct
GA2	Correct
GA8	Correct
GA9	Correct
GA6	Correct
GA7	Correct
GA8	Correct
GA8	Correct
GA4	Correct
GA1	Correct
GA8	Correct
GA7	Correct
GA1	Correct
GA0	Correct
GA0	Correct
GA3	Correct
GA7	Correct
GA6	Correct
GA2	Correct
GA3	Correct
GA3	Correct
GA6	Correct
GA2	Correct
GA7	Correct
GA4	Correct
GA6	Correct
GA4	Correct
GA7	Correct
GA6	Correct
GA7	Correct
GA7	Correct
GA1	Correct
GA4	Correct
GA7	Correct
GA7	Correct
GA7	Correct
GA1	Correct
GA3	Correct
GA9	Correct
GA5	Correct
GA1	Correct
GA1	Correct
GA1	Correct
GA5	Correct
GA2	Correct
GA9	Correct
GA8	Correct
GA8	Correct
GA1	Correct
GA6	Correct
GA6	Correct
GA5	Correct
GA0	Correct
GA0	Correct
GA9	Correct
GA9	Correct
GA7	Correct
GA6	Correct
GA4	Correct
GA7	Correct
GA7	Correct
GA4	Correct
GA6	Correct
GA9	Correct
GA5	Correct
GA2	Correct
GA0	Correct
GA7	Correct
GA9	Correct
GA5	Correct
GA6	Correct
GA9	Correct
GA3	Correct
GA7	Correct
GA5	Correct
GA3	Correct
GA0	Correct
GA0	Correct
GA4	Correct
GA7	Correct
GA5	Correct
G0	Correct
GA3	Correct
GA5	Correct
GA9	Correct
GA3	Correct
GA8	Correct
GA3	Correct
GA8	Correct
GA9	Correct
GA0	Correct
GA7	Correct
GA8	Correct
GA0	Correct
G0	Correct
GA1	Correct
GA3	Correct
GA8	Correct
GA3	Correct
GA9	Correct
GA8	Correct
GA2	Correct
GA9	Correct
GA7	Correct
GA6	Correct
GA5	Correct
GA5	Correct
GA9	Correct
GA2	Correct
GA5	Correct
GA6	Correct
GA0	Correct
GA1	Correct
GA0	Correct
GA7	Correct
GA1	Correct
GA7	Correct
GA6	Correct
GA8	Correct
GA4	Correct
GA0	Correct
GA4	Correct
GA8	Correct
GA2	Correct
GA6	Correct
GA4	Correct
GA4	Correct
GA1	Correct
GA9	Correct
GA3	Correct
GA5	Correct
GA4	Correct
GA1	Correct
GA8	Correct
GA2	Correct
GA3	Correct
GA6	Correct
GA9	Correct
GA4	Correct
GA2	Correct
G0	Correct
GA8	Correct
GA7	Correct
GA6	Correct
GA4	Correct
GA1	Correct
GA0	Correct
GA4	Correct
GA5	Correct
GA8	Correct
GA4	Correct
GA7	Correct
GA0	Correct
GA1	Correct
GA2	Correct
GA1	Correct
GA1	Correct
GA9	Correct
GA1	Correct
GA0	Correct
GA5	Correct
GA5	Correct
GA1	Correct
GA4	Correct
GA2	Correct
GA7	Correct
GA4	Correct
GA8	Correct
GA6	Correct
GA6	Correct
GA7	Correct
GA5	Correct
GA2	Correct
GA0	Correct
GA6	Correct
GA4	Correct
GA8	Correct
GA0	Correct
GA4	Correct
GA7	Correct
GA1	Correct
G0	Correct
GA4	Correct
GA0	Correct
GA9	Correct
GA1	Correct
GA7	Correct
GA3	Correct
GA0	Correct
GA9	Correct
GA4	Correct
GA5	Correct
GA0	Correct
GA9	Correct
GA7	Correct
GA9	Correct
GA1	Correct
GA3	Correct
GA2	Correct
GA4	Correct
GA0	Correct
GA9	Correct
GA3	Correct
GA4	Correct
GA0	Correct
GA9	Correct
GA4	Correct
GA2	Correct
GA1	Correct
GA4	Correct
GA8	Correct
GA3	Correct
GA0	Correct
GA3	Correct
GA5	Correct
GA1	Correct
GA8	Correct
GA4	Correct
GA9	Correct
GA7	Correct
GA8	Correct
GA7	Correct
GA3	Correct
GA7	Correct
G0	Correct
GA5	Correct
GA1	Correct
GA6	Correct
GA3	Correct
GA9	Correct
GA1	Correct
GA2	Correct
GA8	Correct
GA3	Correct
GA9	Correct
GA8	Correct
GA9	Correct
GA1	Correct
GA4	Correct
GA1	Correct
GA8	Correct
GA2	Correct
GA0	Correct
GA8	Correct
GA9	Correct
GA0	Correct
GA7	Correct
GA9	Correct
GA9	Correct
GA4	Correct
GA3	Correct
GA6	Correct
GA0	Correct
GA6	Correct
GA2	Correct
GA2	Correct
GA8	Correct
GA2	Correct
G0	Correct
GA4	Correct
GA2	Correct
GA5	Correct
GA2	Correct
GA8	Correct
GA2	Correct
GA3	Correct
GA0	Correct
GA9	Correct
GA3	Correct
GA5	Correct
GA2	Correct
GA8	Correct
GA5	Correct
GA1	Correct
GA0	Correct
GA0	Correct
GA7	Correct
GA0	Correct
GA8	Correct
GA2	Correct
GA0	Correct
GA8	Correct
GA3	Correct
GA8	Correct
GA8	Correct
GA3	Correct
GA2	Correct
GA0	Correct
GA6	Correct
GA7	Correct
GA4	Correct
GA9	Correct
GA1	Correct
GA5	Correct
GA5	Correct
GA7	Correct
GA4	Correct
GA2	Correct
GA7	Correct
GA5	Correct
GA8	Correct
GA2	Correct
GA4	Correct
GA5	Correct
GA0	Correct
GA8	Correct
GA8	Correct
GA2	Correct
GA7	Correct
GA4	Correct
GA0	Correct
GA5	Correct
GA6	Correct
GA4	Correct
GA4	Correct
GA1	Correct
GA6	Correct
GA7	Correct
GA1	Correct
GA5	Correct
GA5	Correct
GA7	Correct
GA9	Correct
GA2	Correct
GA9	Correct
GA0	Correct
GA9	Correct
GA6	Correct
GA6	Correct
GA1	Correct
GA3	Correct
GA1	Correct
GA4	Correct
GA3	Correct
GA2	Correct
GA9	Correct
GA3	Correct
GA0	Correct
GA5	Correct
GA8	Correct
GA5	Correct
GA9	Correct
GA6	Correct
GA1	Correct
GA9	Correct
GA6	Correct
GA1	Correct
GA9	Correct
GA0	Correct
GA0	Correct
GA3	Correct
GA8	Correct
GNintyNine	Correct
GA2	Correct
GA1	Correct
GA7	Correct
GA0	Correct
GA0	Correct
GA5	Correct
GA2	Correct
GA5	Correct
GA0	Correct
GA0	Correct
GA9	Correct
GA5	Correct
GA2	Correct
GA3	Correct
GA6	Correct
GA6	Correct
GA4	Correct
GA5	Correct
GA3	Correct
GA4	Correct
GA5	Correct
GA4	Correct
GA2	Correct
GA6	Correct
GA5	Correct
G0	Correct
GA1	Correct
GA8	Correct
GA3	Correct
GA8	Correct
GA9	Correct
GA6	Correct
GA4	Correct
GA8	Correct
GA1	Correct
GA1	Correct
GA3	Correct
GA3	Correct
GA3	Correct
GA4	Correct
GA9	Correct
GA6	Correct
GA9	Correct
GA5	Correct
GA0	Correct
GA4	Correct
GA9	Correct
GA7	Correct
GA4	Correct
GA9	Correct
GA7	Correct
GA9	Correct
GA9	Correct
GA7	Correct
GA7	Correct
GA2	Correct
GA3	Correct
GA3	Correct
GA9	Correct
GA1	Correct
GA4	Correct
GA4	Correct
GA9	Correct
GA5	Correct
GA0	Correct
GA4	Correct
GA2	Correct
GA5	Correct
GA5	Correct
GA8	Correct
GA2	Correct
GA6	Correct
GA6	Correct
GA9	Correct
GA8	Correct
GA9	Correct
GA2	Correct
GA0	Correct
GA4	Correct
GA3	Correct
GA9	Correct
GA6	Correct
GA1	Correct
GA9	Correct
GA1	Correct
GA4	Correct
GA2	Correct
GA2	Correct
GA0	Correct
GA3	Correct
GA9	Correct
GA7	Correct
GA7	Correct
GA9	Correct
GA6	Correct
GA1	Correct
GA3	Correct
GA0	Correct
GA8	Correct
GA6	Correct
GA6	Correct
GA9	Correct
GA3	Correct
GA1	Correct
GA4	Correct
GA1	Correct
GA4	Correct
GA0	Correct
GA8	Correct
GA6	Correct
GA6	Correct
GA2	Correct
GA5	Correct
GA4	Correct
GA2	Correct
GA8	Correct
GA7	Correct
GA1	Correct
GA3	Correct
GA2	Correct
GA7	Correct
GA9	Correct
GA8	Correct
GA0	Correct
GA1	Correct
GA5	Correct
GA5	Correct
GA9	Correct
GA5	Correct
GA6	Correct
GA1	Correct
GA4	Correct
GA8	Correct
GA1	Correct
GA5	Correct
GA9	Correct
GA6	Correct
GA7	Correct
GA9	Correct
GA9	Correct
GA2	Correct
GA4	Correct
GA0	Correct
GA4	Correct
GA4	Correct
GA4	Correct
GA2	Correct
GA9	Correct
GA2	Correct
GNintyNine	Correct
GA1	Correct
GNintyNine	Correct
GA5	Correct
GNintyNine	Correct
GA7	Correct
GA0	Correct
GA9	Correct
GA0	Correct
GA3	Correct
GA2	Correct
GA7	Correct
GA9	Correct
GA8	Correct
GA8	Correct
GA2	Correct
GA4	Correct
GA5	Correct
GA5	Correct
GA7	Correct
GA8	Correct
GA5	Correct
GA1	Correct
GA4	Correct
GA1	Correct
GA4	Correct
GA7	Correct
GA5	Correct
GA3	Correct
GA4	Correct
GA8	Correct
GA9	Correct
GA4	Correct
GA3	Correct
GA8	Correct
GA7	Correct
GA4	Correct
GA6	Correct
GA9	Correct
GA2	Correct
GA8	Correct
GA6	Correct
GA9	Correct
GA5	Correct
GA0	Correct
GA5	Correct
GA7	Correct
GA4	Correct
GA8	Correct
GA2	Correct
GA1	Correct
G0	Correct
G0	Correct
GA9	Correct
GA2	Correct
GA4	Correct
GA8	Correct
G0	Correct
GA6	Correct
GA9	Correct
GA2	Correct
GA8	Correct
GA9	Correct
GA7	Correct
GA6	Correct
GA6	Correct
GA4	Correct
GA6	Correct
GA2	Correct
GA3	Correct
GA0	Correct
GA5	Correct
GA9	Correct
GA3	Correct
GA3	Correct
GA9	Correct
GA6	Correct
GA6	Correct
GA6	Correct
GA4	Correct
GA9	Correct
GA4	Correct
GA8	Correct
GA6	Correct
GA0	Correct
GA3	Correct
GA7	Correct
GA3	Correct
GA6	Correct
GA8	Correct
GA6	Correct
GA6	Correct
GA9	Correct
GA1	Correct
GA7	Correct
GA7	Correct
GA9	Correct
GA7	Correct
GA8	Correct
GA6	Correct
GA0	Correct
GA9	Correct
GA7	Correct
G0	Correct
GA8	Correct
GA5	Correct
GA5	Correct
GA2	Correct
GA6	Correct
GA2	Correct
GA2	Correct
GA9	Correct
G0	Correct
GA3	Correct
GA7	Correct
GA6	Correct
GA8	Correct
GA9	Correct
GA5	Correct
GA0	Correct
GA4	Correct
GA6	Correct
GA7	Correct
GA5	Correct
GA4	Correct
GA0	Correct
GA5	Correct
GA5	Correct
GA4	Correct
GA2	Correct
GA9	Correct
GA1	Correct
GA8	Correct
GA4	Correct
GA0	Correct
GA6	Correct
G0	Correct
GA3	Correct
GA4	Correct
GA0	Correct
GA1	Correct
GA9	Correct
GA2	Correct
GA3	Correct
GA7	Correct
GA0	Correct
GA6	Correct
GA7	Correct
GA6	Correct
GA7	Correct
GA7	Correct
GA8	Correct
GA2	Correct
GA0	Correct
GA9	Correct
GA6	Correct
GA2	Correct
GA9	Correct
GA6	Correct
GA6	Correct
GA2	Correct
GA9	Correct
GA6	Correct
GA0	Correct
GA1	Correct
GA7	Correct
GA0	Correct
GA8	Correct
GA5	Correct
GA4	Correct
GA4	Correct
GA6	Correct
GA9	Correct
GA1	Correct
GA8	Correct
GA1	Correct
GA1	Correct
GA5	Correct
GA0	Correct
GA6	Correct
GA3	Correct
GA6	Correct
GA2	Correct
G0	Correct
G0	Correct
GA7	Correct
GA1	Correct
GA0	Correct
GA6	Correct
GA6	Correct
GA4	Correct
GA2	Correct
GA1	Correct
GA8	Correct
GA6	Correct
GA9	Correct
GA8	Correct
GA8	Correct
GA6	Correct
GA0	Correct
GA8	Correct
GA6	Correct
GA9	Correct
GA9	Correct
GA2	Correct
GA2	Correct
GA7	Correct
GA0	Correct
GA0	Correct
GA7	Correct
GA4	Correct
GA5	Correct
G0	Correct
GA7	Correct
GA9	Correct
GA2	Correct
GA3	Correct
GA3	Correct
GA5	Correct
GA8	Correct
GA0	Correct
GA9	Correct
GA8	Correct
GA4	Correct
GA6	Correct
GA7	Correct
GA8	Correct
GA4	Correct
GA5	Correct
GA6	Correct
GA0	Correct
GA4	Correct
GA6	Correct
GA7	Correct
GA9	Correct
GA0	Correct
GA2	Correct
GA5	Correct
GA0	Correct
GA0	Correct
GA6	Correct
GA6	Correct
GA8	Correct
GA9	Correct
GA5	Correct
GA5	Correct
GA2	Correct
GA5	Correct
GA2	Correct
GA6	Correct
GA6	Correct
GA0	Correct
GA8	Correct
GA3	Correct
GA2	Correct
GA9	Correct
GA7	Correct
GA2	Correct
GA2	Correct
GA0	Correct
GA0	Correct
GA6	Correct
GA4	Correct
GA8	Correct
GA5	Correct
GA0	Correct
GA6	Correct
GA6	Correct
GA3	Correct
GA4	Correct
GA5	Correct
GA6	Correct
GA9	Correct
GA1	Correct
GA9	Correct
GA4	Correct
GA8	Correct
GA3	Correct
GA5	Correct
G0	Correct
GA0	Correct
GA4	Correct
GA7	Correct
GA8	Correct
GA9	Correct
GA9	Correct
GA9	Correct
GA9	Correct
GA2	Correct
GA9	Correct
GA0	Correct
GA3	Correct
GA8	Correct
GA9	Correct
GA6	Correct
GA9	Correct
GA6	Correct
GA0	Correct
GA5	Correct
GA9	Correct
GA1	Correct
GA6	Correct
GA0	Correct
GA9	Correct
GA2	Correct
GA4	Correct
GA4	Correct
GA4	Correct
GA6	Correct
GA4	Correct
GA7	Correct
GA7	Correct
GA2	Correct
GA6	Correct
GA3	Correct
GA0	Correct
GA8	Correct
GA5	Correct
GA8	Correct
GA7	Correct
GA9	Correct
GA5	Correct
GA9	Correct
GA3	Correct
GA7	Correct
GA8	Correct
GA6	Correct
GA6	Correct
GA6	Correct
GA9	Correct
GA9	Correct
GA6	Correct
GA3	Correct
GA2	Correct
GA6	Correct
GA8	Correct
GA5	Correct
GA6	Correct
GA6	Correct
GA3	Correct
G0	Correct
GA6	Correct
GA5	Correct
GA0	Correct
GA5	Correct
GA8	Correct
GA9	Correct
GA2	Correct
GA5	Correct
GA5	Correct
GA5	Correct
G0	Correct
GA5	Correct
GA8	Correct
GA6	Correct
GA4	Correct
GA6	Correct
GA2	Correct
GA1	Correct
GA2	Correct
GA6	Correct
GA0	Correct
GA6	Correct
GA6	Correct
GA7	Correct
GA5	Correct
GA2	Correct
GA4	Correct
GA1	Correct
GA2	Correct
GA8	Correct
GA1	Correct
GA6	Correct
GA7	Correct
GA2	Correct
GA2	Correct
GA6	Correct
GA4	Correct
GA6	Correct
GA7	Correct
GA6	Correct
GA8	Correct
GA0	Correct
GA7	Correct
GA8	Correct
GA8	Correct
GA5	Correct
GA1	Correct
GA9	Correct
GA8	Correct
GA0	Correct
GA7	Correct
GA8	Correct
GA0	Correct
GA2	Correct
GA6	Correct
GA8	Correct
GA0	Correct
GA8	Correct
GA9	Correct
GA7	Correct
GA9	Correct
GA2	Correct
GA7	Correct
GA9	Correct
GA9	Correct
GA8	Correct
GA6	Correct
GA7	Correct
GA7	Correct
GNintyNine	Correct
GA3	Correct
GA3	Correct
GA3	Correct
GA2	Correct
GA8	Correct
GA7	Correct
GA9	Correct
GA4	Correct
GA8	Correct
GA9	Correct
GA6	Correct
GA0	Correct
GA2	Correct
GA4	Correct
GA0	Correct
GA6	Correct
GA4	Correct
GA0	Correct
GA2	Correct
GA5	Correct
GA0	Correct
GA5	Correct
GA2	Correct
GA0	Correct
GA0	Correct
GA8	Correct
GA2	Correct
GA5	Correct
GA7	Correct
GA5	Correct
GA1	Correct
G0	Correct
GA0	Correct
GA4	Correct
GA8	Correct
GA8	Correct
GA4	Correct
GA9	Correct
GA6	Correct
GA7	Correct
GA3	Correct
GA0	Correct
GA9	Correct
GA6	Correct
GA3	Correct
GA3	Correct
GA0	Correct
GA7	Correct
GA4	Correct
GA2	Correct
GA0	Correct
GA7	Correct
GA6	Correct
GA6	Correct
GA7	Correct
GA4	Correct
GA6	Correct
GA1	Correct
GA8	Correct
GA7	Correct
GA6	Correct
GA2	Correct
GA8	Correct
GA3	Correct
GA7	Correct
GA2	Correct
GA9	Correct
GA7	Correct
GA0	Correct
GA9	Correct
GA6	Correct
GA4	Correct
GA7	Correct
GA7	Correct
GA1	Correct
GA8	Correct
GA5	Correct
GA9	Correct
GA9	Correct
GA8	Correct
GA6	Correct
GA4	Correct
GA8	Correct
GA2	Correct
GA8	Correct
GA3	Correct
GA3	Correct
GA7	Correct
GA7	Correct
GA8	Correct
GA6	Correct
GA5	Correct
GA2	Correct
GA9	Correct
GA5	Correct
GA0	Correct
GA9	Correct
GA2	Correct
GA9	Correct
GA6	Correct
G0	Correct
GA3	Correct
GA0	Correct
GA1	Correct
GA1	Correct
GA0	Correct
GA0	Correct
GA4	Correct
GA7	Correct
GA7	Correct
G0	Correct
GA9	Correct
GA9	Correct
GA3	Correct
GA3	Correct
GA0	Correct
GA3	Correct
GA9	Correct
GA6	Correct
GA0	Correct
GA7	Correct
GA5	Correct
GA2	Correct
G0	Correct
GA9	Correct
GA6	Correct
GA9	Correct
GA2	Correct
GA3	Correct
GA3	Correct
GA7	Correct
GA9	Correct
GA2	Correct
GA6	Correct
GA8	Correct
GA2	Correct
GA9	Correct
GA2	Correct
GA2	Correct
GA9	Correct
GA4	Correct
GA9	Correct
GA9	Correct
GA0	Correct
GA6	Correct
GA5	Correct
GA8	Correct
GA9	Correct
GA7	Correct
GA5	Correct
G0	Correct
GA0	Correct
GA8	Correct
GA9	Correct
GA4	Correct
GA8	Correct
GA7	Correct
GA5	Correct
GA9	Correct
GA8	Correct
GA7	Correct
GA7	Correct
GA5	Correct
GA1	Correct
GA8	Correct
GA7	Correct
GA3	Correct
GA5	Correct
GA4	Correct
GNintyNine	Correct
GA5	Correct
GA8	Correct
GA2	Correct
GA0	Correct
GA6	Correct
GA2	Correct
GA9	Correct
GA7	Correct
GA5	Correct
GA9	Correct
GA7	Correct
GA4	Correct
GA7	Correct
GA6	Correct
GA3	Correct
GA4	Correct
GA0	Correct
GA5	Correct
GA5	Correct
GA4	Correct
GA0	Correct
GA1	Correct
GA1	Correct
GA6	Correct
GA2	Correct
GA6	Correct
GA7	Correct
GA7	Correct
GA5	Correct
GA9	Correct
GA1	Correct
GA2	Correct
GA2	Correct
GA8	Correct
GA7	Correct
GA6	Correct
GA2	Correct
GA8	Correct
GA9	Correct
GA2	Correct
GA9	Correct
GA9	Correct
GA9	Correct
GA3	Correct
GA6	Correct
GA6	Correct
GA4	Correct
GA0	Correct
GA9	Correct
GA6	Correct
GA0	Correct
GA8	Correct
GA1	Correct
GA0	Correct
GA1	Correct
GA5	Correct
GA1	Correct
GA8	Correct
GA2	Correct
GA0	Correct
GA6	Correct
GA2	Correct
GA7	Correct
GA5	Correct
GA5	Correct
GA2	Correct
GA9	Correct
GA4	Correct
GA7	Correct
GA8	Correct
GA9	Correct
GA4	Correct
GA9	Correct
GA0	Correct
GA1	Correct
GNintyNine	Correct
GA7	Correct
GA0	Correct
GA6	Correct
GA9	Correct
GA3	Correct
GA8	Correct
GA6	Correct
GA0	Correct
GA2	Correct
GA7	Correct
GA5	Correct
GNintyNine	Correct
GA6	Correct
GA0	Correct
GA9	Correct
GA1	Correct
GA9	Correct
GA2	Correct
GA0	Correct
GA1	Correct
GA0	Correct
GA5	Correct
GA5	Correct
GA0	Correct
GA4	Correct
GA7	Correct
GA0	Correct
GA4	Correct
GA9	Correct
GA1	Correct
GA6	Correct
GA6	Correct
GA9	Correct
GA4	Correct
GA4	Correct
GA7	Correct
GA2	Correct
GA5	Correct
GA8	Correct
GA6	Correct
GA6	Correct
GA5	Correct
GA9	Correct
GA7	Correct
GA3	Correct
GA0	Correct
GA0	Correct
GA4	Correct
GA6	Correct
GA8	Correct
GA4	Correct
GA3	Correct
GA7	Correct
GA1	Correct
GA6	Correct
GA8	Correct
GA8	Correct
GA7	Correct
GA8	Correct
GA8	Correct
GA9	Correct
GA9	Correct
GA2	Correct
GA7	Correct
GA1	Correct
GA0	Correct
GA5	Correct
GA0	Correct
GA6	Correct
GA9	Correct
GA0	Correct
GA1	Correct
GA1	Correct
GA0	Correct
GA2	Correct
GA2	Correct
GA9	Correct
GA6	Correct
GA3	Correct
GA3	Correct
GA7	Correct
GA9	Correct
GA2	Correct
GA0	Correct
GA5	Correct
GA9	Correct
GA2	Correct
GA7	Correct
GA7	Correct
GA1	Correct
GA3	Correct
GA2	Correct
GA4	Correct
GA8	Correct
GA5	Correct
GA3	Correct
GA2	Correct
GA9	Correct
GA3	Correct
GA0	Correct
GA3	Correct
GA4	Correct
GA3	Correct
GA7	Correct
GA0	Correct
G0	Correct
GA8	Correct
GA8	Correct
GA5	Correct
GA1	Correct
GA3	Correct
GA6	Correct
GA2	Correct
GA5	Correct
GA3	Correct
GA5	Correct
GA0	Correct
GA0	Correct
GA8	Correct
GA2	Correct
GA5	Correct
GA9	Correct
GA7	Correct
GA5	Correct
GA6	Correct
GA9	Correct
GA8	Correct
GA9	Correct
GA2	Correct
GA2	Correct
GA0	Correct
GA5	Correct
GA7	Correct
GA2	Correct
GA3	Correct
GA7	Correct
GA2	Correct
GA5	Correct
GA9	Correct
GA6	Correct
GA5	Correct
GA1	Correct
GA5	Correct
GA6	Correct
GA4	Correct
GA2	Correct
GA8	Correct
GA5	Correct
GA9	Correct
GA0	Correct
GA2	Correct
GA5	Correct
GA4	Correct
GA6	Correct
GA0	Correct
GA4	Correct
GA1	Correct
GA7	Correct
GA6	Correct
GA7	Correct
GA8	Correct
GA0	Correct
GA5	Correct
GA9	Correct
GA9	Correct
GA0	Correct
GA4	Correct
GA7	Correct
GA1	Correct
GA8	Correct
GA9	Correct
G0	Correct
GA2	Correct
GA0	Correct
GA4	Correct
GA4	Correct
GA2	Correct
GA9	Correct
GA2	Correct
GA9	Correct
GA0	Correct
GA8	Correct
GA4	Correct
GA2	Correct
GA5	Correct
GA4	Correct
GA5	Correct
GA0	Correct
GA2	Correct
GA7	Correct
GA2	Correct
GA8	Correct
GA0	Correct
GA2	Correct
GA1	Correct
GA4	Correct
GA6	Correct
GA2	Correct
GA6	Correct
GA8	Correct
GA8	Correct
GA2	Correct
G0	Correct
GA9	Correct
GA6	Correct
GA9	Correct
GA7	Correct
GA3	Correct
GA2	Correct
GA6	Correct
GA8	Correct
GA2	Correct
GA2	Correct
GA2	Correct
GA8	Correct
GA4	Correct
GA2	Correct
GA0	Correct
G0	Correct
GA3	Correct
GA5	Correct
GA3	Correct
GA1	Correct
GA1	Correct
GA6	Correct
G0	Correct
GA6	Correct
GA4	Correct
GNintyNine	Correct
GA7	Correct
GA6	Correct
GA0	Correct
GA6	Correct
GA3	Correct
GA6	Correct
GA2	Correct
GA0	Correct
GA6	Correct
GA5	Correct
GA0	Correct
GA9	Correct
GA8	Correct
GA7	Correct
GA6	Correct
GA9	Correct
GA7	Correct
GA7	Correct
GA7	Correct
G0	Correct
GA9	Correct
GA6	Correct
GA9	Correct
GA7	Correct
GA9	Correct
GA5	Correct
GA2	Correct
GA2	Correct
GA3	Correct
GA5	Correct
GA5	Correct
GA8	Correct
GA2	Correct
GA3	Correct
GA0	Correct
GA1	Correct
GA5	Correct
GA4	Correct
GA1	Correct
GA6	Correct
GA7	Correct
GA6	Correct
GA1	Correct
GA6	Correct
GA3	Correct
GA0	Correct
GA7	Correct
GA5	Correct
GA1	Correct
GA1	Correct
GA4	Correct
GA1	Correct
GA7	Correct
GA5	Correct
GA0	Correct
GA7	Correct
GA4	Correct
GA1	Correct
GA0	Correct
GA1	Correct
GA5	Correct
GA3	Correct
GA1	Correct
GA7	Correct
GA5	Correct
GA7	Correct
GA2	Correct
GA3	Correct
GA3	Correct
GA8	Correct
GA0	Correct
GA4	Correct
GA8	Correct
GA4	Correct
GA7	Correct
GA1	Correct
GA8	Correct
GA5	Correct
GA0	Correct
GA9	Correct
GA4	Correct
GA0	Correct
GA3	Correct
GA6	Correct
GA6	Correct
GA3	Correct
GA6	Correct
GA6	Correct
GA0	Correct
GA7	Correct
GA1	Correct
GA7	Correct
GA4	Correct
G0	Correct
GA9	Correct
GA0	Correct
GA8	Correct
GA5	Correct
GA2	Correct
GA3	Correct
GA0	Correct
GA5	Correct
GA8	Correct
GA0	Correct
GA2	Correct
GA5	Correct
GA5	Correct
GA6	Correct
GA0	Correct
GA1	Correct
GA6	Correct
G0	Correct
GA7	Correct
GA6	Correct
GA6	Correct
GA4	Correct
GA2	Correct
GA2	Correct
GA4	Correct
GA6	Correct
GA7	Correct
GA4	Correct
GA5	Correct
GA2	Correct
GA7	Correct
GA3	Correct
GA2	Correct
GA7	Correct
GA8	Correct
GA8	Correct
GA9	Correct
GA0	Correct
GA5	Correct
GA7	Correct
GA2	Correct
GA3	Correct
GA5	Correct
GA4	Correct
GA4	Correct
GA3	Correct
GA5	Correct
GA8	Correct
GA7	Correct
GA8	Correct
GA2	Correct
GA0	Correct
GA7	Correct
GA7	Correct
GA0	Correct
GA7	Correct
GA1	Correct
GA2	Correct
G0	Correct
GA0	Correct
GA5	Correct
GA5	Correct
GA4	Correct
GA8	Correct
GA7	Correct
GA5	Correct
GA3	Correct
GA2	Correct
GA9	Correct
GA0	Correct
GA2	Correct
GA7	Correct
GA6	Correct
GA9	Correct
GA2	Correct
GNintyNine	Correct
GA1	Correct
GA2	Correct
GA7	Correct
GA2	Correct
GA6	Correct
GA0	Correct
GA1	Correct
GA5	Correct
GA3	Correct
GA0	Correct
GA4	Correct
GA2	Correct
GA9	Correct
