VOC	HaploName	Date	DateNum	HaploCount	OtherCount	HaploCases	OtherCases	AntigenicDistanceABS	AntigenicDistance	ChangeACE2binding	ChangeCellEntry	ChangeImmuneEscape	InfectionProportion	DailyRelativeGrowthAdvantages	InfPropGroup
BA.4/5	312	2022-10-16	27	1	27279	86.45274359	2358344.392	1.20297736	0.125473361	0.011559384	0.113830604	0.154400798	0.814070009	0.871982154	GA8
Alpha	105	2021-03-21	19	10	45607	541.5390582	2469797.183	0.220800263	0.048080089	0.007320078	-0.00452743	-0.001408016	0.339490225	1	GA3
BQ.1	197	2022-11-13	10	1	9765	70.31372371	686613.512	0.48395164	0.353706371	0.006573828	0.180413369	0.059910621	0.1397126	1	GA1
WT	664	2021-06-27	74	2	5025	146.6247514	368394.688	3.582963434	-0.711129416	-0.038704997	1.02352177	-0.147557043	0.977486644	-0.526678113	GA9
Alpha	48	2021-03-14	18	228	39666	11967.89368	2082098.555	0.264560178	0.0997382	0.007604151	-0.15961903	-0.000981779	0.299585413	-0.652385067	GA2
Alpha	455	2021-04-04	21	10	48764	628.1431305	3063077.162	0.31143338	0.115775852	0.006858162	-0.336852384	-0.001192788	0.434398835	0.477785188	GA4
Delta	735	2021-07-25	20	5	63739	269.9448698	3441203.212	0.579587763	0.348287251	0.006027077	0.206254513	-0.00095585	0.171144366	-0.859074229	GA1
Alpha	253	2021-04-25	24	31	48542	2742.344648	4294157.867	0.393454565	0.174304361	0.012522595	0.246425321	-0.001629761	0.623139987	0.161593049	GA6
Delta	781	2021-10-24	33	7	83261	252.2398205	3000248.528	0.533423982	0.010847126	0.006916463	-0.01754493	-0.001393358	0.621494092	-0.263374251	GA6
BA.1	662	2022-01-30	10	10	91471	2135.28566	19531671.46	0.586274768	-0.20683963	0.067835501	0.039057612	0.008197767	0.599187494	0.825113353	GA5
BQ.1	2	2022-12-25	16	2940	16849	282957.077	1621613.534	0.417234841	-0.296146025	0.006118551	-0.062981861	-0.105025997	0.617224348	-0.473857553	GA6
WT	1191	2020-07-19	25	3	6892	684.6382395	1572842.249	0.338147818	0.076592322	-0.108152284	-0.473576291	-0.00110295	0.12235626	0.076966987	GA1
WT	88	2021-02-14	55	3	20813	206.2424384	1430841.29	0.679410746	-0.290691161	-0.066290354	-0.564447548	-0.034740865	0.835231382	-0.602538761	GA8
Alpha	261	2021-04-11	22	6	47144	435.5436635	3422211.745	0.210718112	0.007145041	0.009131283	0.207289581	-0.001276306	0.48968684	-0.292956137	GA4
Alpha	126	2021-03-21	19	59	45558	3195.080443	2467143.641	0.282362991	0.110288825	0.007320078	-0.658308748	-0.001408003	0.339490225	0.307623131	GA3
Delta	532	2021-07-18	19	15	45590	960.5730548	2919501.705	0.539674688	0.316512232	0.005839711	-0.261307502	-0.001050499	0.13893393	0.13087955	GA1
BA.2	1195	2022-03-27	15	34	76414	4203.21951	9446612.224	0.155197937	0.067512184	-0.000596615	0.264808934	-0.000323456	0.502278263	0.286835562	GA5
WT	228	2021-01-24	52	3	25329	341.3173149	2881742.089	0.519740302	-0.224198972	-0.056299937	-0.420728791	-0.020670643	0.789604179	-0.81540585	GA7
XBB	1319	2023-08-06	45	1	6946	53.60128913	372314.5543	2.127217905	0.59493049	0.005160684	-0.775119404	-0.009168524	0.789124787	-0.586712215	GA7
XBB	1441	2023-08-20	47	5	8329	153.4000851	255533.8618	1.065384347	-0.029744649	0.331592138	-0.246746235	0.009040964	0.821409639	-0.846669987	GA8
Alpha	52	2021-03-28	20	42	49803	2369.161148	2809317.444	0.374280745	0.188159421	-0.261648747	0.129602139	0.089355994	0.384909028	0.162412541	GA3
Alpha	124	2021-05-23	28	30	32058	2767.676063	2957538.64	0.334992276	0.081967363	0.011903204	-0.067196694	-0.003542013	0.865808138	-0.753820764	GA8
Alpha	443	2021-04-04	21	43	48731	2701.015461	3061004.289	0.339189714	0.144013468	0.006858162	0.009900303	-0.00119278	0.434398835	-0.217060806	GA4
BA.1	192	2022-02-20	13	49	69727	5906.193328	8404513.106	0.430377641	-0.056634204	-0.107207063	-0.459843294	-0.010918692	0.865301287	-0.029345566	GA8
BQ.1	17	2023-01-08	18	179	15703	16049.03909	1407922.128	0.514164872	-0.255796461	0.007984511	0.186222658	0.038212825	0.787075435	-0.572072127	GA7
WT	1181	2021-03-28	61	2	16658	112.8171975	939654.4382	1.697801926	-0.787062599	0.774786464	0.471793688	-0.123007869	0.886802783	-0.332756801	GA8
Alpha	18	2021-01-10	9	4	8198	518.193885	1062038.367	0.316309857	0.20144348	0.005309681	-0.22945694	-0.000598891	0.072997055	0.411989725	GA0
BA.4/5	43	2022-07-17	14	74	64873	6709.68278	5882125.013	0.541636897	0.369434937	-0.237094388	0.166772968	0.164545581	0.233427036	1	GA2
WT	551	2021-07-18	77	6	5247	384.2292219	336008.4546	3.360880826	-0.59364589	-0.116748622	0.983597063	-0.128311065	0.985886937	-0.44858782	GA9
WT	1515	2020-11-08	41	5	17597	1068.558584	3760685.08	0.383909829	-0.093540628	-0.054863652	-0.37566277	-0.002341945	0.43980667	-0.568748273	GA4
BA.2	1435	2022-02-27	11	37	44677	4460.363433	5385828.57	0.299737626	0.237234093	0.002099119	-0.027463089	0.000685134	0.205908865	0.829750871	GA2
XBB	1112	2023-04-16	29	3	9420	196.2541263	616237.9567	0.835270407	-0.15884982	0.378124189	0.014962189	0.021830347	0.509173104	1	GA5
WT	1523	2021-02-28	57	20	19189	1104.365562	1059583.538	1.116646509	0.061481604	-0.094542104	0.042456267	0.208817503	0.854434157	-0.705875999	GA8
WT	1043	2021-06-20	73	8	5244	721.8176569	473151.4741	2.098835917	0.973305331	-0.001761099	-0.315583769	0.085852475	0.974291134	-0.670235207	GA9
WT	23	2020-03-15	7	11	4983	183.7684611	83247.11287	0.231675145	0.188737148	0.003506207	0.210913156	-5.16E-05	0.001071632	1	G0
Delta	830	2021-06-13	14	11	12846	885.7327785	1034374.843	0.714665118	0.271358505	0.013174146	-0.265678948	-0.001383992	0.042081863	-0.299676424	GA0
Delta	270	2021-06-20	15	4	12686	360.9088285	1144622.349	0.477974452	0.259245157	0.006022065	0.169824958	-0.001822183	0.052798323	1	GA0
BA.2	1371	2022-02-27	11	45	44669	5424.766337	5384864.167	0.375714042	-0.287037155	0.002099119	0.030735025	0.000318914	0.205908865	-0.080512789	GA2
BA.4/5	785	2022-09-04	21	30	39153	2905.138146	3791495.795	0.345185311	0.100932983	0.004940153	-0.364425498	-0.018217507	0.638220231	-0.28803059	GA6
WT	228	2020-11-22	43	49	13718	13964.8716	3909594.053	0.380118052	-0.086266774	-0.048535629	-0.45737414	-0.003271723	0.50743034	-0.54223062	GA5
XBB	77	2023-08-27	48	3	10177	95.26986991	323187.1554	2.062255052	0.493772663	0.488718347	0.13144393	0.147835514	0.838245126	1	GA8
Delta	685	2021-08-08	22	3	89360	133.395883	3973418.703	0.449307858	0.032987755	0.003606302	-0.425542882	-0.000675743	0.244038357	1	GA2
BA.1	89	2022-01-02	6	24	53510	3523.839923	7856694.763	0.567710052	0.034010302	0.091975188	0.030961523	0.010840386	0.090019569	1	GA0
XBB	41	2023-06-18	38	21	4918	817.2388618	191389.5582	1.242982993	0.252184354	-0.203738998	0.050379949	-0.00085235	0.698082341	0.8325207	GA6
XBB	351	2023-10-01	53	4	10205	58.60470926	149515.2645	1.356874386	0.335794161	-0.476071565	0.026473889	0.019824676	0.890220446	0.301857493	GA8
Alpha	136	2021-05-23	28	33	32055	3044.443669	2957261.873	0.279881642	0.026724019	0.011903204	-0.285631298	-0.003542012	0.865808138	0.349828212	GA8
Delta	192	2021-07-18	19	98	45507	6275.743958	2914186.534	0.694726191	-0.1767934	0.005839711	-0.130983089	-0.00105031	0.13893393	-0.154704021	GA1
WT	684	2020-11-08	41	2	17600	427.4234335	3761326.215	0.33960951	-0.137097626	-0.054863652	0.418802372	-0.002341945	0.43980667	-0.190437608	GA4
Delta	276	2021-10-24	33	15	83253	540.513901	2999960.254	0.97236528	-0.068912543	0.006916463	-0.037738742	-0.00139335	0.621494092	-0.244444193	GA6
WT	891	2020-09-27	35	6	9717	1301.288811	2107437.23	0.397125665	0.030593222	-0.087736295	0.054916199	0.002877266	0.287762101	-0.648751069	GA2
XBB	258	2023-10-15	55	5	8697	82.25774047	143079.1138	1.436404042	0.296324103	-1.133882245	0.176614235	0.028935832	0.905506399	1	GA9
XBB	1377	2023-09-17	51	1	11083	15.05359477	166838.9908	1.597091095	0.066054177	-0.515178242	0.109200646	0.028809287	0.875194909	1	GA8
BA.4/5	22	2022-12-04	34	51	16478	3877.465539	1252801.513	1.454251887	0.345731305	0.051841409	0.323657032	0.111086793	0.928165587	1	GA9
Delta	497	2021-09-19	28	7	78313	328.2960775	3672835.817	0.495839721	0.03825215	0.007906537	-0.305057825	-0.000716324	0.476441458	0.414239634	GA4
BA.4/5	567	2022-08-07	17	5	49875	625.3738517	6238104.17	0.430084081	0.238990849	0.00283741	0.166611994	-0.009982559	0.437230536	-0.04725784	GA4
Alpha	464	2021-02-07	13	3	15487	263.8951093	1362314.519	0.236746861	0.116591156	0.009328599	-0.125907267	-0.000626963	0.166337537	0.512409149	GA1
BA.4/5	365	2022-12-25	37	12	10775	1154.926845	1037028.063	0.495329607	-0.247109111	0.009822935	0.048231612	-0.101881945	0.964353149	-0.51503066	GA9
Alpha	333	2021-03-28	20	30	49815	1692.257963	2809994.347	0.502063114	0.317142059	0.008578393	-0.097355434	-0.001406419	0.384909028	-0.805039325	GA3
WT	289	2020-05-31	18	1	2910	259.9606092	756485.3727	0.326918041	0.176380176	0.004555136	0.469846392	-0.000676018	0.050634073	0.021438272	GA0
WT	215	2021-01-03	49	19	20654	3198.348882	3476773.569	0.65403693	0.070884299	-0.080010036	0.007576394	0.25089316	0.703897193	0.328876271	GA7
Delta	949	2021-08-22	24	72	116001	2667.340371	4297418.755	0.405109831	0.026850805	0.006619369	0.023432504	-0.000545574	0.323999739	-0.342209663	GA3
Alpha	62	2021-02-21	15	10	24437	598.261406	1461971.398	0.385410875	0.253387305	0.006814333	0.043537336	-0.000435256	0.211756075	0.623084152	GA2
BA.4/5	331	2022-10-09	26	33	28629	2937.312066	2548251.732	0.418288476	0.03350614	0.009621101	0.056014628	-0.043286477	0.78911851	-0.422538487	GA7
WT	173	2021-03-28	61	16	16644	902.5375802	938864.7178	1.596136057	-0.568336097	0.094866702	0.055629758	-0.11807445	0.886802783	-0.997873333	GA8
WT	898	2020-09-20	34	2	7794	525.9512153	2049631.886	0.434874314	0.082643823	-0.048641611	0.060669471	-0.000805387	0.269477864	0.577834263	GA2
BA.2	84	2022-02-06	8	44	18038	8165.083524	3347313.105	0.738624798	-0.655929733	0.012160712	0.081691161	-0.028855599	0.085787558	-0.554316356	GA0
Delta	839	2021-11-14	36	12	106332	395.305114	3502798.616	0.682292104	0.152530294	0.006653502	-0.48511652	-0.001450781	0.713780976	-0.408862111	GA7
Delta	779	2021-10-17	32	12	70399	501.0926804	2939701.968	0.554931653	0.057915209	0.008266748	-0.205654505	-0.001177806	0.593410933	0.340067457	GA5
XBB	134	2023-06-18	38	22	4917	856.1549981	191350.6421	0.853343984	-0.055393675	0.057029763	0.0553688	-0.000241537	0.698082341	-0.667178411	GA6
WT	1329	2020-12-13	46	6	21378	1114.063441	3969408.04	0.344618062	-0.208154314	-0.047297045	-0.324032108	-0.008143497	0.611393811	-0.320208706	GA6
XBB	1371	2023-11-19	60	6	7695	135.7251206	174067.4671	1.811830711	-0.310066211	0.652053099	0.111813345	0.026116871	0.944282589	-0.683553962	GA9
Delta	266	2021-12-05	39	94	116916	3349.635521	4166233.899	0.425960339	0.044890695	0.005529955	0.228329225	-0.001651243	0.826093234	-0.637677803	GA8
Delta	35	2021-10-10	31	34	76683	1318.193892	2973031.241	0.633648979	-0.393743162	0.008761031	-0.028081183	-0.001080449	0.565892129	-0.625546045	GA5
Delta	295	2021-09-26	29	1	71570	47.63521411	3409252.274	0.756527583	-0.038927303	0.009790558	-0.00057665	-0.000862401	0.508350769	1	GA5
Delta	796	2021-09-26	29	3	71568	142.9056423	3409157.003	0.601345888	0.144730679	0.009790558	-0.629397891	-0.000862395	0.508350769	-0.920277079	GA5
WT	924	2020-08-16	29	1	6888	267.632981	1843455.973	0.304532292	0.034493847	-0.063046886	-0.246867206	-0.000747678	0.184942032	0.133801639	GA1
WT	215	2021-03-07	58	26	17886	1455.900231	1001547.367	0.915097728	-0.287969209	-0.096329517	0.081059918	0.198920115	0.863130897	-0.680524702	GA8
WT	666	2020-07-05	23	9	5709	2053.114316	1302358.848	0.373626369	0.202822287	-0.040001749	0.180343734	-0.000453005	0.096228909	-0.684905224	GA0
Delta	790	2021-09-05	26	119	94212	5336.655977	4225017.083	0.437690436	0.187733137	0.007254455	-0.285710739	-0.000824339	0.405069965	-0.546173349	GA4
Delta	414	2021-07-18	19	94	45511	6019.591143	2914442.686	0.708723553	-0.2036382	0.005839711	-0.168467164	-0.00105032	0.13893393	-0.942143758	GA1
Alpha	298	2021-04-25	24	30	48543	2653.881917	4294246.33	0.28674599	0.067335452	0.012522595	0.033489579	-0.001629762	0.623139987	-0.379203086	GA6
BA.2	423	2022-06-05	25	1	38655	57.47503897	2221697.631	1.01986409	0.388972042	0.282016313	0.162204366	-0.01941061	0.876799702	1	GA8
BA.4/5	71	2023-01-01	38	5	7924	493.7229299	782452.0994	0.667393265	-0.119202403	0.009919284	-0.029640477	-0.112053042	0.972636483	-0.709258501	GA9
Alpha	30	2021-01-31	12	9	19148	807.1295643	1717212.988	0.317742998	0.182336363	0.006579318	0.203109905	-0.000620419	0.144327018	-0.046711803	GA1
BA.2	1427	2022-06-19	27	3	25570	197.8692007	1686505.154	0.597024206	-0.138337701	-0.074958746	0.040745068	-0.030914022	0.908641775	1	GA9
Delta	716	2021-09-19	28	61	78259	2860.865818	3670303.247	0.508836689	0.051327336	-0.25229587	-0.064310558	-0.000234898	0.476441458	-0.525237911	GA4
BA.2	382	2022-03-13	13	88	65956	11173.46697	8374513.494	0.254154656	0.184615045	0.001213736	0.022648459	0.000213477	0.337655287	-0.231305868	GA3
WT	1059	2020-12-20	47	8	22310	1287.83691	3591455.182	0.829666221	0.24912354	-0.05229232	0.084436591	-0.009497527	0.642545406	-0.03286529	GA6
Alpha	89	2021-03-21	19	6	45611	324.9234349	2470013.798	0.140870101	-0.031917487	0.007320078	-0.103837436	-0.001408018	0.339490225	-0.285889543	GA3
Alpha	471	2021-02-07	13	3	15487	263.8951093	1362314.519	0.281148446	0.160948182	0.139353775	0.168949819	0.00029952	0.166337537	-0.65445286	GA1
WT	1304	2021-05-23	69	3	7599	276.7676063	701052.3466	2.324228016	-1.095094248	-0.281570228	-0.374797037	0.019211698	0.956925642	-0.427538941	GA9
BA.4/5	68	2023-01-08	39	1	7759	89.65943628	695667.5661	0.572567948	0.125789516	0.009576031	0.399341923	0.040632992	0.979997388	1	GA9
BA.4/5	492	2022-10-16	27	6	27274	518.7164615	2357912.129	0.552801652	-0.471170915	0.011559384	0.047378135	-0.048784618	0.814070009	-0.722317344	GA8
Delta	937	2021-08-29	25	22	95269	1023.100442	4430443.455	0.697890126	-0.30552489	-0.252616625	-0.08895207	-0.000182051	0.365476009	-0.901173876	GA3
XBB	1085	2023-02-26	22	8	10253	466.2615496	597572.4586	0.378503054	0.176092085	0.021930611	-0.05818139	0.00399118	0.291851366	0.259021565	GA2
XBB	1043	2023-11-26	61	6	7287	155.8983697	189338.57	1.160449488	0.071725436	-0.34184454	0.0519382	-0.021035933	0.954150838	-0.274654924	GA9
Alpha	48	2021-05-16	27	26	37724	2535.804816	3679257.726	0.302384304	0.062909484	0.008712848	-0.16238866	-0.002682296	0.817988595	0.259291094	GA8
BA.2	9	2022-12-18	53	25	3481	2318.928964	322887.669	1.309204814	-0.366125741	-0.397670433	0.526327983	-0.206022837	0.975278004	-0.926330836	GA9
WT	520	2020-11-15	42	11	18399	2315.642404	3873227.69	0.478078738	0.080312752	-0.050411733	-0.421871017	-0.00230806	0.473410341	-0.586923245	GA4
Delta	14	2021-08-15	23	294	86549	14365.22078	4228896.235	0.715938813	0.530525812	0.007451147	0.201608609	-0.000703488	0.283753123	1	GA2
WT	410	2020-11-01	40	3	12782	814.1163532	3468678.409	0.634579175	0.279060317	-0.064585843	0.12302596	-0.002633963	0.407189635	-0.302501972	GA4
Delta	33	2021-10-24	33	318	82950	11458.8947	2989041.873	0.540061472	0.044151193	0.006916463	-0.386175849	-0.00139302	0.621494092	-0.312284316	GA6
XBB	60	2023-10-22	56	10	8282	162.8321508	134857.5873	1.327388367	0.32820372	-0.666921391	0.039175731	0.004892676	0.912537819	1	GA9
BA.2	44	2023-02-26	63	2	1903	116.5653874	110911.9661	1.166668643	0.194742929	-0.422188204	0.415618827	0.015377765	0.99362388	1	GNintyNine
Alpha	469	2021-05-30	29	2	25258	173.875901	2195878.753	0.343186372	0.071132996	0.015698733	-0.049821323	-0.003436614	0.901282249	1	GA9
Delta	546	2021-07-11	18	10	40100	638.0508732	2558584.002	0.621890856	0.229202669	0.005887809	0.042445593	-0.00114168	0.111599891	-0.637423589	GA1
WT	76	2021-04-04	62	213	17143	13379.44868	1076825.769	2.608280422	1.256935079	0.71969773	-0.390730478	0.133544772	0.896255625	-0.18390664	GA8
Delta	226	2021-10-10	31	9	76708	348.9336772	2974000.502	0.597253534	0.094757562	0.008761031	0.028914585	-0.0010805	0.565892129	0.72046742	GA5
Alpha	114	2021-05-23	28	53	32035	4889.561044	2955416.755	0.315451738	0.062488734	0.011903204	-0.183266915	-0.003542007	0.865808138	-0.936060186	GA8
Alpha	10	2021-03-07	17	19	31779	1063.927092	1779502.055	0.267797099	0.105940789	0.006106044	-0.105658516	-0.000598155	0.265758744	0.277613554	GA2
BA.2	1435	2022-03-27	15	106	76342	13104.15494	9437711.288	0.29120433	0.204127705	-0.000596615	-0.038530634	-0.00032284	0.502278263	-0.289009564	GA5
WT	49	2020-09-13	33	30	7406	8102.230573	2000170.654	0.52435201	0.198941817	-0.046183432	0.277021738	-0.000958438	0.251701561	-0.457623495	GA2
BA.4/5	817	2022-06-05	8	4	10769	229.9001559	618948.6946	0.59106174	0.255527857	0.002846932	-0.201653453	-0.002218974	0.015841009	-0.387675568	GA0
WT	311	2020-03-29	9	1	11181	29.39867179	328706.5493	0.353813593	0.294345387	0.002604185	-0.238005491	-0.000111335	0.00560065	1	G0
BA.2	1368	2022-05-29	24	8	44253	463.572772	2564310.735	0.623536036	0.033894866	-0.201506961	-0.103109417	-0.002644425	0.857580647	-0.346580009	GA8
XBB	394	2023-02-19	21	6	9952	335.4048246	556324.8024	0.481359561	0.288119386	0.028766821	0.102950654	0.004027226	0.260707473	-0.099722923	GA2
BA.4/5	32	2022-05-29	7	28	5815	1622.504702	336959.4586	0.336385886	0.119249121	0.002758857	0.044362472	-0.002208318	0.009290283	-0.311474104	G0
Delta	523	2021-08-22	24	14	116059	518.6495166	4299567.446	0.491642457	0.298535308	0.006619369	0.004551367	-0.000545626	0.323999739	-0.129375448	GA3
BQ.1	6	2022-10-16	6	1	3041	86.45274359	262902.7932	0.473533581	0.363846698	0.003060487	0.115662965	0.072963145	0.03627617	-0.159103585	GA0
XBB	365	2023-07-30	44	9	5962	619.2009717	410186.2437	1.206837772	0.21479583	0.354248929	0.151219567	0.01162403	0.769733077	0.628150655	GA7
Delta	777	2021-10-24	33	16	83252	576.5481611	2999924.219	0.858573045	0.337878247	0.016918383	-0.072944908	-0.00079233	0.621494092	1	GA6
WT	324	2020-09-27	35	9	9714	1951.933217	2106786.585	0.576347049	0.236482915	0.582841457	-0.37718726	0.000395471	0.287762101	-0.766349804	GA2
Delta	665	2021-09-12	27	11	82701	525.6373141	3951884.683	0.364200526	-0.087356772	0.00690178	-0.234414074	-0.000813835	0.442062513	-0.250852555	GA4
BA.4/5	566	2023-01-01	38	6	7923	592.4675159	782353.3548	0.755366666	-0.027588588	0.009919284	-0.34547759	-0.112053042	0.972636483	-0.340493021	GA9
Delta	254	2021-07-11	18	2	40108	127.6101746	2559094.442	0.392468862	0.194682314	0.005887809	0.13011457	-0.001141704	0.111599891	1	GA1
XBB	1107	2023-08-27	48	3	10177	95.26986991	323187.1554	1.346021558	0.349453004	-0.531565734	0.211575612	0.038699621	0.838245126	1	GA8
Delta	11	2021-11-07	35	9	96729	303.0588806	3257175.829	0.657539152	0.121781575	0.0069068	-0.075621078	-0.001332666	0.680992865	-0.578080558	GA6
Delta	136	2021-11-28	38	334	93791	14338.29703	4026356.937	0.506713798	0.137277297	0.005705498	-0.287620937	-0.001162699	0.787068056	-0.603601011	GA7
BQ.1	104	2022-12-25	16	1	19788	96.24390375	1904474.367	0.580570736	0.3859838	0.006118551	0.186595457	0.042779869	0.617224348	1	GA6
Delta	272	2021-09-05	26	12	94319	538.1501826	4229815.589	0.637063912	0.387913916	0.007254455	0.219614004	-0.000824439	0.405069965	0.233330663	GA4
XBB	1488	2023-03-12	24	2	10365	112.8321544	584752.6403	0.350820431	0.101315974	0.022701842	0.041977509	0.002831823	0.354390136	0.023014055	GA3
Alpha	321	2021-03-07	17	7	31791	391.9731391	1780174.009	0.188598463	0.026464787	0.006106044	-0.398670046	-0.000598159	0.265758744	0.615530075	GA2
XBB	1074	2023-01-29	18	3	6743	209.9521642	471902.4811	0.367183226	0.163332456	0.063702935	-0.359791443	0.004661672	0.17905872	-0.087373702	GA1
Delta	762	2021-12-05	39	24	116986	855.2260903	4168728.309	0.453101912	-0.156460312	0.005529955	-0.611919786	-0.00165133	0.826093234	-0.015289714	GA8
BA.2	109	2022-06-05	25	18	38638	1034.550701	2220720.556	0.706482287	-0.575385371	-0.06799255	-0.008999988	-0.026234992	0.876799702	0.151226534	GA8
BA.2	352	2022-02-20	10	19	39442	2290.156597	4754124.026	0.34573188	0.283330451	0.00352728	0.042678401	0.000393027	0.159280747	-0.998292593	GA1
BA.4/5	285	2022-08-21	19	4	44299	450.8474303	4993022.579	1.124176088	-0.38510254	0.004972801	0.312941877	0.135163624	0.55038513	1	GA5
BA.4/5	799	2022-11-13	31	1	20105	70.31372371	1413657.415	0.642518884	0.062334812	0.012680792	-0.016435558	-0.076451299	0.885816935	0.111098789	GA8
WT	62	2020-11-22	43	10	13757	2849.973796	3920708.951	0.29465558	-0.172588898	-0.048535629	-0.397321564	-0.003271723	0.50743034	-0.263916021	GA5
WT	1085	2020-12-06	45	11	14651	3056.403132	4070851.117	0.915367968	0.438009534	-0.056604829	-0.410337997	-0.005873199	0.576966608	-0.342067538	GA5
Alpha	325	2021-02-28	16	4	28293	220.8731124	1562290.742	0.21382085	0.054642527	0.009058911	0.046749177	-0.000672749	0.23699623	0.384221002	GA2
WT	270	2021-04-25	65	1	12504	88.46273057	1106137.983	2.758532414	1.44801591	0.143909509	-0.248999357	0.154757566	0.925778448	1	GA9
WT	298	2020-09-13	33	2	7434	540.1487049	2007732.736	0.741385391	0.413488716	0.19388111	-0.733938383	0.004698314	0.251701561	-0.460158128	GA2
